lon,lat,temp_noon_K,temp_midnight_K,temp_diff_K
-166.25,60.75,317.0397,87.9990,229.0407
-166.25,61.25,315.1410,87.5282,227.6128
-166.25,61.75,313.8931,87.4374,226.4557
-166.25,62.25,312.2651,87.2782,224.9869
-166.25,62.75,306.7181,88.1128,218.6053
-166.25,63.25,305.6756,87.4450,218.2306
-166.25,63.75,298.0850,84.3679,213.7171
-166.25,64.25,298.3897,83.7586,214.6311
-166.25,64.75,299.9867,83.4933,216.4934
-166.25,65.25,307.7593,85.6640,222.0953
-166.25,65.75,300.1695,84.3837,215.7858
-166.25,66.25,289.9393,83.7060,206.2333
-166.25,66.75,284.8920,81.8659,203.0261
-166.25,67.25,303.8838,86.0997,217.7841
-166.25,67.75,312.8591,87.7488,225.1103
-166.25,68.25,287.6770,82.2422,205.4348
-166.25,68.75,282.5715,81.9402,200.6313
-166.25,69.25,280.2151,82.0378,198.1773
-166.25,69.75,264.0589,77.8804,186.1785
-166.25,70.25,297.2413,84.6518,212.5895
-166.25,70.75,266.3466,78.0716,188.2750
-166.25,71.25,289.4331,82.6936,206.7395
-166.25,71.75,264.6176,78.5257,186.0919
-166.25,72.25,288.6788,83.2528,205.4260
-166.25,72.75,268.5310,80.5041,188.0269
-166.25,73.25,290.4729,84.3854,206.0875
-166.25,73.75,266.8410,78.2634,188.5776
-166.25,74.25,258.9513,80.0349,178.9164
-166.25,74.75,269.5925,83.7786,185.8139
-166.25,75.25,273.5118,82.4274,191.0844
-166.25,75.75,255.2795,75.2783,180.0012
-166.25,76.25,248.9903,71.1536,177.8367
-166.25,76.75,258.4574,74.1347,184.3227
-166.25,77.25,251.3341,72.5002,178.8339
-166.25,77.75,274.6776,78.7961,195.8815
-166.25,78.25,244.8579,74.9652,169.8927
-166.25,78.75,239.6711,72.0247,167.6464
-166.25,79.25,249.5288,74.6893,174.8395
-166.25,79.75,254.0705,75.8037,178.2668
-166.25,80.25,230.2011,70.5599,159.6412
-166.25,80.75,240.1406,71.0589,169.0817
-166.25,81.25,240.6511,70.7160,169.9351
-166.25,81.75,237.9018,70.9585,166.9433
-166.25,82.25,186.6330,57.7883,128.8447
-166.25,82.75,108.8333,58.5294,50.3039
-166.25,83.25,155.7098,56.9929,98.7169
-166.25,83.75,211.7914,63.1455,148.6459
-166.25,84.25,208.1617,63.6151,144.5466
-166.25,84.75,203.0491,66.2383,136.8108
-166.25,85.25,180.1280,60.7268,119.4012
-166.25,85.75,187.8098,61.2321,126.5777
-166.25,86.25,183.8273,61.3199,122.5074
-166.25,86.75,178.2340,57.7944,120.4396
-166.25,87.25,217.2395,65.9586,151.2809
-166.25,87.75,222.9681,92.8967,130.0714
-166.25,88.25,97.3156,64.1403,33.1753
-166.25,88.75,140.4902,82.8093,57.6809
-166.25,89.25,74.0554,50.9846,23.0708
-166.25,89.75,163.2303,66.7159,96.5144
-165.75,-89.75,182.5776,123.9481,58.6295
-165.75,-89.25,185.7449,64.9772,120.7677
-165.75,-88.75,85.9423,58.4165,27.5258
-165.75,-88.25,89.5839,59.7574,29.8265
-165.75,-87.75,252.0696,79.1976,172.8720
-165.75,-87.25,166.1697,67.4874,98.6823
-165.75,-86.75,208.1016,72.8543,135.2473
-165.75,-86.25,116.4635,55.2063,61.2572
-165.75,-85.75,170.1662,69.0141,101.1521
-165.75,-85.25,221.3894,73.0199,148.3695
-165.75,-84.75,189.4497,64.4722,124.9775
-165.75,-84.25,231.2586,71.7145,159.5441
-165.75,-83.75,204.4388,64.3585,140.0803
-165.75,-83.25,234.5821,76.0851,158.4970
-165.75,-82.75,223.2851,72.3058,150.9793
-165.75,-82.25,238.0583,70.8212,167.2371
-165.75,-81.75,219.9448,65.4342,154.5106
-165.75,-81.25,238.8730,70.7252,168.1478
-165.75,-80.75,237.3876,71.3000,166.0876
-165.75,-80.25,234.1499,72.2756,161.8743
-165.75,-79.75,259.4679,71.5611,187.9068
-165.75,-79.25,234.9250,68.8312,166.0938
-165.75,-78.75,165.5476,53.6696,111.8780
-165.75,-78.25,243.5205,74.5623,168.9582
-165.75,-77.75,263.4787,78.0963,185.3824
-165.75,-77.25,283.8787,83.8095,200.0692
-165.75,-76.75,185.1380,72.6702,112.4678
-165.75,-76.25,253.0936,77.0622,176.0314
-165.75,-75.75,245.5726,75.5887,169.9839
-165.75,-75.25,278.9118,82.3781,196.5337
-165.75,-74.75,275.8804,78.8608,197.0196
-165.75,-74.25,269.1502,77.2553,191.8949
-165.75,-73.75,277.8850,80.3530,197.5320
-165.75,-73.25,279.3437,79.8332,199.5105
-165.75,-72.75,263.2516,77.4218,185.8298
-165.75,-72.25,274.0496,78.8187,195.2309
-165.75,-71.75,300.4651,83.8307,216.6344
-165.75,-71.25,301.8512,83.4334,218.4178
-165.75,-70.75,278.8400,80.5245,198.3155
-165.75,-70.25,282.8612,79.8962,202.9650
-165.75,-69.75,279.5110,78.8985,200.6125
-165.75,-69.25,283.7053,81.2779,202.4274
-165.75,-68.75,301.0630,84.6068,216.4562
-165.75,-68.25,290.1606,84.0727,206.0879
-165.75,-67.75,293.9485,85.9436,208.0049
-165.75,-67.25,298.5089,84.7863,213.7226
-165.75,-66.75,295.5937,83.9129,211.6808
-165.75,-66.25,300.1419,84.1299,216.0120
-165.75,-65.75,303.7033,83.1398,220.5635
-165.75,-65.25,305.1714,83.8250,221.3464
-165.75,-64.75,294.1395,83.3221,210.8174
-165.75,-64.25,308.3633,84.5209,223.8424
-165.75,-63.75,316.8971,86.7650,230.1321
-165.75,-63.25,305.8761,85.6296,220.2465
-165.75,-62.75,301.1127,84.7852,216.3275
-165.75,-62.25,298.0896,83.9010,214.1886
-165.75,-61.75,319.1964,89.1432,230.0532
-165.75,-61.25,323.8423,89.2317,234.6106
-165.75,-60.75,316.4410,87.5018,228.9392
-165.75,-60.25,307.7557,85.8044,221.9513
-165.75,-59.75,314.2868,85.9564,228.3304
-165.75,-59.25,324.0507,89.3694,234.6813
-165.75,-58.75,322.2117,89.1853,233.0264
-165.75,-58.25,321.8953,93.5210,228.3743
-165.75,-57.75,326.3374,91.5832,234.7542
-165.75,-57.25,326.8185,89.5691,237.2494
-165.75,-56.75,328.1657,90.2855,237.8802
-165.75,-56.25,347.4008,94.7466,252.6542
-165.75,-55.75,329.2738,92.4831,236.7907
-165.75,-55.25,339.9661,93.7904,246.1757
-165.75,-54.75,315.2288,87.1293,228.0995
-165.75,-54.25,336.4284,92.7950,243.6334
-165.75,-53.75,338.9627,92.0178,246.9449
-165.75,-53.25,338.0070,92.3031,245.7039
-165.75,-52.75,338.4483,91.9312,246.5171
-165.75,-52.25,339.9856,93.1040,246.8816
-165.75,-51.75,342.4249,93.9134,248.5115
-165.75,-51.25,344.1479,96.9805,247.1674
-165.75,-50.75,341.9471,96.9327,245.0144
-165.75,-50.25,343.1933,94.1889,249.0044
-165.75,-49.75,343.9825,93.9409,250.0416
-165.75,-49.25,344.5453,94.7222,249.8231
-165.75,-48.75,346.8994,94.2794,252.6200
-165.75,-48.25,346.8346,96.5268,250.3078
-165.75,-47.75,350.1803,97.5594,252.6209
-165.75,-47.25,349.1985,95.3973,253.8012
-165.75,-46.75,351.1799,94.8514,256.3285
-165.75,-46.25,352.4612,95.2415,257.2197
-165.75,-45.75,353.3168,97.7831,255.5337
-165.75,-45.25,354.3314,102.6235,251.7079
-165.75,-44.75,354.1588,94.3398,259.8190
-165.75,-44.25,355.9827,94.3224,261.6603
-165.75,-43.75,354.4857,94.4492,260.0365
-165.75,-43.25,358.7439,94.2920,264.4519
-165.75,-42.75,357.7091,94.3943,263.3148
-165.75,-42.25,359.8353,95.3155,264.5198
-165.75,-41.75,358.4758,94.2702,264.2056
-165.75,-41.25,359.0289,95.3360,263.6929
-165.75,-40.75,361.0327,95.4611,265.5716
-165.75,-40.25,363.0631,94.4570,268.6061
-165.75,-39.75,363.8131,94.9722,268.8409
-165.75,-39.25,360.0808,95.6298,264.4510
-165.75,-38.75,368.3034,97.9819,270.3215
-165.75,-38.25,369.4012,96.7734,272.6278
-165.75,-37.75,368.4753,96.5128,271.9625
-165.75,-37.25,367.6685,96.3571,271.3114
-165.75,-36.75,367.9238,97.2315,270.6923
-165.75,-36.25,368.9698,96.4992,272.4706
-165.75,-35.75,369.5503,96.4270,273.1233
-165.75,-35.25,369.2381,96.6760,272.5621
-165.75,-34.75,370.3267,97.0824,273.2443
-165.75,-34.25,371.3454,96.5176,274.8278
-165.75,-33.75,371.4771,97.1929,274.2842
-165.75,-33.25,370.3032,98.4387,271.8645
-165.75,-32.75,369.4755,96.8686,272.6069
-165.75,-32.25,365.3313,96.0344,269.2969
-165.75,-31.75,376.6185,98.2087,278.4098
-165.75,-31.25,371.5633,97.3914,274.1719
-165.75,-30.75,377.4573,97.8501,279.6072
-165.75,-30.25,377.1571,98.1558,279.0013
-165.75,-29.75,375.1411,98.0437,277.0974
-165.75,-29.25,373.5800,97.4088,276.1712
-165.75,-28.75,377.2853,98.7120,278.5733
-165.75,-28.25,379.2171,100.1089,279.1082
-165.75,-27.75,375.9814,99.6935,276.2879
-165.75,-27.25,377.0109,99.3758,277.6351
-165.75,-26.75,378.1095,99.5682,278.5413
-165.75,-26.25,378.1071,99.1983,278.9088
-165.75,-25.75,379.6947,98.6546,281.0401
-165.75,-25.25,379.1984,98.2536,280.9448
-165.75,-24.75,378.8628,99.0304,279.8324
-165.75,-24.25,381.9777,99.3459,282.6318
-165.75,-23.75,380.8103,99.7279,281.0824
-165.75,-23.25,380.4325,100.1246,280.3079
-165.75,-22.75,381.3450,99.1796,282.1654
-165.75,-22.25,377.6992,99.2791,278.4201
-165.75,-21.75,374.9937,99.7706,275.2231
-165.75,-21.25,386.6697,101.7363,284.9334
-165.75,-20.75,384.2373,100.8652,283.3721
-165.75,-20.25,382.9402,100.5003,282.4399
-165.75,-19.75,382.2023,99.2620,282.9403
-165.75,-19.25,380.0591,99.3163,280.7428
-165.75,-18.75,382.8398,100.2194,282.6204
-165.75,-18.25,383.9399,100.7811,283.1588
-165.75,-17.75,386.8247,99.8398,286.9849
-165.75,-17.25,385.7052,100.0806,285.6246
-165.75,-16.75,375.0678,98.2079,276.8599
-165.75,-16.25,377.4767,99.5492,277.9275
-165.75,-15.75,383.1911,101.7556,281.4355
-165.75,-15.25,383.4918,101.4899,282.0019
-165.75,-14.75,384.1330,101.6567,282.4763
-165.75,-14.25,383.5969,101.1637,282.4332
-165.75,-13.75,383.9643,101.1520,282.8123
-165.75,-13.25,382.7770,101.2419,281.5351
-165.75,-12.75,383.7835,101.8227,281.9608
-165.75,-12.25,382.5680,101.4861,281.0819
-165.75,-11.75,386.2424,103.3201,282.9223
-165.75,-11.25,381.3319,104.3294,277.0025
-165.75,-10.75,380.9561,113.3218,267.6343
-165.75,-10.25,380.3510,112.0756,268.2754
-165.75,-9.75,383.2639,106.9747,276.2892
-165.75,-9.25,385.3990,102.8262,282.5728
-165.75,-8.75,385.8332,101.4329,284.4003
-165.75,-8.25,385.0861,101.3303,283.7558
-165.75,-7.75,385.9569,102.2202,283.7367
-165.75,-7.25,386.9934,101.7110,285.2824
-165.75,-6.75,386.8022,101.6266,285.1756
-165.75,-6.25,387.1368,101.4135,285.7233
-165.75,-5.75,387.6592,101.5198,286.1394
-165.75,-5.25,387.2146,101.5926,285.6220
-165.75,-4.75,388.1338,100.7181,287.4157
-165.75,-4.25,388.6009,101.2180,287.3829
-165.75,-3.75,389.6108,101.3157,288.2951
-165.75,-3.25,389.3947,102.1384,287.2563
-165.75,-2.75,389.3605,102.0139,287.3466
-165.75,-2.25,388.6042,101.7617,286.8425
-165.75,-1.75,389.1775,101.8936,287.2839
-165.75,-1.25,392.6230,102.1428,290.4802
-165.75,-0.75,388.3950,100.9657,287.4293
-165.75,-0.25,388.1074,102.2488,285.8586
-165.75,0.25,388.6746,101.8289,286.8457
-165.75,0.75,388.2774,101.7020,286.5754
-165.75,1.25,388.4657,102.8663,285.5994
-165.75,1.75,388.4452,101.1415,287.3037
-165.75,2.25,390.0263,102.0799,287.9464
-165.75,2.75,388.9468,103.6006,285.3462
-165.75,3.25,387.6445,103.1441,284.5004
-165.75,3.75,386.5796,100.9632,285.6164
-165.75,4.25,386.4446,102.0450,284.3996
-165.75,4.75,386.1299,101.2892,284.8407
-165.75,5.25,386.8366,101.5324,285.3042
-165.75,5.75,388.8592,101.6477,287.2115
-165.75,6.25,389.7001,101.1524,288.5477
-165.75,6.75,387.1333,101.1615,285.9718
-165.75,7.25,385.1965,102.5623,282.6342
-165.75,7.75,385.3418,102.3822,282.9596
-165.75,8.25,384.9605,101.5690,283.3915
-165.75,8.75,383.3544,101.8922,281.4622
-165.75,9.25,383.2453,101.0034,282.2419
-165.75,9.75,384.3565,101.2119,283.1446
-165.75,10.25,384.9466,101.5061,283.4405
-165.75,10.75,383.0389,100.8787,282.1602
-165.75,11.25,383.6276,101.0425,282.5851
-165.75,11.75,385.7947,101.6101,284.1846
-165.75,12.25,386.8449,102.6546,284.1903
-165.75,12.75,382.4868,101.9818,280.5050
-165.75,13.25,382.0323,101.2259,280.8064
-165.75,13.75,383.3078,101.7659,281.5419
-165.75,14.25,383.1760,101.8320,281.3440
-165.75,14.75,383.3013,102.4920,280.8093
-165.75,15.25,376.7276,100.6995,276.0281
-165.75,15.75,376.8532,101.0140,275.8392
-165.75,16.25,378.5358,100.6996,277.8362
-165.75,16.75,381.2515,101.3122,279.9393
-165.75,17.25,383.1356,101.4471,281.6885
-165.75,17.75,385.7379,102.5567,283.1812
-165.75,18.25,379.4249,101.7240,277.7009
-165.75,18.75,380.2810,102.4302,277.8508
-165.75,19.25,376.2335,101.6334,274.6001
-165.75,19.75,378.6759,101.9432,276.7327
-165.75,20.25,375.4819,102.0737,273.4082
-165.75,20.75,377.2348,102.9836,274.2512
-165.75,21.25,374.1272,102.8399,271.2873
-165.75,21.75,376.3647,103.3533,273.0114
-165.75,22.25,374.9546,103.2735,271.6811
-165.75,22.75,375.1181,103.0859,272.0322
-165.75,23.25,372.2024,101.8418,270.3606
-165.75,23.75,378.0784,102.4873,275.5911
-165.75,24.25,373.9141,101.8240,272.0901
-165.75,24.75,372.3368,102.4550,269.8818
-165.75,25.25,375.2410,100.9991,274.2419
-165.75,25.75,373.5440,100.0222,273.5218
-165.75,26.25,375.2106,99.2458,275.9648
-165.75,26.75,374.9314,98.5678,276.3636
-165.75,27.25,372.6114,100.7635,271.8479
-165.75,27.75,373.1803,100.4910,272.6893
-165.75,28.25,373.0291,100.5143,272.5148
-165.75,28.75,373.7775,101.7582,272.0193
-165.75,29.25,369.8352,101.7423,268.0929
-165.75,29.75,360.0522,98.4522,261.6000
-165.75,30.25,367.2813,100.1119,267.1694
-165.75,30.75,367.7015,99.2021,268.4994
-165.75,31.25,369.5991,99.9429,269.6562
-165.75,31.75,368.0578,98.4298,269.6280
-165.75,32.25,367.2820,97.7410,269.5410
-165.75,32.75,365.5348,97.8370,267.6978
-165.75,33.25,368.7542,101.1760,267.5782
-165.75,33.75,371.0640,101.1666,269.8974
-165.75,34.25,360.5210,98.3247,262.1963
-165.75,34.75,346.7796,94.5660,252.2136
-165.75,35.25,361.7864,99.2111,262.5753
-165.75,35.75,365.0740,99.6647,265.4093
-165.75,36.25,359.0554,96.6219,262.4335
-165.75,36.75,361.5546,97.8449,263.7097
-165.75,37.25,364.5484,98.7739,265.7745
-165.75,37.75,351.2190,96.0444,255.1746
-165.75,38.25,359.3651,96.3012,263.0639
-165.75,38.75,364.7969,97.3340,267.4629
-165.75,39.25,368.1414,98.4156,269.7258
-165.75,39.75,350.3883,95.1481,255.2402
-165.75,40.25,351.9332,96.3411,255.5921
-165.75,40.75,359.2705,98.3359,260.9346
-165.75,41.25,356.0032,97.8668,258.1364
-165.75,41.75,354.8836,96.7452,258.1384
-165.75,42.25,352.9193,96.9401,255.9792
-165.75,42.75,347.7168,96.9074,250.8094
-165.75,43.25,353.0611,95.4030,257.6581
-165.75,43.75,345.4399,95.4689,249.9710
-165.75,44.25,359.0087,97.0380,261.9707
-165.75,44.75,349.7815,94.4867,255.2948
-165.75,45.25,345.9374,95.2923,250.6451
-165.75,45.75,349.1842,96.5409,252.6433
-165.75,46.25,342.3677,95.1212,247.2465
-165.75,46.75,354.6852,94.9023,259.7829
-165.75,47.25,347.3961,94.6382,252.7579
-165.75,47.75,347.4890,94.4480,253.0410
-165.75,48.25,346.7338,95.2876,251.4462
-165.75,48.75,348.0945,96.4064,251.6881
-165.75,49.25,339.4473,94.9517,244.4956
-165.75,49.75,330.2382,89.2244,241.0138
-165.75,50.25,339.4680,91.3922,248.0758
-165.75,50.75,352.5295,95.6727,256.8568
-165.75,51.25,334.1497,91.8961,242.2536
-165.75,51.75,334.7359,92.0064,242.7295
-165.75,52.25,341.9305,96.5368,245.3937
-165.75,52.75,337.3657,93.7218,243.6439
-165.75,53.25,336.0702,92.6425,243.4277
-165.75,53.75,333.2533,91.6886,241.5647
-165.75,54.25,329.3577,91.8983,237.4594
-165.75,54.75,336.8441,92.7725,244.0716
-165.75,55.25,312.8566,85.7582,227.0984
-165.75,55.75,320.5807,87.3436,233.2371
-165.75,56.25,324.5215,88.5859,235.9356
-165.75,56.75,324.1900,88.0140,236.1760
-165.75,57.25,328.5099,89.0379,239.4720
-165.75,57.75,336.5060,90.0946,246.4114
-165.75,58.25,329.5392,89.2944,240.2448
-165.75,58.75,333.2819,90.0026,243.2793
-165.75,59.25,317.6080,87.5168,230.0912
-165.75,59.75,319.0851,87.4518,231.6333
-165.75,60.25,310.0949,86.3229,223.7720
-165.75,60.75,317.4392,88.1520,229.2872
-165.75,61.25,317.6413,87.6829,229.9584
-165.75,61.75,313.6946,86.5722,227.1224
-165.75,62.25,320.7241,88.3356,232.3885
-165.75,62.75,304.5895,87.9012,216.6883
-165.75,63.25,302.1550,84.8323,217.3227
-165.75,63.75,294.4587,82.9529,211.5058
-165.75,64.25,297.2062,82.9643,214.2419
-165.75,64.75,304.0606,84.8165,219.2441
-165.75,65.25,312.7133,86.1066,226.6067
-165.75,65.75,308.5687,85.5947,222.9740
-165.75,66.25,301.1400,85.4846,215.6554
-165.75,66.75,284.9138,82.1504,202.7634
-165.75,67.25,305.0967,86.8224,218.2743
-165.75,67.75,305.2241,86.6438,218.5803
-165.75,68.25,282.7188,81.5370,201.1818
-165.75,68.75,268.6708,82.1208,186.5500
-165.75,69.25,287.4803,82.3178,205.1625
-165.75,69.75,280.1511,82.8997,197.2514
-165.75,70.25,287.4029,85.0590,202.3439
-165.75,70.75,264.8594,79.3567,185.5027
-165.75,71.25,289.1138,83.1251,205.9887
-165.75,71.75,272.8840,81.7563,191.1277
-165.75,72.25,278.4607,80.8600,197.6007
-165.75,72.75,279.6881,80.6850,199.0031
-165.75,73.25,281.5844,81.9337,199.6507
-165.75,73.75,266.2642,77.6557,188.6085
-165.75,74.25,271.8207,78.9203,192.9004
-165.75,74.75,270.5096,84.7591,185.7505
-165.75,75.25,265.5282,81.5602,183.9680
-165.75,75.75,244.5496,72.4180,172.1316
-165.75,76.25,248.0598,72.7428,175.3170
-165.75,76.75,254.9350,73.2001,181.7349
-165.75,77.25,259.3827,74.9841,184.3986
-165.75,77.75,267.2231,75.9663,191.2568
-165.75,78.25,244.0003,71.5556,172.4447
-165.75,78.75,244.9535,73.1464,171.8071
-165.75,79.25,233.9140,73.7651,160.1489
-165.75,79.75,266.6755,75.6571,191.0184
-165.75,80.25,233.4390,70.4235,163.0155
-165.75,80.75,239.7990,72.4503,167.3487
-165.75,81.25,237.7027,71.3186,166.3841
-165.75,81.75,236.9620,70.4403,166.5217
-165.75,82.25,195.3196,58.4559,136.8637
-165.75,82.75,95.2481,53.9221,41.3260
-165.75,83.25,159.9190,55.6853,104.2337
-165.75,83.75,207.3881,61.9798,145.4083
-165.75,84.25,210.0106,63.9181,146.0925
-165.75,84.75,210.1556,68.7535,141.4021
-165.75,85.25,177.5197,65.9127,111.6070
-165.75,85.75,182.6092,60.3896,122.2196
-165.75,86.25,184.0493,61.1881,122.8612
-165.75,86.75,178.9376,58.0783,120.8593
-165.75,87.25,214.0328,64.8713,149.1615
-165.75,87.75,225.7285,93.9511,131.7774
-165.75,88.25,99.1503,62.9814,36.1689
-165.75,88.75,150.9829,90.1089,60.8740
-165.75,89.25,77.9721,49.5712,28.4009
-165.75,89.75,162.5009,60.6446,101.8563
-165.25,-89.75,184.3781,123.4088,60.9693
-165.25,-89.25,188.2754,65.3122,122.9632
-165.25,-88.75,86.1706,58.5656,27.6050
-165.25,-88.25,84.2931,57.7608,26.5323
-165.25,-87.75,251.8092,79.2585,172.5507
-165.25,-87.25,186.4225,67.6513,118.7712
-165.25,-86.75,208.8529,72.4306,136.4223
-165.25,-86.25,108.2420,55.0422,53.1998
-165.25,-85.75,174.1191,70.3212,103.7979
-165.25,-85.25,221.4535,74.1570,147.2965
-165.25,-84.75,194.6940,64.9618,129.7322
-165.25,-84.25,235.6066,72.8961,162.7105
-165.25,-83.75,186.6219,61.3825,125.2394
-165.25,-83.25,214.5718,77.5714,137.0004
-165.25,-82.75,238.9290,73.0561,165.8729
-165.25,-82.25,238.5835,71.3426,167.2409
-165.25,-81.75,223.3936,66.1859,157.2077
-165.25,-81.25,238.0405,69.7451,168.2954
-165.25,-80.75,241.7585,71.0418,170.7167
-165.25,-80.25,228.2611,66.0521,162.2090
-165.25,-79.75,263.0353,76.1337,186.9016
-165.25,-79.25,227.8736,68.8037,159.0699
-165.25,-78.75,177.2801,53.9835,123.2966
-165.25,-78.25,244.5117,74.7835,169.7282
-165.25,-77.75,275.7926,77.7142,198.0784
-165.25,-77.25,289.9142,84.9088,205.0054
-165.25,-76.75,185.8468,67.5349,118.3119
-165.25,-76.25,240.4577,75.2847,165.1730
-165.25,-75.75,247.2735,74.4906,172.7829
-165.25,-75.25,283.5115,82.6531,200.8584
-165.25,-74.75,272.1508,78.3611,193.7897
-165.25,-74.25,273.8598,78.8622,194.9976
-165.25,-73.75,280.3895,80.1215,200.2680
-165.25,-73.25,275.1664,79.0732,196.0932
-165.25,-72.75,262.3086,76.8986,185.4100
-165.25,-72.25,268.1584,79.3882,188.7702
-165.25,-71.75,307.8182,86.0917,221.7265
-165.25,-71.25,293.2432,82.3836,210.8596
-165.25,-70.75,280.9463,78.9201,202.0262
-165.25,-70.25,263.8843,76.4725,187.4118
-165.25,-69.75,277.9559,79.5330,198.4229
-165.25,-69.25,274.0767,80.4668,193.6099
-165.25,-68.75,304.0912,87.8285,216.2627
-165.25,-68.25,287.2065,82.4895,204.7170
-165.25,-67.75,297.4960,83.5602,213.9358
-165.25,-67.25,296.8469,83.3416,213.5053
-165.25,-66.75,296.8344,84.1577,212.6767
-165.25,-66.25,304.6983,85.7479,218.9504
-165.25,-65.75,297.0156,84.9791,212.0365
-165.25,-65.25,302.0701,86.4224,215.6477
-165.25,-64.75,297.6006,84.5764,213.0242
-165.25,-64.25,321.1201,88.0283,233.0918
-165.25,-63.75,313.4117,86.4331,226.9786
-165.25,-63.25,308.0226,86.9017,221.1209
-165.25,-62.75,306.6565,85.0124,221.6441
-165.25,-62.25,295.6762,83.4442,212.2320
-165.25,-61.75,320.8849,88.1391,232.7458
-165.25,-61.25,325.4756,89.0475,236.4281
-165.25,-60.75,316.3108,87.7030,228.6078
-165.25,-60.25,313.3856,86.0022,227.3834
-165.25,-59.75,311.4806,85.0081,226.4725
-165.25,-59.25,322.3986,89.4969,232.9017
-165.25,-58.75,321.7523,89.2297,232.5226
-165.25,-58.25,322.9403,90.2201,232.7202
-165.25,-57.75,326.0312,89.6804,236.3508
-165.25,-57.25,324.4730,89.1537,235.3193
-165.25,-56.75,328.1133,89.2623,238.8510
-165.25,-56.25,346.0141,93.7772,252.2369
-165.25,-55.75,325.2563,91.8822,233.3741
-165.25,-55.25,337.0599,102.2131,234.8468
-165.25,-54.75,318.0459,88.0902,229.9557
-165.25,-54.25,330.8305,91.8415,238.9890
-165.25,-53.75,334.6684,91.2436,243.4248
-165.25,-53.25,336.3871,91.2601,245.1270
-165.25,-52.75,336.3773,91.2364,245.1409
-165.25,-52.25,337.7470,90.5768,247.1702
-165.25,-51.75,340.2811,92.6582,247.6229
-165.25,-51.25,341.9338,92.4276,249.5062
-165.25,-50.75,342.2792,93.6283,248.6509
-165.25,-50.25,342.7095,92.3945,250.3150
-165.25,-49.75,343.1794,92.4229,250.7565
-165.25,-49.25,345.6066,94.0497,251.5569
-165.25,-48.75,342.3944,95.1341,247.2603
-165.25,-48.25,351.2241,95.4369,255.7872
-165.25,-47.75,345.6051,93.0066,252.5985
-165.25,-47.25,349.4184,93.6564,255.7620
-165.25,-46.75,350.1608,95.0942,255.0666
-165.25,-46.25,351.4893,97.8020,253.6873
-165.25,-45.75,351.9562,94.7637,257.1925
-165.25,-45.25,353.3844,94.1295,259.2549
-165.25,-44.75,353.0797,94.3661,258.7136
-165.25,-44.25,354.6348,94.8868,259.7480
-165.25,-43.75,356.9055,95.7441,261.1614
-165.25,-43.25,357.5795,94.0395,263.5400
-165.25,-42.75,357.0213,94.7342,262.2871
-165.25,-42.25,356.0213,94.3564,261.6649
-165.25,-41.75,361.3382,94.1108,267.2274
-165.25,-41.25,360.3388,95.7840,264.5548
-165.25,-40.75,359.6992,95.6764,264.0228
-165.25,-40.25,361.5140,94.8775,266.6365
-165.25,-39.75,361.8534,95.3404,266.5130
-165.25,-39.25,357.5479,94.6943,262.8536
-165.25,-38.75,367.0213,95.9962,271.0251
-165.25,-38.25,368.2068,95.5811,272.6257
-165.25,-37.75,365.4373,96.3080,269.1293
-165.25,-37.25,366.0226,96.5384,269.4842
-165.25,-36.75,365.6209,96.3731,269.2478
-165.25,-36.25,365.7869,96.5151,269.2718
-165.25,-35.75,363.5746,97.2342,266.3404
-165.25,-35.25,365.7125,96.8583,268.8542
-165.25,-34.75,364.6375,96.0637,268.5738
-165.25,-34.25,369.4849,96.6810,272.8039
-165.25,-33.75,369.0704,97.1182,271.9522
-165.25,-33.25,368.8706,97.4084,271.4622
-165.25,-32.75,368.5067,96.2925,272.2142
-165.25,-32.25,363.7938,96.2315,267.5623
-165.25,-31.75,372.7088,98.1827,274.5261
-165.25,-31.25,371.6370,97.0153,274.6217
-165.25,-30.75,377.5278,98.0595,279.4683
-165.25,-30.25,376.5403,98.1201,278.4202
-165.25,-29.75,374.4632,97.8118,276.6514
-165.25,-29.25,371.0799,96.5281,274.5518
-165.25,-28.75,374.6916,98.7411,275.9505
-165.25,-28.25,377.9167,99.4512,278.4655
-165.25,-27.75,373.2972,97.9821,275.3151
-165.25,-27.25,375.6303,97.8972,277.7331
-165.25,-26.75,377.5779,98.5153,279.0626
-165.25,-26.25,375.0205,98.0303,276.9902
-165.25,-25.75,381.2882,98.6747,282.6135
-165.25,-25.25,379.3028,97.9476,281.3552
-165.25,-24.75,374.6632,97.6612,277.0020
-165.25,-24.25,379.1189,98.8219,280.2970
-165.25,-23.75,378.8347,98.5433,280.2914
-165.25,-23.25,378.9072,99.8277,279.0795
-165.25,-22.75,377.0169,98.1357,278.8812
-165.25,-22.25,379.1132,99.7331,279.3801
-165.25,-21.75,370.2531,97.9544,272.2987
-165.25,-21.25,381.2722,98.7912,282.4810
-165.25,-20.75,385.4833,100.4045,285.0788
-165.25,-20.25,382.6897,99.4497,283.2400
-165.25,-19.75,380.8060,98.5801,282.2259
-165.25,-19.25,386.4715,99.3299,287.1416
-165.25,-18.75,383.6862,98.8845,284.8017
-165.25,-18.25,379.7813,96.5089,283.2724
-165.25,-17.75,386.1307,98.9959,287.1348
-165.25,-17.25,384.9321,99.5392,285.3929
-165.25,-16.75,377.3398,98.4408,278.8990
-165.25,-16.25,374.5436,98.5436,276.0000
-165.25,-15.75,385.4124,100.4820,284.9304
