lat,lon,average_illumination_percent,permanent_shadow_fraction
84.5469,-127.8422,40.08,0.0
84.5469,-52.1578,31.43,0.0679
84.5469,-37.8422,32.51,0.0
84.5469,37.8422,21.81,0.0864
84.5469,52.1578,30.45,0.0
84.5469,127.8422,35.71,0.0185
84.5469,142.1578,37.69,0.0031
84.5471,-144.0276,30.77,0.0
84.5471,-125.9724,37.53,0.0
84.5471,-54.0276,10.29,0.0
84.5471,-35.9724,30.31,0.0
84.5471,35.9724,30.31,0.0
84.5471,54.0276,33.34,0.0309
84.5471,125.9724,20.79,0.0
84.5471,144.0276,37.29,0.0
84.5483,-150.2551,14.16,0.0401
84.5483,-119.7449,38.76,0.0
84.5483,-60.2551,29.02,0.0
84.5483,-29.7449,38.22,0.0
84.5483,29.7449,0.0,1.0
84.5483,60.2551,43.6,0.0
84.5483,119.7449,0.28,0.2099
84.5483,150.2551,34.86,0.0
84.5488,-148.0739,25.36,0.0
84.5488,-121.9261,25.41,0.0
84.5488,-58.0739,11.85,0.0679
84.5488,-31.9261,28.51,0.0926
84.5488,31.9261,0.95,0.0
84.5488,58.0739,41.71,0.0
84.5488,121.9261,2.41,0.1667
84.5488,148.0739,38.66,0.0
84.5494,-139.2364,12.82,0.2037
84.5494,-130.7636,5.94,0.5741
84.5494,-49.2364,33.74,0.0
84.5494,-40.7636,26.09,0.0
84.5494,40.7636,0.82,0.7562
84.5494,49.2364,35.78,0.0
84.5494,130.7636,14.0,0.037
84.5494,139.2364,22.18,0.2469
84.5507,-145.3758,12.81,0.1728
84.5507,-124.6242,36.28,0.0
84.5507,-55.3758,10.79,0.1728
84.5507,-34.6242,38.06,0.0
84.5507,34.6242,20.07,0.0
84.5507,55.3758,40.65,0.0
84.5507,124.6242,9.45,0.0
84.5507,145.3758,21.31,0.2315
84.5508,-156.1135,35.32,0.0062
84.5508,-113.8865,41.19,0.0
84.5508,-66.1135,0.0,1.0
84.5508,-23.8865,28.77,0.0802
84.5508,23.8865,0.0,1.0
84.5508,66.1135,36.46,0.0
84.5508,113.8865,1.33,0.0
84.5508,156.1135,17.03,0.0
84.5512,-146.7251,16.66,0.0
84.5512,-123.2749,0.0,1.0
84.5512,-56.7251,12.98,0.034
84.5512,-33.2749,38.59,0.0
84.5512,33.2749,7.15,0.0
84.5512,56.7251,32.14,0.0031
84.5512,123.2749,9.21,0.0
84.5512,146.7251,33.54,0.0
84.5522,-151.0908,19.26,0.0309
84.5522,-118.9092,33.22,0.0
84.5522,-61.0908,35.13,0.0
84.5522,-28.9092,36.92,0.0
84.5522,28.9092,0.0,1.0
84.5522,61.0908,36.61,0.0031
84.5522,118.9092,0.07,0.5062
84.5522,151.0908,33.62,0.0
84.5529,-138.7084,9.68,0.321
84.5529,-131.2916,32.48,0.0
84.5529,-48.7084,25.05,0.0093
84.5529,-41.2916,25.6,0.0
84.5529,41.2916,6.87,0.3426
84.5529,48.7084,16.13,0.3272
84.5529,131.2916,29.32,0.0031
84.5529,138.7084,32.62,0.0
84.553,-141.6325,35.02,0.0
84.553,-128.3675,38.87,0.0154
84.553,-51.6325,27.73,0.0
84.553,-38.3675,33.99,0.0
84.553,38.3675,40.13,0.0
84.553,51.6325,38.87,0.0
84.553,128.3675,34.47,0.0
84.553,141.6325,46.04,0.0
84.5539,-155.2772,33.99,0.0
84.5539,-114.7228,28.85,0.0
84.5539,-65.2772,0.17,0.8395
84.5539,-24.7228,32.46,0.0031
84.5539,24.7228,0.0,1.0
84.5539,65.2772,22.77,0.0062
84.5539,114.7228,0.93,0.034
84.5539,155.2772,19.76,0.0093
84.5547,-143.5046,25.32,0.0679
84.5547,-126.4954,38.87,0.0
84.5547,-53.5046,24.0,0.0
84.5547,-36.4954,33.77,0.0
84.5547,36.4954,24.23,0.0679
84.5547,53.5046,35.83,0.0401
84.5547,126.4954,22.02,0.0185
84.5547,143.5046,37.81,0.0
84.5548,-151.9275,26.08,0.0093
84.5548,-118.0725,30.31,0.0
84.5548,-61.9275,34.78,0.0093
84.5548,-28.0725,35.21,0.0
84.5548,28.0725,0.0,1.0
84.5548,61.9275,42.31,0.0062
84.5548,118.0725,0.05,0.6142
84.5548,151.9275,32.67,0.0
84.5556,-148.9078,24.24,0.0
84.5556,-121.0922,37.19,0.0
84.5556,-58.9078,15.78,0.0093
84.5556,-31.0922,40.93,0.0
84.5556,31.0922,0.0,0.8241
84.5556,58.9078,42.99,0.0
84.5556,121.0922,1.14,0.0617
84.5556,148.9078,38.94,0.0
84.5559,-154.44,35.48,0.0
84.5559,-138.1798,18.32,0.0802
84.5559,-131.8202,40.58,0.0
84.5559,-115.56,18.58,0.0062
84.5559,-64.44,35.25,0.0
84.5559,-48.1798,31.93,0.0
84.5559,-41.8202,29.95,0.0
84.5559,-25.56,36.67,0.0
84.5559,25.56,0.0,1.0
84.5559,41.8202,28.04,0.0031
84.5559,48.1798,41.11,0.0
84.5559,64.44,32.99,0.0
84.5559,115.56,0.82,0.037
84.5559,131.8202,26.98,0.0247
84.5559,138.1798,30.71,0.0093
84.5559,154.44,18.0,0.0401
84.5563,-152.7649,35.34,0.0062
84.5563,-117.2351,28.83,0.0
84.5563,-62.7649,24.54,0.0031
84.5563,-27.2351,39.98,0.0
84.5563,27.2351,0.0,1.0
84.5563,62.7649,24.44,0.0741
84.5563,117.2351,0.36,0.3333
84.5563,152.7649,24.0,0.142
84.5567,-153.6025,35.6,0.0093
84.5567,-116.3975,15.67,0.0278
84.5567,-63.6025,28.72,0.0062
84.5567,-26.3975,37.75,0.0
84.5567,26.3975,0.0,1.0
84.5567,63.6025,44.96,0.0
84.5567,116.3975,0.68,0.0
84.5567,153.6025,30.44,0.0
84.5584,-137.6507,24.01,0.0123
84.5584,-132.3493,36.0,0.0
84.5584,-47.6507,17.36,0.0154
84.5584,-42.3493,32.68,0.0031
84.5584,42.3493,15.68,0.0031
84.5584,47.6507,39.11,0.0
84.5584,132.3493,23.1,0.0741
84.5584,137.6507,36.39,0.0
84.5586,-141.1061,33.32,0.0031
84.5586,-128.8939,29.49,0.1235
84.5586,-51.1061,13.81,0.0
84.5586,-38.8939,32.66,0.0
84.5586,38.8939,30.93,0.0586
84.5586,51.1061,39.3,0.0
84.5586,128.8939,27.84,0.0
84.5586,141.1061,33.29,0.0
84.5595,-144.8545,25.21,0.0
84.5595,-125.1455,35.05,0.0
84.5595,-54.8545,6.26,0.0309
84.5595,-35.1455,30.03,0.0
84.5595,35.1455,25.61,0.0062
84.5595,54.8545,22.06,0.0
84.5595,125.1455,18.81,0.0
84.5595,144.8545,33.78,0.0
84.5599,-147.5576,32.6,0.0
84.5599,-122.4424,17.29,0.0
84.5599,-57.5576,13.57,0.0185
84.5599,-32.4424,36.53,0.0
84.5599,32.4424,1.85,0.0031
84.5599,57.5576,39.54,0.0
84.5599,122.4424,5.4,0.0
84.5599,147.5576,35.74,0.0062
84.5605,-137.1211,10.39,0.3148
84.5605,-132.8789,30.81,0.0
84.5605,-47.1211,20.7,0.0031
84.5605,-42.8789,28.5,0.0
84.5605,42.8789,35.95,0.0
84.5605,47.1211,35.3,0.0
84.5605,132.8789,22.25,0.0
84.5605,137.1211,34.15,0.0
84.5612,-146.2059,24.86,0.0
84.5612,-123.7941,6.62,0.3117
84.5612,-56.2059,23.5,0.0
84.5612,-33.7941,37.79,0.0031
84.5612,33.7941,11.54,0.0
84.5612,56.2059,30.25,0.0
84.5612,123.7941,1.18,0.6049
84.5612,146.2059,15.23,0.2284
84.5613,-149.7436,17.2,0.0093
84.5613,-120.2564,41.83,0.0
84.5613,-59.7436,17.18,0.0401
84.5613,-30.2564,39.59,0.0
84.5613,30.2564,0.0,1.0
84.5613,59.7436,38.7,0.0
84.5613,120.2564,0.7,0.1296
84.5613,149.7436,23.64,0.2253
84.5619,-142.9801,33.97,0.0216
84.5619,-127.0199,39.31,0.0
84.5619,-52.9801,28.72,0.0
84.5619,-37.0199,23.83,0.0432
84.5619,37.0199,34.08,0.0
84.5619,52.9801,32.03,0.0031
84.5619,127.0199,21.78,0.0031
84.5619,142.9801,35.99,0.0123
84.5622,-136.5911,18.78,0.0
84.5622,-133.4089,25.62,0.0
84.5622,-46.5911,33.12,0.0
84.5622,-43.4089,19.24,0.0123
84.5622,43.4089,39.95,0.0
84.5622,46.5911,23.69,0.0093
84.5622,133.4089,29.53,0.0031
84.5622,136.5911,32.39,0.0
84.5633,-136.0609,31.35,0.0
84.5633,-133.9391,29.41,0.0432
84.5633,-46.0609,28.99,0.0
84.5633,-43.9391,29.48,0.0
84.5633,43.9391,35.88,0.0
84.5633,46.0609,30.56,0.0
84.5633,133.9391,27.43,0.0
84.5633,136.0609,28.6,0.0
84.5637,-140.5786,29.47,0.0031
84.5637,-129.4214,39.01,0.0
84.5637,-50.5786,17.74,0.0
84.5637,-39.4214,30.95,0.0031
84.5637,39.4214,35.29,0.0
84.5637,50.5786,30.07,0.0556
84.5637,129.4214,27.35,0.0031
84.5637,140.5786,26.07,0.0062
84.564,-135.5305,41.93,0.0
84.564,-134.4695,32.13,0.0617
84.564,-45.5305,28.69,0.0
84.564,-44.4695,26.21,0.0
84.564,44.4695,14.27,0.0309
84.564,45.5305,41.76,0.0
84.564,134.4695,14.78,0.0031
84.564,135.5305,37.69,0.0
84.5643,-135.0,40.32,0.0
84.5643,-45.0,24.76,0.0
84.5643,45.0,37.3,0.0
84.5643,135.0,32.28,0.0
84.5651,-156.4566,37.97,0.0031
84.5651,-113.5434,25.62,0.0185
84.5651,-66.4566,1.27,0.4691
84.5651,-23.5434,35.71,0.0
84.5651,23.5434,0.0,1.0
84.5651,66.4566,37.37,0.0062
84.5651,113.5434,1.83,0.0648
84.5651,156.4566,32.66,0.0
84.5659,-150.5809,19.87,0.0
84.5659,-119.4191,37.42,0.0
84.5659,-60.5809,27.75,0.0
84.5659,-29.4191,37.96,0.0
84.5659,29.4191,0.0,1.0
84.5659,60.5809,42.69,0.0
84.5659,119.4191,0.29,0.2377
84.5659,150.5809,35.21,0.0
84.5675,-148.3925,26.94,0.0031
84.5675,-121.6075,36.07,0.0
84.5675,-58.3925,24.86,0.0
84.5675,-31.6075,1.16,0.8395
84.5675,31.6075,0.33,0.0
84.5675,58.3925,35.85,0.0
84.5675,121.6075,2.82,0.0309
84.5675,148.3925,33.82,0.0895
84.5679,-144.3314,29.4,0.0154
84.5679,-125.6686,34.61,0.0154
84.5679,-54.3314,13.46,0.034
84.5679,-35.6686,39.15,0.0
84.5679,35.6686,35.76,0.0
84.5679,54.3314,1.82,0.7099
84.5679,125.6686,21.63,0.0
84.5679,144.3314,38.59,0.0031
84.5683,-140.0502,18.15,0.1574
84.5683,-129.9498,35.66,0.0093
84.5683,-50.0502,18.09,0.0
84.5683,-39.9498,25.64,0.0401
84.5683,39.9498,31.63,0.0093
84.5683,50.0502,32.86,0.0154
84.5683,129.9498,27.04,0.0
84.5683,140.0502,25.93,0.0
84.5687,-155.6182,35.38,0.0093
84.5687,-142.4543,33.1,0.0247
84.5687,-127.5457,33.23,0.034
84.5687,-114.3818,32.5,0.0
84.5687,-65.6182,0.0,1.0
84.5687,-52.4543,33.86,0.0185
84.5687,-37.5457,31.18,0.0
84.5687,-24.3818,36.84,0.0
84.5687,24.3818,0.0,1.0
84.5687,37.5457,15.64,0.0
84.5687,52.4543,31.67,0.0
84.5687,65.6182,32.52,0.0154
84.5687,114.3818,1.68,0.0309
84.5687,127.5457,33.48,0.0031
84.5687,142.4543,35.0,0.0
84.5687,155.6182,13.12,0.0123
84.5693,-151.4195,24.51,0.0
84.5693,-118.5805,37.71,0.0
84.5693,-61.4195,38.08,0.0
84.5693,-28.5805,35.23,0.0
84.5693,28.5805,0.0,1.0
84.5693,61.4195,43.32,0.0
84.5693,118.5805,0.37,0.1481
84.5693,151.4195,30.69,0.037
84.5707,-147.0391,36.21,0.0
84.5707,-122.9609,0.1,0.9167
84.5707,-57.0391,18.6,0.0
84.5707,-32.9609,38.74,0.0
84.5707,32.9609,3.82,0.0
84.5707,57.0391,41.42,0.0
84.5707,122.9609,7.35,0.0
84.5707,147.0391,38.96,0.0
84.5708,-145.6849,29.17,0.0
84.5708,-124.3151,35.35,0.0
84.5708,-55.6849,22.26,0.0
84.5708,-34.3151,36.75,0.0
84.5708,34.3151,10.35,0.0
84.5708,55.6849,23.91,0.0123
84.5708,124.3151,4.37,0.0
84.5708,145.6849,31.72,0.0
84.5711,-154.7789,29.57,0.0741
84.5711,-115.2211,19.71,0.0185
84.5711,-64.7789,21.64,0.0062
84.5711,-25.2211,33.97,0.0
84.5711,25.2211,0.0,1.0
84.5711,64.7789,41.76,0.0
84.5711,115.2211,1.2,0.108
84.5711,154.7789,21.84,0.0123
84.5715,-152.259,28.44,0.0525
84.5715,-117.741,30.5,0.0
84.5715,-62.259,3.72,0.5617
84.5715,-27.741,34.55,0.0
84.5715,27.741,0.0,1.0
84.5715,62.259,30.07,0.0123
84.5715,117.741,0.66,0.0432
84.5715,152.259,34.33,0.0
84.5724,-153.939,33.38,0.0247
84.5724,-116.061,17.85,0.0
84.5724,-63.939,15.81,0.0432
84.5724,-26.061,36.02,0.0
84.5724,26.061,0.0,1.0
84.5724,63.939,43.24,0.0031
84.5724,116.061,1.63,0.0
84.5724,153.939,20.47,0.0
84.5725,-153.0989,35.43,0.0093
84.5725,-139.521,31.1,0.0093
84.5725,-130.479,14.42,0.2037
84.5725,-116.9011,24.46,0.0031
84.5725,-63.0989,33.64,0.0
84.5725,-49.521,35.0,0.0
84.5725,-40.479,29.73,0.0
84.5725,-26.9011,34.05,0.0062
84.5725,26.9011,0.0,1.0
84.5725,40.479,28.2,0.0
84.5725,49.521,40.36,0.0
84.5725,63.0989,8.66,0.5772
84.5725,116.9011,1.05,0.1327
84.5725,130.479,23.47,0.0031
84.5725,139.521,32.2,0.0
84.5725,153.0989,30.65,0.0
84.5739,-149.2296,20.44,0.0
84.5739,-120.7704,28.8,0.0
84.5739,-59.2296,18.28,0.0062
84.5739,-30.7704,40.65,0.0
84.5739,30.7704,0.0,1.0
84.5739,59.2296,42.64,0.0
84.5739,120.7704,1.75,0.0
84.5739,149.2296,34.19,0.0
84.575,-141.9272,37.0,0.0
84.575,-128.0728,40.57,0.0
84.575,-51.9272,24.52,0.0
84.575,-38.0728,33.56,0.0
84.575,38.0728,12.26,0.0093
84.575,51.9272,36.39,0.0
84.575,128.0728,30.33,0.0586
84.575,141.9272,39.36,0.0
84.5758,-143.8068,33.22,0.0
84.5758,-126.1932,38.46,0.0
84.5758,-53.8068,23.0,0.0
84.5758,-36.1932,35.67,0.0
84.5758,36.1932,29.31,0.0
84.5758,53.8068,9.81,0.5247
84.5758,126.1932,19.54,0.0
84.5758,143.8068,40.1,0.0
84.5762,-138.9909,27.13,0.0
84.5762,-131.0091,30.21,0.0
84.5762,-48.9909,30.01,0.0
84.5762,-41.0091,30.55,0.0
84.5762,41.0091,5.47,0.4105
84.5762,48.9909,37.87,0.0
84.5762,131.0091,27.53,0.0031
84.5762,138.9909,29.31,0.0772
84.5789,-147.875,19.5,0.0123
84.5789,-122.125,19.01,0.0
84.5789,-57.875,21.27,0.0
84.5789,-32.125,31.68,0.0309
84.5789,32.125,0.99,0.0
84.5789,57.875,42.2,0.0031
84.5789,122.125,4.6,0.0
84.5789,147.875,38.3,0.0
84.5792,-156.8014,31.01,0.0
84.5792,-150.0685,18.64,0.0062
84.5792,-119.9315,42.62,0.0
84.5792,-113.1986,31.97,0.0
84.5792,-66.8014,6.2,0.0062
84.5792,-60.0685,17.6,0.0123
84.5792,-29.9315,38.08,0.0
84.5792,-23.1986,28.45,0.1296
84.5792,23.1986,0.49,0.6235
84.5792,29.9315,0.0,1.0
84.5792,60.0685,32.94,0.0
84.5792,66.8014,39.73,0.0
84.5792,113.1986,3.01,0.0154
84.5792,119.9315,1.7,0.0031
84.5792,150.0685,37.59,0.0
84.5792,156.8014,39.85,0.0154
84.5795,-138.4602,27.96,0.0
84.5795,-131.5398,32.91,0.0
84.5795,-48.4602,20.28,0.0031
84.5795,-41.5398,27.69,0.0123
84.5795,41.5398,26.27,0.0031
84.5795,48.4602,34.02,0.0494
84.5795,131.5398,30.78,0.0093
84.5795,138.4602,19.1,0.0216
84.5799,-145.1621,29.13,0.0
84.5799,-124.8379,35.65,0.0031
84.5799,-55.1621,4.19,0.0957
84.5799,-34.8379,39.4,0.0
84.5799,34.8379,1.7,0.2377
84.5799,55.1621,28.2,0.0031
84.5799,124.8379,13.99,0.0
84.5799,145.1621,39.33,0.0
84.5808,-141.399,33.27,0.0
84.5808,-128.601,32.47,0.0556
84.5808,-51.399,17.41,0.0
84.5808,-38.601,31.58,0.0
84.5808,38.601,36.45,0.0
84.5808,51.399,40.69,0.0
84.5808,128.601,30.07,0.0
84.5808,141.399,28.65,0.0
84.5809,-146.5187,43.09,0.0
84.5809,-123.4813,0.41,0.8148
84.5809,-56.5187,24.51,0.0
84.5809,-33.4813,39.44,0.0
84.5809,33.4813,7.04,0.0
84.5809,56.5187,27.39,0.0
84.5809,123.4813,9.88,0.0093
84.5809,146.5187,37.53,0.0
84.5823,-137.9289,24.01,0.037
84.5823,-132.0711,35.57,0.0
84.5823,-47.9289,32.64,0.0
84.5823,-42.0711,33.16,0.0
84.5823,42.0711,28.78,0.0031
84.5823,47.9289,40.74,0.0
84.5823,132.0711,23.66,0.0586
84.5823,137.9289,35.88,0.0
84.5832,-155.9611,38.35,0.0
84.5832,-150.9088,20.14,0.0093
84.5832,-143.2807,35.09,0.0
84.5832,-126.7193,39.7,0.0
84.5832,-119.0912,32.76,0.0
84.5832,-114.0389,22.38,0.0
84.5832,-65.9611,0.0,1.0
84.5832,-60.9088,35.54,0.0
84.5832,-53.2807,29.77,0.0
84.5832,-36.7193,33.08,0.0031
84.5832,-29.0912,29.28,0.0031
84.5832,-24.0389,39.39,0.0
84.5832,24.0389,0.0,1.0
84.5832,29.0912,0.0,1.0
84.5832,36.7193,41.28,0.0
84.5832,53.2807,27.56,0.1049
84.5832,60.9088,38.54,0.0
84.5832,65.9611,35.35,0.0556
84.5832,114.0389,2.01,0.1605
84.5832,119.0912,1.75,0.0
84.5832,126.7193,26.05,0.0
84.5832,143.2807,38.05,0.0
84.5832,150.9088,33.96,0.0
84.5832,155.9611,36.36,0.0
84.5846,-137.397,27.9,0.0
84.5846,-132.603,30.94,0.0093
84.5846,-47.397,30.35,0.0
84.5846,-42.603,26.44,0.0031
84.5846,42.603,33.99,0.0
84.5846,47.397,36.99,0.0
84.5846,132.603,27.09,0.0154
84.5846,137.397,38.82,0.0
84.586,-148.7133,28.92,0.0
84.586,-121.2867,28.13,0.0
84.586,-58.7133,2.49,0.6265
84.586,-31.2867,24.61,0.1451
84.586,31.2867,0.0,0.8241
84.586,58.7133,26.84,0.0154
84.586,121.2867,3.15,0.0031
84.586,148.7133,13.06,0.5957
84.5862,-155.1196,38.91,0.0031
84.5862,-151.7503,30.63,0.0
84.5862,-140.8696,31.15,0.0123
84.5862,-129.1304,42.75,0.0
84.5862,-118.2497,31.51,0.0093
84.5862,-114.8804,16.29,0.0463
84.5862,-65.1196,6.83,0.1574
84.5862,-61.7503,24.37,0.0463
84.5862,-50.8696,13.46,0.0216
84.5862,-39.1304,28.2,0.0556
84.5862,-28.2497,35.66,0.0
84.5862,-24.8804,36.14,0.0
84.5862,24.8804,0.0,1.0
84.5862,28.2497,0.0,1.0
84.5862,39.1304,17.63,0.2037
84.5862,50.8696,32.61,0.0031
84.5862,61.7503,37.59,0.0
84.5862,65.1196,31.29,0.0
84.5862,114.8804,2.28,0.0031
84.5862,118.2497,1.08,0.1265
84.5862,129.1304,27.92,0.0
84.5862,140.8696,14.22,0.0247
84.5862,151.7503,31.91,0.0309
84.5862,155.1196,10.4,0.0062
84.5865,-136.8648,26.9,0.0031
84.5865,-133.1352,26.71,0.0216
84.5865,-46.8648,30.49,0.0
84.5865,-43.1352,5.0,0.3519
84.5865,43.1352,33.65,0.0031
84.5865,46.8648,26.91,0.0617
84.5865,133.1352,28.95,0.0
84.5865,136.8648,33.6,0.0
84.5879,-154.2775,31.19,0.0216
84.5879,-152.5924,29.82,0.0463
84.5879,-136.3322,27.79,0.0
84.5879,-133.6678,34.42,0.0
84.5879,-117.4076,29.06,0.0
84.5879,-115.7225,30.0,0.0
84.5879,-64.2775,3.2,0.4969
84.5879,-62.5924,2.17,0.4259
84.5879,-46.3322,28.9,0.0093
84.5879,-43.6678,29.66,0.0
84.5879,-27.4076,11.15,0.2809
84.5879,-25.7225,39.59,0.0
84.5879,25.7225,0.0,1.0
84.5879,27.4076,0.0,1.0
84.5879,43.6678,29.07,0.0
84.5879,46.3322,35.52,0.0062
84.5879,62.5924,15.17,0.0679
84.5879,64.2775,44.16,0.0
84.5879,115.7225,2.4,0.0062
84.5879,117.4076,1.12,0.3765
84.5879,133.6678,33.9,0.0
84.5879,136.3322,29.15,0.0
84.5879,152.5924,31.74,0.0031
84.5879,154.2775,14.17,0.1914
84.5885,-153.4349,33.51,0.0185
84.5885,-144.6375,29.38,0.0093
84.5885,-125.3625,32.85,0.0
84.5885,-116.5651,28.86,0.0
84.5885,-63.4349,21.96,0.0062
84.5885,-54.6375,17.79,0.0
84.5885,-35.3625,36.23,0.0
84.5885,-26.5651,31.41,0.0988
84.5885,26.5651,0.0,1.0
84.5885,35.3625,41.13,0.0
84.5885,54.6375,4.76,0.3302
84.5885,63.4349,7.87,0.3241
84.5885,116.5651,2.42,0.0031
84.5885,125.3625,21.13,0.0
84.5885,144.6375,39.54,0.0
84.5885,153.4349,30.1,0.0
84.5889,-135.7994,39.95,0.0
84.5889,-134.2006,37.0,0.0031
84.5889,-45.7994,29.55,0.0
84.5889,-44.2006,29.84,0.0
84.5889,44.2006,22.05,0.0432
84.5889,45.7994,39.22,0.0
84.5889,134.2006,31.5,0.0
84.5889,135.7994,40.12,0.0
84.5893,-135.2665,42.69,0.0
84.5893,-134.7335,38.98,0.0
84.5893,-45.2665,28.86,0.0
84.5893,-44.7335,30.24,0.0
84.5893,44.7335,23.74,0.0
84.5893,45.2665,6.41,0.6852
84.5893,134.7335,29.02,0.0
84.5893,135.2665,29.44,0.0
84.5899,-147.3554,29.42,0.0
84.5899,-122.6446,16.04,0.0
84.5899,-57.3554,17.64,0.0648
84.5899,-32.6446,37.49,0.0
84.5899,32.6446,1.88,0.0
84.5899,57.3554,41.94,0.0
84.5899,122.6446,6.64,0.0
84.5899,147.3554,36.87,0.0031
84.5903,-142.7532,32.65,0.0185
84.5903,-127.2468,38.99,0.0
84.5903,-52.7532,33.0,0.0
84.5903,-37.2468,33.41,0.0
84.5903,37.2468,34.68,0.0
84.5903,52.7532,33.43,0.0093
84.5903,127.2468,30.11,0.0
84.5903,142.7532,34.1,0.0093
84.5907,-145.9963,42.29,0.0
84.5907,-124.0037,24.48,0.0
84.5907,-55.9963,24.3,0.0
84.5907,-34.0037,37.94,0.0
84.5907,34.0037,10.25,0.0
84.5907,55.9963,24.14,0.0093
84.5907,124.0037,3.49,0.1512
84.5907,145.9963,37.95,0.0
84.5911,-140.3392,31.79,0.0031
84.5911,-129.6608,40.62,0.0
84.5911,-50.3392,20.47,0.0
84.5911,-39.6608,28.83,0.0
84.5911,39.6608,36.5,0.0
84.5911,50.3392,38.67,0.0
84.5911,129.6608,26.12,0.0
84.5911,140.3392,21.87,0.0
84.592,-149.5536,20.87,0.0
84.592,-120.4464,40.73,0.0
84.592,-59.5536,19.55,0.0247
84.592,-30.4464,18.44,0.1512
84.592,30.4464,0.0,1.0
84.592,59.5536,40.17,0.0
84.592,120.4464,2.86,0.0093
84.592,149.5536,28.34,0.0278
84.5931,-157.1481,16.33,0.0247
84.5931,-112.8519,34.22,0.0
84.5931,-67.1481,3.13,0.0
84.5931,-22.8519,36.17,0.0
84.5931,22.8519,6.14,0.0
84.5931,67.1481,40.11,0.0
84.5931,112.8519,0.83,0.5988
84.5931,157.1481,40.38,0.0
84.5955,-139.808,34.0,0.0
84.5955,-130.192,38.3,0.0
84.5955,-49.808,30.26,0.0
84.5955,-40.192,28.42,0.0463
84.5955,40.192,37.73,0.0
84.5955,49.808,38.23,0.0
84.5955,130.192,22.64,0.0154
84.5955,139.808,30.55,0.0
84.5967,-144.1114,30.46,0.0
84.5967,-125.8886,37.53,0.0
84.5967,-54.1114,23.27,0.0
84.5967,-35.8886,34.98,0.0093
84.5967,35.8886,31.65,0.0062
84.5967,54.1114,0.0,1.0
84.5967,125.8886,22.34,0.0
84.5967,144.1114,40.57,0.0
84.5968,-150.3955,24.32,0.0
84.5968,-142.2243,36.13,0.0031
84.5968,-127.7757,41.15,0.0
84.5968,-119.6045,37.98,0.0
84.5968,-60.3955,19.86,0.0
84.5968,-52.2243,27.16,0.0031
84.5968,-37.7757,34.46,0.0
84.5968,-29.6045,40.38,0.0
84.5968,29.6045,0.0,1.0
84.5968,37.7757,34.61,0.0
84.5968,52.2243,32.75,0.0
84.5968,60.3955,43.64,0.0031
84.5968,119.6045,2.7,0.0
84.5968,127.7757,30.67,0.0463
84.5968,142.2243,35.78,0.0
84.5968,150.3955,37.63,0.0
84.5976,-156.3058,35.15,0.0062
84.5976,-113.6942,30.66,0.0
84.5976,-66.3058,0.25,0.6883
84.5976,-23.6942,40.62,0.0
84.5976,23.6942,0.0,1.0
84.5976,66.3058,42.81,0.0
84.5976,113.6942,2.1,0.3025
84.5976,156.3058,45.97,0.0
84.5977,-148.1947,17.73,0.0988
84.5977,-121.8053,27.45,0.0
84.5977,-58.1947,13.28,0.0
84.5977,-31.8053,12.84,0.4444
84.5977,31.8053,0.32,0.0
84.5977,58.1947,37.63,0.0
84.5977,121.8053,4.41,0.0
84.5977,148.1947,14.12,0.3951
84.5995,-139.2758,31.89,0.037
84.5995,-130.7242,35.24,0.0
84.5995,-49.2758,33.15,0.0
84.5995,-40.7242,28.53,0.0401
84.5995,40.7242,22.06,0.0093
84.5995,49.2758,37.49,0.0031
84.5995,130.7242,28.91,0.0
84.5995,139.2758,34.59,0.0
84.6001,-145.472,32.46,0.0
84.6001,-124.528,33.93,0.0
84.6001,-55.472,19.47,0.0093
84.6001,-34.528,36.73,0.0
84.6001,34.528,7.38,0.0031
84.6001,55.472,36.3,0.0
84.6001,124.528,9.45,0.0
84.6001,145.472,40.59,0.0
84.6004,-151.2388,27.11,0.0
84.6004,-146.8336,40.91,0.0
84.6004,-123.1664,4.75,0.4321
84.6004,-118.7612,23.44,0.0031
84.6004,-61.2388,20.04,0.0
84.6004,-56.8336,23.99,0.0031
84.6004,-33.1664,38.61,0.0
84.6004,-28.7612,10.36,0.1173
84.6004,28.7612,0.0,1.0
84.6004,33.1664,3.68,0.0247
84.6004,56.8336,32.35,0.0062
84.6004,61.2388,41.35,0.0031
84.6004,118.7612,2.96,0.0309
84.6004,123.1664,8.94,0.0123
84.6004,146.8336,33.34,0.0154
84.6004,151.2388,37.11,0.0
84.601,-155.4623,39.71,0.0
84.601,-114.5377,21.0,0.0031
84.601,-65.4623,0.96,0.7469
84.601,-24.5377,40.55,0.0031
84.601,24.5377,0.0,1.0
84.601,65.4623,35.67,0.0
84.601,114.5377,3.13,0.0741
84.601,155.4623,19.77,0.0031
84.6029,-152.0831,25.91,0.0185
84.6029,-141.6942,36.39,0.0
84.6029,-128.3058,42.11,0.0
84.6029,-117.9169,32.13,0.0
84.6029,-62.0831,0.46,0.8333
84.6029,-51.6942,14.66,0.0
84.6029,-38.3058,33.42,0.0031
84.6029,-27.9169,34.23,0.0
84.6029,27.9169,0.0,1.0
84.6029,38.3058,25.08,0.0031
84.6029,51.6942,32.27,0.0
84.6029,62.0831,38.25,0.0
84.6029,117.9169,2.24,0.216
84.6029,128.3058,40.3,0.0123
84.6029,141.6942,20.87,0.0
