lat,lon,average_illumination_percent,permanent_shadow_fraction
-90.0,0.0,10.07,0.6204
-89.9644,-90.0,17.95,0.2222
-89.9644,0.0,17.6,0.3549
-89.9644,90.0,14.9,0.0586
-89.9644,180.0,19.13,0.0556
-89.9496,-135.0,22.93,0.2068
-89.9496,-45.0,26.75,0.0154
-89.9496,45.0,17.58,0.2346
-89.9496,135.0,7.52,0.0772
-89.9288,-90.0,30.68,0.0
-89.9288,0.0,31.46,0.0
-89.9288,90.0,5.84,0.1265
-89.9288,180.0,14.26,0.0
-89.9204,-153.4349,33.45,0.0093
-89.9204,-116.5651,33.8,0.0
-89.9204,-63.4349,26.93,0.0
-89.9204,-26.5651,28.15,0.0
-89.9204,26.5651,34.91,0.0031
-89.9204,63.4349,18.89,0.0
-89.9204,116.5651,0.14,0.8673
-89.9204,153.4349,0.99,0.6111
-89.8993,-135.0,36.91,0.0062
-89.8993,-45.0,23.38,0.0
-89.8993,45.0,34.08,0.0
-89.8993,135.0,0.0,1.0
-89.8932,-90.0,25.09,0.0
-89.8932,0.0,29.56,0.0
-89.8932,90.0,0.23,0.7994
-89.8932,180.0,5.81,0.1111
-89.8874,-161.5651,26.05,0.0
-89.8874,-108.4349,28.12,0.0
-89.8874,-71.5651,22.3,0.0
-89.8874,-18.4349,24.92,0.0
-89.8874,18.4349,33.64,0.0
-89.8874,71.5651,9.29,0.0093
-89.8874,108.4349,0.0,1.0
-89.8874,161.5651,0.0,0.9815
-89.8716,-146.3099,41.61,0.0123
-89.8716,-123.6901,32.34,0.0
-89.8716,-56.3099,19.71,0.0062
-89.8716,-33.6901,19.45,0.0154
-89.8716,33.6901,36.2,0.0247
-89.8716,56.3099,28.08,0.0
-89.8716,123.6901,0.0,1.0
-89.8716,146.3099,0.0,1.0
-89.8575,-90.0,22.4,0.0
-89.8575,0.0,25.68,0.0
-89.8575,90.0,0.0,1.0
-89.8575,180.0,1.76,0.4475
-89.8532,-165.9638,19.98,0.0
-89.8532,-104.0362,25.53,0.0
-89.8532,-75.9638,19.17,0.0
-89.8532,-14.0362,20.79,0.0
-89.8532,14.0362,30.28,0.0
-89.8532,75.9638,2.44,0.3519
-89.8532,104.0362,0.0,1.0
-89.8532,165.9638,0.0,1.0
-89.8489,-135.0,34.61,0.0093
-89.8489,-45.0,13.04,0.0216
-89.8489,45.0,38.58,0.0
-89.8489,135.0,0.0,1.0
-89.8407,-153.4349,44.19,0.0
-89.8407,-116.5651,28.17,0.0
-89.8407,-63.4349,17.4,0.0062
-89.8407,-26.5651,15.53,0.037
-89.8407,26.5651,34.31,0.0
-89.8407,63.4349,19.12,0.0
-89.8407,116.5651,0.0,1.0
-89.8407,153.4349,0.0,1.0
-89.8219,-143.1301,37.76,0.0
-89.8219,-126.8699,30.58,0.0
-89.8219,-90.0,21.36,0.0
-89.8219,-53.1301,7.4,0.0278
-89.8219,-36.8699,4.42,0.4568
-89.8219,0.0,21.37,0.0
-89.8219,36.8699,38.01,0.0
-89.8219,53.1301,36.5,0.0123
-89.8219,90.0,0.0,1.0
-89.8219,126.8699,0.0,1.0
-89.8219,143.1301,0.0,1.0
-89.8219,180.0,0.46,0.6327
-89.8184,-168.6901,15.41,0.0
-89.8184,-101.3099,24.12,0.0031
-89.8184,-78.6901,18.85,0.0062
-89.8184,-11.3099,17.06,0.0062
-89.8184,11.3099,26.3,0.0031
-89.8184,78.6901,0.25,0.7315
-89.8184,101.3099,0.0,1.0
-89.8184,168.6901,0.0,1.0
-89.8082,-158.1986,42.88,0.0
-89.8082,-111.8014,25.3,0.0309
-89.8082,-68.1986,15.89,0.037
-89.8082,-21.8014,7.3,0.1481
-89.8082,21.8014,30.23,0.0309
-89.8082,68.1986,12.03,0.0
-89.8082,111.8014,0.0,1.0
-89.8082,158.1986,0.0,1.0
-89.7985,-135.0,31.99,0.0031
-89.7985,-45.0,13.03,0.037
-89.7985,45.0,38.19,0.0216
-89.7985,135.0,0.0,1.0
-89.7923,-149.0362,37.76,0.034
-89.7923,-120.9638,27.53,0.0093
-89.7923,-59.0362,12.43,0.0154
-89.7923,-30.9638,4.24,0.4475
-89.7923,30.9638,34.89,0.0
-89.7923,59.0362,33.95,0.0031
-89.7923,120.9638,0.0,1.0
-89.7923,149.0362,0.0,1.0
-89.7863,-90.0,20.82,0.0
-89.7863,0.0,22.42,0.0
-89.7863,90.0,0.0,1.0
-89.7863,180.0,0.19,0.713
-89.7834,-170.5377,13.22,0.0
-89.7834,-99.4623,23.17,0.0093
-89.7834,-80.5377,18.39,0.0
-89.7834,-9.4623,18.52,0.0185
-89.7834,9.4623,25.74,0.0247
-89.7834,80.5377,0.0,0.9753
-89.7834,99.4623,0.0,1.0
-89.7834,170.5377,0.0,1.0
-89.7747,-161.5651,39.09,0.0
-89.7747,-108.4349,24.7,0.0185
-89.7747,-71.5651,16.57,0.0
-89.7747,-18.4349,14.42,0.0093
-89.7747,18.4349,29.26,0.0185
-89.7747,71.5651,6.28,0.037
-89.7747,108.4349,0.0,1.0
-89.7747,161.5651,0.0,1.0
-89.7719,-141.3402,28.7,0.0
-89.7719,-128.6598,27.92,0.0093
-89.7719,-51.3402,14.4,0.0216
-89.7719,-38.6598,15.99,0.0247
-89.7719,38.6598,35.88,0.0062
-89.7719,51.3402,39.06,0.0309
-89.7719,128.6598,0.0,1.0
-89.7719,141.3402,0.0,1.0
-89.7611,-153.4349,37.94,0.0123
-89.7611,-116.5651,26.41,0.0154
-89.7611,-63.4349,15.28,0.0154
-89.7611,-26.5651,17.06,0.0247
-89.7611,26.5651,31.88,0.0077
-89.7611,63.4349,26.76,0.0
-89.7611,116.5651,0.0,1.0
-89.7611,153.4349,0.0,1.0
-89.7507,-90.0,20.56,0.0093
-89.7507,0.0,22.43,0.0062
-89.7507,90.0,0.0,1.0
-89.7507,180.0,0.26,0.6667
-89.7482,-171.8699,12.63,0.0
-89.7482,-135.0,18.68,0.0031
-89.7482,-98.1301,23.13,0.0062
-89.7482,-81.8699,18.03,0.0123
-89.7482,-45.0,13.42,0.034
-89.7482,-8.1301,19.32,0.0123
-89.7482,8.1301,23.63,0.0216
-89.7482,45.0,36.94,0.0154
-89.7482,81.8699,0.0,1.0
-89.7482,98.1301,0.0,1.0
-89.7482,135.0,0.0,1.0
-89.7482,171.8699,0.0,1.0
-89.7432,-146.3099,20.76,0.0031
-89.7432,-123.6901,21.32,0.0185
-89.7432,-56.3099,14.31,0.0123
-89.7432,-33.6901,16.96,0.0093
-89.7432,33.6901,32.45,0.0185
-89.7432,56.3099,40.97,0.0185
-89.7432,123.6901,0.0,1.0
-89.7432,146.3099,0.0,1.0
-89.7407,-164.0546,35.33,0.0
-89.7407,-105.9454,24.61,0.0123
-89.7407,-74.0546,15.51,0.0309
-89.7407,-15.9454,17.13,0.0278
-89.7407,15.9454,28.2,0.0031
-89.7407,74.0546,3.31,0.213
-89.7407,105.9454,0.0,1.0
-89.7407,164.0546,0.0,1.0
-89.7288,-156.8014,33.31,0.0216
-89.7288,-113.1986,24.33,0.0494
-89.7288,-66.8014,12.6,0.1605
-89.7288,-23.1986,16.64,0.0123
-89.7288,23.1986,29.01,0.0123
-89.7288,66.8014,23.15,0.0
-89.7288,113.1986,0.0,1.0
-89.7288,156.8014,0.0,1.0
-89.7218,-140.1944,15.59,0.0062
-89.7218,-129.8056,9.45,0.0617
-89.7218,-50.1944,11.58,0.0
-89.7218,-39.8056,12.7,0.0031
-89.7218,39.8056,34.77,0.0185
-89.7218,50.1944,37.44,0.0247
-89.7218,129.8056,0.0,1.0
-89.7218,140.1944,0.0,1.0
-89.7151,-90.0,19.63,0.0031
-89.7151,0.0,19.86,0.0154
-89.7151,90.0,0.0,1.0
-89.7151,180.0,0.83,0.4815
-89.7129,-172.875,14.85,0.0
-89.7129,-150.2551,20.86,0.0
-89.7129,-119.7449,19.88,0.0216
-89.7129,-97.125,22.27,0.0247
-89.7129,-82.875,14.86,0.0216
-89.7129,-60.2551,15.23,0.0185
-89.7129,-29.7449,15.1,0.0432
-89.7129,-7.125,17.72,0.0123
-89.7129,7.125,22.85,0.0185
-89.7129,29.7449,30.49,0.0247
-89.7129,60.2551,40.53,0.0093
-89.7129,82.875,0.0,1.0
-89.7129,97.125,0.0,1.0
-89.7129,119.7449,0.0,1.0
-89.7129,150.2551,0.0,1.0
-89.7129,172.875,0.0,1.0
-89.7063,-165.9638,36.98,0.0
-89.7063,-104.0362,24.15,0.0309
-89.7063,-75.9638,6.52,0.0185
-89.7063,-14.0362,15.34,0.0123
-89.7063,14.0362,26.46,0.0123
-89.7063,75.9638,2.45,0.2654
-89.7063,104.0362,0.0,1.0
-89.7063,165.9638,0.0,1.0
-89.6978,-135.0,9.1,0.0833
-89.6978,-45.0,6.13,0.0988
-89.6978,45.0,36.39,0.0093
-89.6978,135.0,0.0,1.0
-89.6957,-159.444,36.53,0.0154
-89.6957,-110.556,23.0,0.0154
-89.6957,-69.444,5.54,0.0463
-89.6957,-20.556,13.98,0.0278
-89.6957,20.556,25.99,0.037
-89.6957,69.444,21.25,0.0031
-89.6957,110.556,0.0,1.0
-89.6957,159.444,0.0,1.0
-89.6936,-144.4623,18.01,0.0216
-89.6936,-125.5377,9.29,0.2407
-89.6936,-54.4623,9.31,0.0062
-89.6936,-35.5377,12.26,0.0185
-89.6936,35.5377,31.86,0.034
-89.6936,54.4623,38.76,0.0062
-89.6936,125.5377,0.0,1.0
-89.6936,144.4623,0.0,1.0
-89.6814,-153.4349,23.44,0.0093
-89.6814,-116.5651,17.8,0.0586
-89.6814,-63.4349,15.44,0.0185
-89.6814,-26.5651,14.36,0.0185
-89.6814,26.5651,27.57,0.0278
-89.6814,63.4349,40.17,0.0123
-89.6814,116.5651,0.0,1.0
-89.6814,153.4349,0.0,1.0
-89.6795,-90.0,16.26,0.0
-89.6795,0.0,18.88,0.0123
-89.6795,90.0,0.0,1.0
-89.6795,180.0,3.62,0.1111
-89.6775,-173.6598,20.41,0.0
-89.6775,-96.3402,19.2,0.0
-89.6775,-83.6598,8.03,0.0123
-89.6775,-6.3402,16.73,0.0401
-89.6775,6.3402,22.22,0.037
-89.6775,83.6598,0.0,1.0
-89.6775,96.3402,0.0,1.0
-89.6775,173.6598,0.0,0.9691
-89.6716,-167.4712,32.21,0.0556
-89.6716,-139.3987,17.82,0.0185
-89.6716,-130.6013,4.73,0.3488
-89.6716,-102.5288,22.34,0.0093
-89.6716,-77.4712,0.68,0.4815
-89.6716,-49.3987,0.2,0.8704
-89.6716,-40.6013,3.5,0.216
-89.6716,-12.5288,14.51,0.0401
-89.6716,12.5288,23.15,0.0247
-89.6716,40.6013,35.19,0.034
-89.6716,49.3987,37.15,0.0154
-89.6716,77.4712,2.56,0.2407
-89.6716,102.5288,0.0,1.0
-89.6716,130.6013,0.0,1.0
-89.6716,139.3987,0.0,1.0
-89.6716,167.4712,0.0,1.0
-89.664,-147.9946,21.57,0.0216
-89.664,-122.0054,21.04,0.0216
-89.664,-57.9946,11.91,0.0154
-89.664,-32.0054,13.75,0.0154
-89.664,32.0054,33.02,0.0216
-89.664,57.9946,36.73,0.0
-89.664,122.0054,0.0,1.0
-89.664,147.9946,0.0,1.0
-89.6621,-161.5651,32.38,0.0185
-89.6621,-108.4349,25.21,0.0154
-89.6621,-71.5651,0.37,0.4444
-89.6621,-18.4349,12.06,0.0772
-89.6621,18.4349,24.15,0.034
-89.6621,71.5651,21.23,0.037
-89.6621,108.4349,0.0,1.0
-89.6621,161.5651,0.0,1.0
-89.6492,-156.0375,19.81,0.1019
-89.6492,-113.9625,19.64,0.0216
-89.6492,-66.0375,6.17,0.0772
-89.6492,-23.9625,12.31,0.071
-89.6492,23.9625,26.87,0.0278
-89.6492,66.0375,39.12,0.0185
-89.6492,113.9625,0.0,1.0
-89.6492,156.0375,0.0,1.0
-89.6474,-135.0,19.75,0.0278
-89.6474,-45.0,0.0,1.0
-89.6474,45.0,33.63,0.0278
-89.6474,135.0,0.0,1.0
-89.6438,-143.1301,22.78,0.0062
-89.6438,-126.8699,17.08,0.034
-89.6438,-90.0,11.44,0.0031
-89.6438,-53.1301,0.87,0.7315
-89.6438,-36.8699,8.1,0.0309
-89.6438,0.0,16.84,0.034
-89.6438,36.8699,34.49,0.0185
-89.6438,53.1301,34.16,0.037
-89.6438,90.0,0.0,1.0
-89.6438,126.8699,0.0,1.0
-89.6438,143.1301,0.0,1.0
-89.6438,180.0,10.84,0.0
-89.6421,-174.2894,28.62,0.0
-89.6421,-95.7106,14.89,0.0031
-89.6421,-84.2894,1.38,0.5031
-89.6421,-5.7106,13.72,0.037
-89.6421,5.7106,19.88,0.0216
-89.6421,84.2894,0.0,0.9815
-89.6421,95.7106,0.0,1.0
-89.6421,174.2894,0.78,0.4815
-89.6368,-168.6901,24.01,0.0833
-89.6368,-101.3099,17.99,0.0062
-89.6368,-78.6901,0.0,1.0
-89.6368,-11.3099,11.57,0.0617
-89.6368,11.3099,22.44,0.0093
-89.6368,78.6901,3.82,0.0648
-89.6368,101.3099,0.0,1.0
-89.6368,168.6901,0.0,1.0
-89.6333,-150.9454,17.12,0.1759
-89.6333,-119.0546,17.03,0.0741
-89.6333,-60.9454,15.38,0.0093
-89.6333,-29.0546,12.87,0.037
-89.6333,29.0546,32.37,0.0216
-89.6333,60.9454,36.83,0.0247
-89.6333,119.0546,0.0,1.0
-89.6333,150.9454,0.0,1.0
-89.6282,-163.3008,15.96,0.0154
-89.6282,-106.6992,22.83,0.0093
-89.6282,-73.3008,0.0,1.0
-89.6282,-16.6992,11.55,0.0648
-89.6282,16.6992,24.23,0.0309
-89.6282,73.3008,26.47,0.0185
-89.6282,106.6992,0.0,1.0
-89.6282,163.3008,0.0,1.0
-89.6214,-138.8141,23.29,0.0216
-89.6214,-131.1859,19.84,0.0278
-89.6214,-48.8141,0.0,1.0
-89.6214,-41.1859,0.98,0.7315
-89.6214,41.1859,34.67,0.0154
-89.6214,48.8141,35.48,0.037
-89.6214,131.1859,0.0,1.0
-89.6214,138.8141,0.0,1.0
-89.6164,-158.1986,7.06,0.2377
-89.6164,-111.8014,25.72,0.0216
-89.6164,-68.1986,0.19,0.608
-89.6164,-21.8014,10.32,0.0926
-89.6164,21.8014,29.34,0.0123
-89.6164,68.1986,35.13,0.0401
-89.6164,111.8014,0.0,1.0
-89.6164,158.1986,0.0,1.0
-89.6148,-146.3099,27.27,0.0123
-89.6148,-123.6901,15.5,0.034
-89.6148,-56.3099,5.87,0.1481
-89.6148,-33.6901,10.28,0.0957
-89.6148,33.6901,33.37,0.0093
-89.6148,56.3099,35.25,0.0123
-89.6148,123.6901,0.0,1.0
-89.6148,146.3099,0.0,1.0
-89.6082,-90.0,3.32,0.284
-89.6082,0.0,14.7,0.0185
-89.6082,90.0,0.0,1.0
-89.6082,180.0,21.94,0.0
-89.6066,-174.8056,36.13,0.0309
-89.6066,-95.1944,11.88,0.0093
-89.6066,-84.8056,0.0,0.9907
-89.6066,-5.1944,14.65,0.0123
-89.6066,5.1944,16.55,0.0154
-89.6066,84.8056,0.31,0.6821
-89.6066,95.1944,0.0,1.0
-89.6066,174.8056,6.34,0.0154
-89.6018,-169.6952,22.92,0.0463
-89.6018,-153.4349,13.76,0.0926
-89.6018,-116.5651,7.56,0.3272
-89.6018,-100.3048,16.13,0.0
-89.6018,-79.6952,0.0,1.0
-89.6018,-63.4349,12.3,0.0741
-89.6018,-26.5651,11.08,0.0586
-89.6018,-10.3048,12.94,0.0494
-89.6018,10.3048,20.19,0.0216
-89.6018,26.5651,30.54,0.0247
-89.6018,63.4349,37.3,0.0247
-89.6018,79.6952,8.66,0.0031
-89.6018,100.3048,0.0,1.0
-89.6018,116.5651,0.0,1.0
-89.6018,153.4349,0.0,1.0
-89.6018,169.6952,0.22,0.7438
-89.5971,-135.0,23.15,0.0185
-89.5971,-45.0,0.35,0.8673
-89.5971,45.0,33.56,0.0216
-89.5971,135.0,0.0,1.0
-89.5939,-164.7449,4.73,0.2284
-89.5939,-142.125,28.73,0.0093
-89.5939,-127.875,20.68,0.0525
-89.5939,-105.2551,20.54,0.0
-89.5939,-74.7449,0.0,1.0
-89.5939,-52.125,0.01,0.9568
-89.5939,-37.875,8.1,0.0772
-89.5939,-15.2551,9.96,0.1512
-89.5939,15.2551,23.97,0.0185
-89.5939,37.875,31.03,0.037
-89.5939,52.125,35.15,0.0154
-89.5939,74.7449,29.24,0.034
-89.5939,105.2551,0.0,1.0
-89.5939,127.875,0.0,1.0
-89.5939,142.125,0.0,1.0
-89.5939,164.7449,0.0,1.0
-89.5847,-149.0362,25.05,0.0401
-89.5847,-120.9638,6.17,0.2932
-89.5847,-59.0362,11.43,0.0123
-89.5847,-30.9638,11.02,0.0957
-89.5847,30.9638,30.45,0.0278
-89.5847,59.0362,36.12,0.0123
-89.5847,120.9638,0.0,1.0
-89.5847,149.0362,0.0,1.0
-89.5831,-160.0169,0.55,0.7623
-89.5831,-109.9831,25.02,0.0031
-89.5831,-70.0169,0.0,0.9938
-89.5831,-19.9831,12.58,0.0309
-89.5831,19.9831,29.47,0.0185
-89.5831,70.0169,33.82,0.037
-89.5831,109.9831,0.0,1.0
-89.5831,160.0169,0.0,1.0
-89.5726,-90.0,0.07,0.9136
-89.5726,0.0,12.78,0.0278
-89.5726,90.0,0.02,0.9599
-89.5726,180.0,33.4,0.0247
-89.5711,-175.2364,32.28,0.034
-89.5711,-138.3665,28.35,0.0
-89.5711,-131.6335,22.96,0.0093
-89.5711,-94.7636,5.61,0.0926
-89.5711,-85.2364,0.0,1.0
-89.5711,-48.3665,3.03,0.4259
-89.5711,-41.6335,11.21,0.0309
-89.5711,-4.7636,13.0,0.0216
-89.5711,4.7636,13.33,0.0247
-89.5711,41.6335,30.52,0.034
-89.5711,48.3665,33.96,0.0185
-89.5711,85.2364,2.73,0.1605
-89.5711,94.7636,0.0,1.0
-89.5711,131.6335,0.0,1.0
-89.5711,138.3665,0.0,1.0
-89.5711,175.2364,17.43,0.0
-89.5697,-155.556,12.88,0.0463
-89.5697,-114.444,19.7,0.0525
-89.5697,-65.556,3.33,0.571
-89.5697,-24.444,12.21,0.0278
-89.5697,24.444,26.54,0.0401
-89.5697,65.556,37.64,0.0093
-89.5697,114.444,0.0,1.0
-89.5697,155.556,0.0,1.0
-89.5667,-170.5377,30.42,0.0432
-89.5667,-99.4623,14.59,0.0
-89.5667,-80.5377,0.0,1.0
-89.5667,-9.4623,12.87,0.034
-89.5667,9.4623,14.18,0.0309
-89.5667,80.5377,23.78,0.0123
-89.5667,99.4623,0.0,1.0
-89.5667,170.5377,4.05,0.0648
-89.5653,-145.008,31.66,0.0525
-89.5653,-124.992,22.57,0.0216
-89.5653,-55.008,2.11,0.0586
-89.5653,-34.992,10.77,0.034
-89.5653,34.992,26.09,0.0586
-89.5653,55.008,32.43,0.0185
-89.5653,124.992,0.0,1.0
-89.5653,145.008,0.0,1.0
-89.5595,-165.9638,11.78,0.1173
-89.5595,-104.0362,18.89,0.0
-89.5595,-75.9638,0.0,1.0
-89.5595,-14.0362,11.15,0.0278
-89.5595,14.0362,17.7,0.0278
-89.5595,75.9638,34.67,0.0216
-89.5595,104.0362,0.0,1.0
-89.5595,165.9638,0.16,0.7809
-89.5537,-151.3895,27.55,0.0216
-89.5537,-118.6105,9.66,0.0679
-89.5537,-61.3895,13.43,0.0525
-89.5537,-28.6105,10.99,0.0648
-89.5537,28.6105,21.23,0.0556
-89.5537,61.3895,36.29,0.0185
-89.5537,118.6105,0.0,1.0
-89.5537,151.3895,0.0,1.0
-89.5495,-161.5651,3.92,0.5772
-89.5495,-108.4349,23.18,0.0
-89.5495,-71.5651,0.0,1.0
-89.5495,-18.4349,11.02,0.0309
-89.5495,18.4349,26.42,0.0432
-89.5495,71.5651,36.67,0.0247
-89.5495,108.4349,0.0,1.0
-89.5495,161.5651,0.0,1.0
-89.5467,-135.0,29.61,0.0093
-89.5467,-45.0,12.04,0.0278
-89.5467,45.0,30.14,0.0401
-89.5467,135.0,0.0,1.0
-89.5439,-141.3402,35.5,0.037
-89.5439,-128.6598,23.35,0.0432
-89.5439,-51.3402,7.24,0.1019
-89.5439,-38.6598,7.45,0.0401
-89.5439,38.6598,27.2,0.0216
-89.5439,51.3402,31.29,0.0278
-89.5439,128.6598,0.0,1.0
-89.5439,141.3402,0.0,1.0
-89.537,-157.3801,18.1,0.0494
-89.537,-112.6199,25.89,0.0093
-89.537,-90.0,0.0,1.0
-89.537,-67.3801,0.0,1.0
-89.537,-22.6199,10.28,0.034
-89.537,0.0,10.83,0.0247
-89.537,22.6199,27.11,0.0309
-89.537,67.3801,35.89,0.0247
-89.537,90.0,1.28,0.3333
-89.537,112.6199,0.0,1.0
-89.537,157.3801,0.0,1.0
-89.537,180.0,34.62,0.0216
-89.5356,-175.6013,30.68,0.0247
-89.5356,-147.5288,25.28,0.0093
-89.5356,-122.4712,17.82,0.0247
-89.5356,-94.3987,1.65,0.4506
-89.5356,-85.6013,0.0,1.0
-89.5356,-57.5288,9.85,0.0216
-89.5356,-32.4712,9.51,0.0957
-89.5356,-4.3987,9.63,0.0432
-89.5356,4.3987,12.36,0.0123
-89.5356,32.4712,26.41,0.0463
-89.5356,57.5288,34.61,0.0154
-89.5356,85.6013,14.39,0.0093
-89.5356,94.3987,0.0,0.9907
-89.5356,122.4712,0.0,1.0
-89.5356,147.5288,0.0,1.0
-89.5356,175.6013,28.98,0.0278
-89.5315,-171.2538,32.8,0.0278
-89.5315,-98.7462,12.8,0.0
-89.5315,-81.2538,0.0,1.0
-89.5315,-8.7462,9.43,0.0988
-89.5315,8.7462,13.49,0.0185
-89.5315,81.2538,37.87,0.037
-89.5315,98.7462,0.0,1.0
-89.5315,171.2538,15.53,0.0
-89.5248,-167.0054,31.56,0.0247
-89.5248,-102.9946,17.35,0.0
-89.5248,-77.0054,0.0,1.0
-89.5248,-12.9946,8.62,0.0525
-89.5248,12.9946,19.11,0.037
-89.5248,77.0054,37.91,0.0031
-89.5248,102.9946,0.0,1.0
-89.5248,167.0054,4.74,0.0309
-89.5222,-153.4349,34.5,0.0216
-89.5222,-116.5651,9.03,0.0525
-89.5222,-63.4349,10.2,0.1543
-89.5222,-26.5651,10.83,0.0123
-89.5222,26.5651,29.27,0.0309
-89.5222,63.4349,34.43,0.0154
-89.5222,116.5651,0.0,1.0
-89.5222,153.4349,0.0,1.0
-89.5208,-138.0128,39.37,0.034
-89.5208,-131.9872,31.47,0.0031
-89.5208,-48.0128,12.74,0.0247
-89.5208,-41.9872,5.78,0.0432
-89.5208,41.9872,29.55,0.034
-89.5208,48.0128,30.56,0.034
-89.5208,131.9872,0.0,1.0
-89.5208,138.0128,0.0,1.0
-89.5156,-162.8973,28.42,0.0185
-89.5156,-143.9726,34.1,0.1019
-89.5156,-126.0274,21.64,0.0154
-89.5156,-107.1027,21.81,0.0
-89.5156,-72.8973,0.0,1.0
-89.5156,-53.9726,13.82,0.0154
-89.5156,-36.0274,9.97,0.0278
-89.5156,-17.1027,10.18,0.0432
-89.5156,17.1027,23.74,0.0741
-89.5156,36.0274,27.56,0.0401
-89.5156,53.9726,31.18,0.0154
-89.5156,72.8973,35.99,0.0031
-89.5156,107.1027,0.0,1.0
-89.5156,126.0274,0.0,1.0
-89.5156,143.9726,0.0,1.0
-89.5156,162.8973,0.59,0.5525
-89.5052,-149.7436,24.71,0.037
-89.5052,-120.2564,10.41,0.0247
-89.5052,-59.7436,15.81,0.0278
-89.5052,-30.2564,10.62,0.0154
-89.5052,30.2564,29.33,0.0432
-89.5052,59.7436,32.22,0.0309
-89.5052,120.2564,0.0,1.0
-89.5052,149.7436,0.0,1.0
-89.5039,-158.9625,30.9,0.037
-89.5039,-111.0375,26.73,0.0062
-89.5039,-68.9625,0.0,1.0
-89.5039,-21.0375,9.41,0.0525
-89.5039,21.0375,21.86,0.0648
-89.5039,68.9625,34.91,0.0185
-89.5039,111.0375,0.0,1.0
-89.5039,158.9625,0.0,0.9568
-89.5014,-90.0,0.0,1.0
-89.5014,0.0,10.83,0.0401
-89.5014,90.0,11.77,0.0123
-89.5014,180.0,32.73,0.0062
-89.5001,-175.9144,32.38,0.0062
-89.5001,-94.0856,0.69,0.5957
-89.5001,-85.9144,0.0,1.0
-89.5001,-4.0856,9.08,0.0154
-89.5001,4.0856,12.13,0.0154
-89.5001,85.9144,34.44,0.0154
-89.5001,94.0856,1.07,0.3827
-89.5001,175.9144,32.56,0.0093
-89.4963,-171.8699,32.59,0.0309
-89.4963,-135.0,40.46,0.0062
-89.4963,-98.1301,11.57,0.0
-89.4963,-81.8699,0.0,1.0
-89.4963,-45.0,9.14,0.0278
-89.4963,-8.1301,9.05,0.0463
-89.4963,8.1301,15.45,0.0247
-89.4963,45.0,27.25,0.0278
-89.4963,81.8699,37.73,0.0123
-89.4963,98.1301,0.01,0.9537
-89.4963,135.0,0.0,1.0
-89.4963,171.8699,32.17,0.0093
-89.4938,-140.7106,39.27,0.0247
-89.4938,-129.2894,28.82,0.0123
-89.4938,-50.7106,14.28,0.0216
-89.4938,-39.2894,7.6,0.034
-89.4938,39.2894,27.17,0.0247
-89.4938,50.7106,26.87,0.0463
-89.4938,129.2894,0.0,1.0
-89.4938,140.7106,0.0,1.0
-89.4901,-167.9052,31.66,0.034
-89.4901,-155.2249,20.37,0.0586
-89.4901,-114.7751,15.95,0.0432
-89.4901,-102.0948,16.59,0.0
-89.4901,-77.9052,0.0,1.0
-89.4901,-65.2249,9.08,0.321
-89.4901,-24.7751,8.95,0.0278
-89.4901,-12.0948,8.65,0.0463
-89.4901,12.0948,23.46,0.0216
-89.4901,24.7751,26.33,0.0247
-89.4901,65.2249,32.59,0.0123
-89.4901,77.9052,37.07,0.0031
-89.4901,102.0948,0.0,1.0
-89.4901,114.7751,0.0,1.0
-89.4901,155.2249,0.0,1.0
-89.4901,167.9052,19.54,0.0062
-89.4863,-146.3099,25.3,0.0525
-89.4863,-123.6901,14.79,0.0463
-89.4863,-56.3099,12.56,0.0401
-89.4863,-33.6901,8.5,0.0463
-89.4863,33.6901,28.21,0.0093
-89.4863,56.3099,28.36,0.0247
-89.4863,123.6901,0.0,1.0
-89.4863,146.3099,0.0,1.0
-89.4814,-164.0546,28.39,0.0401
-89.4814,-105.9454,20.86,0.0
-89.4814,-74.0546,0.0,1.0
-89.4814,-15.9454,9.17,0.034
-89.4814,15.9454,28.19,0.0278
-89.4814,74.0546,34.29,0.0123
-89.4814,105.9454,0.0,1.0
-89.4814,164.0546,9.38,0.0
-89.4741,-151.6992,24.84,0.0247
-89.4741,-118.3008,8.17,0.0278
-89.4741,-61.6992,15.94,0.0278
-89.4741,-28.3008,6.15,0.1327
-89.4741,28.3008,28.35,0.0278
-89.4741,61.6992,29.55,0.0154
-89.4741,118.3008,0.0,1.0
-89.4741,151.6992,0.0,1.0
-89.4705,-160.3462,28.15,0.0463
-89.4705,-137.7263,43.17,0.0185
-89.4705,-132.2737,41.66,0.0031
-89.4705,-109.6538,26.35,0.0
-89.4705,-70.3462,0.0,1.0
-89.4705,-47.7263,9.84,0.0494
-89.4705,-42.2737,4.06,0.0123
-89.4705,-19.6538,9.06,0.0278
-89.4705,19.6538,25.29,0.0247
-89.4705,42.2737,25.02,0.0247
-89.4705,47.7263,23.92,0.0401
-89.4705,70.3462,32.13,0.0216
-89.4705,109.6538,0.0,1.0
-89.4705,132.2737,0.0,1.0
-89.4705,137.7263,0.0,1.0
-89.4705,160.3462,3.41,0.0679
-89.4658,-143.1301,36.41,0.0309
-89.4658,-126.8699,18.71,0.037
-89.4658,-90.0,0.0,1.0
-89.4658,-53.1301,9.93,0.0309
-89.4658,-36.8699,6.55,0.0401
-89.4658,0.0,11.34,0.0093
-89.4658,36.8699,24.14,0.0216
