crater_id,lat,lon,diam_km,diam_major_km,diam_minor_km,eccentricity,ellipticity,rim_arc_fraction
10-1-082430,-76.0171,75.436,11.7965,13.2593,11.1982,0.535467,1.18405,0.717734
10-1-082434,-75.2734,76.5621,9.06292,9.91719,8.70311,0.479433,1.1395,0.729095
10-1-082533,-76.8987,76.5996,8.99577,9.45828,8.0623,0.522879,1.17315,0.753014
10-1-082534,-76.7175,75.8511,10.5821,12.0306,9.56733,0.606278,1.25746,0.743313
10-1-082642,-77.4235,77.6176,8.83762,9.74403,8.39713,0.507295,1.1604,0.714278
10-1-082869,-79.282,69.728,8.95274,9.43446,8.63818,0.402094,1.09218,0.820331
10-1-083286,-84.9598,51.4056,8.29816,8.87325,7.61134,0.514008,1.16579,0.788188
10-1-083417,-85.6572,-36.249,8.71857,8.99538,8.26726,0.394126,1.08807,0.372699
10-1-083632,-82.7203,-64.793,16.3911,18.0935,15.3857,0.526222,1.17599,0.766444
10-1-083653,-82.3856,-63.357,8.37566,8.67936,7.73205,0.454288,1.12252,0.699539
10-1-083676,-81.2943,-70.531,13.1495,15.5762,12.005,0.637165,1.29748,0.417758
10-1-084251,-74.8035,-77.779,9.23718,9.30028,9.18769,0.155133,1.01225,0.726973
10-1-085247,-75.9416,-80.841,13.0989,22.1929,13.4629,0.794985,1.64845,0.435116
10-1-085682,-80.5897,-77.777,8.52588,9.28801,8.06428,0.496133,1.15175,0.806286
10-1-086694,-75.6969,82.6802,13.2629,15.1148,12.4596,0.566106,1.2131,0.739874
10-1-086702,-76.0897,82.5138,8.10893,8.28769,7.81517,0.332836,1.06046,0.818674
10-1-086745,-72.9847,80.0737,12.5559,13.8456,12.5881,0.416412,1.0999,0.675182
10-1-086746,-72.8487,80.8162,10.7433,11.2685,10.2429,0.416818,1.10012,0.740869
10-1-086791,-72.2079,83.2645,16.0098,16.1588,15.9462,0.161664,1.01333,0.742733
10-1-087025,-69.4697,84.2455,8.21371,8.32355,7.96693,0.289575,1.04476,0.775994
10-1-087075,-67.3358,85.0485,9.92239,11.1163,9.14142,0.568995,1.21604,0.807412
10-1-087101,-67.3118,85.9114,11.3866,11.6779,11.2474,0.269029,1.03828,0.774145
10-1-087118,-66.8222,84.8021,19.5169,20.4274,19.1812,0.343936,1.06497,0.74919
10-1-087176,-66.6563,86.503,9.45141,9.52692,9.39495,0.16587,1.01405,0.705418
10-1-087229,-66.3608,84.2054,22.3775,23.0828,21.6199,0.350339,1.06767,0.847246
10-1-087385,-62.6018,85.6903,9.27988,10.0076,9.04686,0.427527,1.10619,0.762116
10-1-087486,-61.6439,85.8241,9.19097,9.60348,9.23147,0.275633,1.0403,0.656069
10-1-087642,-62.5078,86.7944,9.22527,9.29653,8.47117,0.411922,1.09743,0.657209
10-1-087644,-62.3972,87.7261,8.56869,8.88548,8.30787,0.354663,1.06953,0.878453
10-1-087646,-62.2533,86.9101,9.291,9.83748,8.29229,0.538025,1.18634,0.648387
10-1-087801,-66.1038,86.7457,10.1551,10.7044,9.83422,0.39494,1.08849,0.742338
10-1-087820,-67.5014,86.6507,12.761,13.0841,12.1084,0.378918,1.08058,0.39321
10-1-087973,-73.5329,85.2032,13.8764,14.517,13.0392,0.439579,1.11333,0.874539
10-1-087990,-74.4572,85.6963,8.06793,8.14799,8.02388,0.173873,1.01547,0.789139
10-1-087991,-74.6079,86.2772,9.11585,9.29586,9.01586,0.243587,1.03106,0.791376
10-1-088047,-77.5572,86.2248,8.39971,8.47387,8.27888,0.213288,1.02355,0.721206
10-1-088078,-78.1176,84.819,9.53714,10.8053,9.32973,0.504446,1.15815,0.721904
10-1-088193,-80.9362,82.3001,9.72501,10.2838,9.1102,0.463909,1.12882,0.869894
10-1-089514,-60.7038,-89.487,11.7208,12.7375,11.2041,0.475685,1.13686,0.780782
10-1-090279,-81.831,-90.826,10.688,10.895,9.8966,0.418176,1.10088,0.713932
10-1-090280,-82.2107,-89.71,8.12857,8.45277,7.71493,0.408608,1.09564,0.872478
10-1-090281,-82.5184,-89.91,8.16911,8.95013,7.54148,0.538522,1.18679,0.845566
10-1-090524,-88.6036,-58.919,8.39687,9.20154,7.60666,0.562683,1.20967,0.556898
10-1-090536,-89.6587,129.883,20.8243,21.0167,20.6046,0.197059,1.02,1
10-1-090769,-78.4688,89.6648,10.8886,11.408,10.2836,0.432918,1.10934,0.754094
10-1-090873,-71.7485,89.5559,8.23817,8.49666,8.05014,0.31991,1.05547,0.792452
10-1-090922,-68.139,89.3752,9.54718,9.7416,9.19788,0.329414,1.05911,0.768362
10-1-091238,-63.3863,88.5245,12.8635,13.7412,11.9526,0.49334,1.14964,0.698891
10-1-091435,-60.1377,91.6144,10.401,10.8675,9.51631,0.482922,1.14199,0.525906
10-1-091441,-61.0399,92.1762,8.83233,9.57537,8.4685,0.466722,1.1307,0.811149
10-1-091615,-63.3755,92.0712,9.49795,9.90288,9.09205,0.396297,1.08918,0.758482
10-1-091693,-63.7137,92.543,11.7276,12.5932,11.3965,0.425467,1.105,0.723599
10-1-091856,-66.6525,92.0912,8.76856,9.10383,8.49801,0.358695,1.07129,0.90843
10-1-091878,-66.6722,90.647,9.87506,10.0456,9.56386,0.305947,1.05037,0.802968
10-1-091887,-66.8904,91.4348,8.44882,8.59981,8.33973,0.244068,1.03119,0.808771
10-1-091888,-66.7187,92.8309,8.63002,8.67331,8.0233,0.379832,1.08102,0.652968
10-1-091966,-67.3463,91.6408,9.86917,10.4102,9.43554,0.422468,1.10329,0.694626
10-1-093143,-74.0032,-94.169,8.58255,9.07634,8.13892,0.442602,1.11518,0.796162
10-1-093148,-73.4453,-93.065,12.2517,13.3979,11.0643,0.563929,1.21091,1
10-1-093252,-72.2891,-93.981,9.16013,9.37389,8.90908,0.310988,1.05217,0.865102
10-1-093306,-71.1552,-91.112,8.97255,9.77689,8.31943,0.525281,1.17519,0.835447
10-1-093333,-69.6553,-93.208,13.7141,14.5144,12.0927,0.553051,1.20027,0.762314
10-1-093338,-69.5071,-92.029,13.3672,14.7359,12.5807,0.520694,1.17131,0.518822
10-1-093340,-69.9677,-91.381,12.4344,13.0299,11.8207,0.420718,1.1023,0.759092
10-1-093502,-60.2618,-93.817,10.45,11.7489,10.0598,0.516578,1.1679,0.770869
10-1-093510,-60.4984,-93.837,8.04783,9.19418,7.70573,0.545502,1.19316,0.544114
10-1-093541,-60.8135,-94.212,8.81788,8.90134,8.73494,0.192454,1.01905,0.825721
10-1-093626,-63.1824,-94.698,9.12207,9.2549,8.87635,0.283075,1.04265,0.76493
10-1-093627,-63.3924,-94.853,8.12386,8.28697,7.79945,0.337933,1.06251,0.672216
10-1-093739,-68.637,-94.618,10.4309,10.5571,9.29349,0.474401,1.13596,0.679597
10-1-093788,-71.9312,-96.304,8.09835,8.59718,6.74567,0.619955,1.27447,0.760965
10-1-093827,-72.4256,-96.231,8.63361,8.85494,8.11926,0.399074,1.09061,0.694504
10-1-093950,-75.3902,-98.094,8.38105,9.98447,6.31751,0.77437,1.58045,0.665371
10-1-093977,-76.6008,-96.436,8.37907,8.62766,7.55674,0.482541,1.14172,0.737415
10-1-094022,-78.4636,-97.02,11.7911,12.953,11.5215,0.456977,1.12425,0.746463
10-1-094023,-78.6588,-97.561,11.8872,12.1053,11.6315,0.277033,1.04073,0.725045
10-1-094263,-83.8926,-105.954,11.2685,11.2893,10.2871,0.41191,1.09742,0.678766
10-1-094303,-85.0151,-113.008,9.0859,9.33961,8.46229,0.423139,1.10367,0.514883
10-1-094512,-86.7659,128.834,10.2108,11.9616,10.1947,0.523068,1.17331,0.678443
10-1-094516,-86.9131,120.105,10.5802,11.496,10.2844,0.446856,1.11781,0.771424
10-1-094972,-76.8559,99.7245,15.1996,15.9823,14.7211,0.389349,1.08567,0.8011
10-1-094990,-76.0987,98.1472,13.7066,15.3852,13.7964,0.442581,1.11516,0.662122
10-1-095120,-69.9667,95.3148,13.8142,14.6532,13.4554,0.395985,1.08902,0.750736
10-1-095123,-68.7711,94.0289,8.73822,9.06855,8.50425,0.347247,1.06636,0.72384
10-1-095152,-69.6516,95.1143,14.6835,14.7013,14.1547,0.270159,1.03862,0.612968
10-1-095167,-67.8831,94.3561,8.09685,8.18482,7.76098,0.317627,1.05461,0.672253
10-1-095320,-63.6059,94.1028,10.5582,10.4944,9.82563,0.351273,1.06806,0.646931
10-1-095405,-62.6841,94.3887,8.74456,8.77445,8.64966,0.168049,1.01443,0.681697
10-1-095653,-63.5384,95.2348,8.11223,8.97545,7.39705,0.566382,1.21338,0.819724
10-1-095756,-63.802,97.0367,9.62114,10.916,8.47573,0.630181,1.28792,0.672561
10-1-095759,-63.5215,97.1208,8.63222,9.58166,8.26765,0.50544,1.15893,0.563228
10-1-095958,-67.2647,97.0213,9.15526,10.1897,8.4678,0.556244,1.20334,0.713893
10-1-096290,-71.7849,97.9542,8.80338,9.61402,8.39162,0.487985,1.14567,0.782315
10-1-096389,-74.0334,101.703,11.5873,11.6319,11.5237,0.136095,1.00939,0.823162
10-1-096560,-79.4597,108.225,8.11923,11.5164,7.58384,0.752558,1.51854,0.753186
10-1-097153,-84.3372,-121.914,8.80373,9.72873,8.22904,0.533421,1.18224,0.726285
10-1-097473,-73.9808,-100.39,8.65632,9.05506,7.99372,0.469769,1.13277,0.826211
10-1-097539,-72.8034,-99.575,13.9023,13.5285,11.6359,0.510122,1.16265,0.627468
10-1-097562,-71.9139,-98.01,10.4058,10.5026,9.64849,0.395015,1.08852,0.571964
10-1-097673,-71.4119,-98.886,18.7055,20.2504,18.4877,0.408054,1.09534,0.712445
10-1-098017,-64.371,-97.388,11.3456,11.3788,8.64348,0.650373,1.31646,0.662572
10-1-098117,-67.1632,-99.014,8.25566,8.66395,7.51905,0.496817,1.15227,0.764308
10-1-098126,-66.9093,-100.876,17.7853,18.1166,16.2824,0.438448,1.11265,0.670513
10-1-098511,-74.5127,-104.042,8.9704,9.34064,8.71068,0.361021,1.07232,0.826584
10-1-098512,-74.6773,-103.339,8.47937,9.16279,7.85375,0.515092,1.16668,0.647845
10-1-098574,-75.5034,-105.431,9.72989,10.1103,9.10818,0.434068,1.11003,0.729668
10-1-098637,-75.1179,-106.996,8.15638,8.07188,5.70041,0.708006,1.41602,0.659338
10-1-098717,-78.1316,-110.877,8.9765,9.69053,8.61781,0.45732,1.12448,0.729563
10-1-099021,-84.6931,-140.601,8.86252,9.17502,8.55153,0.362342,1.07291,1
10-1-099086,-85.0775,-149.016,9.42185,10.1812,8.67003,0.524242,1.1743,0.53313
10-1-099688,-77.655,110.824,8.05261,8.262,7.94676,0.273596,1.03967,0.447568
10-1-099737,-74.8123,105.615,15.8641,17.919,14.7356,0.56899,1.21603,0.631437
10-1-099965,-72.1167,102.961,8.69655,8.88028,8.55441,0.268412,1.03809,0.714821
10-1-100435,-64.7845,99.6415,12.2422,12.4752,11.5483,0.378261,1.08026,0.757286
10-1-100743,-62.1093,99.813,8.59813,9.89944,8.21593,0.557854,1.20491,0.311834
10-1-100775,-63.0345,101.126,12.2068,16.125,11.2617,0.715704,1.43184,0.346332
10-1-100777,-62.7766,100.844,13.8636,17.3878,13.2285,0.648993,1.31442,0.38245
10-1-100790,-63.5322,101.716,16.2963,20.2017,13.4474,0.746258,1.50227,0.452106
10-1-100792,-63.8847,102.116,12.141,20.0066,11.7623,0.80892,1.70092,0.203212
10-1-100793,-64.1359,102.332,14.275,22.4021,13.0183,0.813818,1.72082,0.475314
10-1-100794,-64.3707,102.622,11.8976,15.6038,11.4768,0.677511,1.3596,0.380543
10-1-100795,-64.5972,102.801,12.1078,16.2315,11.1759,0.725208,1.45237,0.500217
10-1-100808,-64.8194,102.222,9.77573,10.8215,9.56086,0.468413,1.13185,0.70328
10-1-100811,-63.2343,101.383,10.2273,10.9873,10.0183,0.410629,1.09673,0.41045
10-1-101427,-69.8311,105.422,10.4683,11.3919,8.69441,0.646148,1.31025,0.724446
10-1-101507,-70.5242,107.889,11.768,12.0702,11.1377,0.385429,1.08373,0.716226
10-1-101508,-70.6783,106.871,33.7999,35.6143,29.1503,0.574506,1.22175,0.230803
10-1-101935,-81.0315,121.409,8.007,10.6675,8.06271,0.654781,1.32307,0.664945
10-1-102555,-80.1106,-123.434,8.26298,8.3599,7.90934,0.323863,1.05697,0.73219
10-1-102680,-78.3318,-115.353,8.65944,9.45887,7.8756,0.553851,1.20103,0.457361
10-1-102788,-76.4897,-111.791,12.4277,12.7327,11.4647,0.435037,1.1106,0.610027
10-1-102839,-75.9491,-109.494,8.07451,9.17669,6.9895,0.64798,1.31293,0.837418
10-1-102911,-75.7113,-107.622,17.4428,18.2889,17.2706,0.32903,1.05896,0.654501
10-1-102971,-73.4212,-109.019,8.3933,8.58465,8.0263,0.354754,1.06957,0.768995
10-1-102982,-73.2321,-106.689,9.40735,9.80671,8.65347,0.470495,1.13327,0.680983
10-1-103361,-68.6497,-103.955,21.7903,23.0701,17.7308,0.639773,1.30113,0.713531
10-1-103460,-67.6118,-103.014,8.40814,11.8193,7.65595,0.761852,1.5438,0.77576
10-1-103475,-68.238,-102.206,8.30931,8.62884,7.62755,0.467563,1.13127,0.769258
10-1-103539,-66.8056,-103.217,9.76918,10.2171,9.13031,0.448802,1.11903,0.634834
10-1-103815,-60.7188,-102.764,10.448,10.6525,10.3041,0.253635,1.03381,0.78878
10-1-103816,-60.442,-102.521,12.1927,14.1866,11.4685,0.588634,1.23701,0.781645
10-1-103821,-61.1306,-101.974,9.49851,9.46471,9.00188,0.308885,1.05141,0.657292
10-1-104174,-66.3721,-105.308,9.66102,10.1583,9.00004,0.463729,1.1287,0.916349
10-1-104222,-66.2207,-104.114,9.51562,10.2144,8.30701,0.58189,1.22961,0.480575
10-1-104645,-72.9501,-111.026,9.43325,9.59171,8.9536,0.358648,1.07127,0.719818
10-1-104761,-74.2075,-112.925,8.20915,9.00305,8.1334,0.428789,1.10692,0.699321
10-1-104905,-76.4213,-117.839,8.27344,8.54845,8.16083,0.297711,1.0475,0.756891
10-1-105348,-80.6949,-136.111,9.71258,10.4442,8.09099,0.632348,1.29085,0.570399
10-1-105453,-82.3273,-145.302,8.83239,10.3127,8.52116,0.563259,1.21024,0.426662
10-1-105784,-83.5738,-171.403,12.02,13.1137,10.883,0.557926,1.20498,0.797579
10-1-106772,-67.6774,104.454,8.82221,8.94244,8.70174,0.230451,1.02766,1
10-1-106794,-67.5998,106.433,10.7861,11.1403,9.51504,0.520087,1.1708,0.700142
10-1-106795,-67.5149,106.235,9.21879,9.33642,8.6692,0.371242,1.07696,0.671583
10-1-106796,-67.0392,105.736,14.5244,27.9524,13.8384,0.868853,2.01991,0.438211
10-1-106822,-66.7241,105.289,10.2956,11.1433,9.768,0.481251,1.14079,0.707894
10-1-106824,-66.588,105.082,10.4759,10.7042,10.272,0.281271,1.04207,0.463757
10-1-106825,-66.271,104.629,9.79089,9.90451,9.75531,0.172916,1.01529,0.412789
10-1-106826,-66.4377,104.902,8.62731,8.9559,6.97226,0.627631,1.2845,0.30642
10-1-106834,-65.7891,103.46,14.3607,14.5779,14.1496,0.240614,1.03027,0.981806
10-1-106904,-64.9623,103.215,13.0604,21.3126,12.3294,0.81568,1.7286,0.382555
10-1-107518,-63.3906,105.126,15.0621,15.9415,14.182,0.456685,1.12407,0.739518
10-1-108284,-71.0245,113.24,9.8722,9.85596,9.34155,0.318844,1.05507,0.432749
10-1-108286,-71.2161,113.795,12.5019,14.518,12.9354,0.454028,1.12235,0.610048
10-1-108919,-80.3629,140.142,9.13169,10.222,7.91849,0.632389,1.2909,0.919792
10-1-109210,-82.8605,-171.67,9.0307,9.00478,7.20254,0.60019,1.25022,0.37654
10-1-109212,-82.8629,-169.772,8.56014,8.93133,7.78682,0.489765,1.14698,0.769779
10-1-109322,-82.2282,-158.14,8.03704,8.43327,8.00057,0.316206,1.05408,0.699444
10-1-109323,-82.5832,-161.153,8.86754,9.16978,8.49023,0.377786,1.08004,0.602728
10-1-109453,-81.5381,-146.373,15.3934,15.8928,13.5789,0.519604,1.1704,0.604575
10-1-109543,-79.905,-138.858,8.653,8.73671,8.5523,0.204373,1.02156,0.945791
10-1-109576,-80.1039,-136.973,8.55376,9.23954,8.02164,0.496238,1.15183,0.459663
10-1-109577,-80.206,-135.983,8.81801,9.13025,8.57301,0.344006,1.065,0.482146
10-1-109578,-80.3733,-136.051,10.4355,10.5677,9.92512,0.343396,1.06475,0.694767
10-1-109751,-78.6257,-127.315,10.6092,13.1252,10.1879,0.630475,1.28831,0.694314
10-1-109754,-79.3894,-131.809,8.65834,8.83569,8.6054,0.226818,1.02676,0.722471
10-1-109794,-78.1413,-126.153,23.3888,25.007,21.6633,0.499543,1.15435,0.988215
10-1-109984,-74.1628,-118.628,8.19842,8.41238,7.34378,0.487768,1.14551,0.732784
10-1-110136,-72.5697,-112.624,10.8399,11.0097,10.5826,0.275834,1.04036,0.619719
10-1-110138,-72.8823,-112.075,11.6754,14.502,12.125,0.548586,1.19604,0.612643
10-1-110259,-72.0552,-112.189,20.3543,21.021,19.8402,0.330443,1.05952,0.386072
10-1-110289,-70.7026,-111.426,30.8341,32.7092,29.04,0.460182,1.12635,0.674967
10-1-110732,-65.9373,-105.96,9.59797,9.75075,8.97051,0.391962,1.08698,0.695467
10-1-110815,-64.1342,-106.796,10.207,11.0521,9.92043,0.440806,1.11408,0.731347
10-1-110816,-64.3119,-106.672,9.38515,9.85141,9.1868,0.361076,1.07234,0.324896
10-1-111081,-60.4301,-106.587,17.5198,18.717,16.4844,0.473642,1.13544,0.835101
10-1-111438,-64.4884,-109.333,8.56498,9.87455,8.31612,0.539201,1.1874,0.679662
10-1-111659,-66.8486,-108.865,8.20643,9.30497,7.5792,0.580118,1.2277,0.812353
10-1-111675,-66.7519,-110.818,11.1676,11.6591,10.3737,0.456446,1.12391,0.771942
10-1-111711,-67.751,-110.714,15.8747,16.0152,15.5069,0.249921,1.03277,0.870672
10-1-112217,-71.498,-117.996,21.683,22.5908,19.5586,0.50043,1.15503,0.451855
10-1-112223,-71.0965,-116.761,12.2547,12.4658,12.2068,0.202773,1.02122,0.464927
10-1-112821,-80.3221,-146.456,11.5155,12.0946,10.864,0.439479,1.11327,0.560917
10-1-112839,-80.3663,-145.094,9.15126,10.0728,8.06495,0.599106,1.24895,0.666338
10-1-112859,-79.9475,-144.301,9.48821,9.41223,7.14165,0.651367,1.31793,0.277856
10-1-112994,-81.3568,-160.729,8.02767,7.99581,7.52067,0.339583,1.06318,0.407023
10-1-113145,-82.0518,-172.814,13.158,14.4206,11.3589,0.616075,1.26954,0.683356
10-1-113191,-81.4807,173.653,8.98017,9.42726,8.39327,0.455338,1.12319,0.585217
10-1-113199,-82.1271,172.183,9.30895,9.44887,7.87199,0.553101,1.20032,0.687851
10-1-113409,-80.8603,147.664,9.23097,9.40348,9.01757,0.283537,1.0428,0.923264
10-1-114152,-69.7517,111.973,8.23246,8.61581,7.24256,0.541637,1.18961,0.428661
10-1-114320,-66.8556,109.551,8.13816,10.0416,6.16467,0.789374,1.6289,0.412479
10-1-114864,-62.3959,108.824,10.4844,12.735,9.84247,0.634568,1.29388,0.516039
10-1-114922,-63.6906,110.711,14.4171,15.0578,13.3724,0.459708,1.12604,0.371722
10-1-114924,-64.0087,110.298,8.91116,8.87341,7.45249,0.54279,1.19066,0.649426
10-1-115041,-63.7228,109.809,8.20957,8.41593,8.15328,0.247881,1.03222,0.593962
10-1-115253,-67.4275,114.053,14.3542,13.8277,11.5114,0.55405,1.20123,0.60487
10-1-115254,-67.165,114.201,23.1787,24.7125,21.7454,0.475092,1.13645,0.725044
10-1-115411,-68.7869,115.054,10.8767,10.956,10.6835,0.221644,1.02551,0.782385
10-1-116390,-80.0376,163.114,8.05164,8.24248,7.62972,0.378359,1.08031,0.735976
10-1-117140,-76.5208,-136.008,8.2906,9.33534,8.17827,0.482212,1.14148,0.533905
10-1-117146,-76.7568,-135.949,14.0102,16.1403,12.1488,0.658364,1.32855,0.805252
10-1-117229,-75.8569,-129.6,10.4773,12.3104,9.35345,0.650155,1.31613,0.857222
10-1-117477,-73.0615,-123.165,13.2966,16.3909,12.7826,0.625951,1.28228,0.423999
10-1-117632,-70.0145,-117.014,14.6245,14.6573,13.5863,0.375237,1.07883,0.692853
10-1-117703,-69.5028,-117.8,12.5908,12.6468,12.4863,0.158815,1.01285,0.808515
10-1-117705,-69.4437,-117.033,11.3563,10.9837,9.35825,0.523526,1.1737,0.613012
10-1-117713,-68.7253,-117.706,33.9329,34.6471,32.9004,0.313513,1.05309,0.479427
10-1-117976,-67.3529,-114.463,9.82664,9.98511,9.63731,0.261628,1.03609,0.973152
10-1-118112,-64.5813,-110.91,17.2487,18.7284,16.6043,0.462566,1.12792,0.578394
10-1-118122,-65.0777,-111.208,9.33745,10.0397,8.27835,0.565776,1.21277,0.402475
10-1-118136,-64.737,-112.339,8.75438,9.41363,7.62152,0.586946,1.23514,0.5935
10-1-118327,-60.1086,-109.416,9.18327,9.6398,8.32773,0.50368,1.15755,0.756956
10-1-118367,-61.5341,-110.073,15.6591,16.7619,14.6953,0.481025,1.14063,0.783006
10-1-118414,-61.3851,-111.308,10.0504,10.3356,8.77827,0.527871,1.17741,0.705861
10-1-118415,-61.3469,-110.955,8.16837,8.14371,7.44503,0.40525,1.09385,0.61701
10-1-118560,-63.6689,-113.496,8.13052,10.6627,7.46497,0.714043,1.42836,0.738
10-1-118617,-65.2734,-115.465,12.0826,12.835,10.7519,0.546131,1.19374,0.785116
10-1-118940,-68.0405,-117.315,10.6592,12.4195,10.7446,0.501533,1.15588,0.397918
10-1-119039,-71.3871,-122.67,10.1463,13.4208,10.3116,0.640051,1.30152,0.690797
10-1-119069,-71.7783,-123.179,10.0317,11.6294,9.39092,0.589847,1.23837,0.781019
10-1-119109,-71.6422,-124.193,10.9866,15.0816,11.0622,0.679704,1.36335,0.547359
10-1-119176,-72.9243,-124.863,8.20209,8.66916,7.79424,0.437789,1.11225,0.346277
10-1-119178,-72.7995,-125.263,8.08399,8.18721,7.71084,0.336129,1.06178,0.49705
10-1-119732,-78.249,-150.84,9.08102,9.51972,8.42059,0.466459,1.13053,0.740114
10-1-120914,-68.2334,116.484,12.5236,12.0544,8.17761,0.734699,1.47407,0.558821
10-1-120963,-67.0723,116.419,14.8843,15.6513,11.6367,0.66874,1.345,0.711101
10-1-121166,-63.5628,113.023,14.2975,14.8022,14.0057,0.323598,1.05686,0.635716
10-1-121279,-62.1261,112.081,8.79282,9.74056,7.62873,0.62178,1.27683,0.521186
10-1-121490,-60.8706,111.482,13.2104,15.7878,12.0419,0.646713,1.31107,0.762352
10-1-121531,-60.8678,112.762,8.1459,8.7246,7.85117,0.436118,1.11125,0.730302
10-1-122081,-69.734,124.422,9.31609,10.4257,8.8346,0.530978,1.1801,0.778453
10-1-122965,-78.9651,174.112,8.9885,9.12026,8.8415,0.245349,1.03153,0.927438
10-1-123303,-78.7767,-176.297,14.9648,19.584,15.0254,0.641371,1.30339,0.378374
10-1-123566,-76.7987,-146.299,11.5049,11.7468,11.324,0.265865,1.03733,0.592915
10-1-123900,-73.4595,-135.1,8.79903,9.72971,7.65245,0.617587,1.27145,0.832086
10-1-124055,-72.2713,-129.194,10.9775,11.1187,10.5145,0.325148,1.05746,0.737357
10-1-124167,-69.6532,-124.104,10.4988,10.7147,9.75409,0.41385,1.09848,0.753956
10-1-124207,-70.0404,-125.271,8.55333,8.60912,8.2551,0.283816,1.04288,0.689058
10-1-124271,-68.6004,-122.736,8.0099,9.25053,6.62951,0.69742,1.39536,0.756418
10-1-124330,-66.2308,-117.746,11.949,12.16,11.7043,0.271214,1.03894,0.909843
10-1-124349,-65.6626,-117.054,10.4009,10.9594,9.97469,0.414274,1.09872,0.875801
10-1-124852,-60.9111,-114.996,8.42789,8.72561,7.65936,0.479023,1.13921,0.750681
10-1-124919,-61.2188,-114.977,9.07337,9.43331,8.20252,0.493884,1.15005,0.716229
10-1-125230,-64.8731,-117.618,21.4985,32.0886,22.3074,0.718835,1.43848,0.679239
10-1-125308,-66.1568,-122.49,37.7571,39.3929,35.853,0.414302,1.09873,0.231907
10-1-125346,-67.1257,-122.057,8.12436,8.61921,7.73424,0.441369,1.11442,0.780452
10-1-125485,-68.0859,-124.679,9.1213,9.94715,8.50782,0.518128,1.16918,0.74626
10-1-125891,-71.7106,-134.063,8.41509,8.5418,7.88169,0.38547,1.08375,0.647702
10-1-126135,-75.3737,-144.024,9.4105,9.57663,8.98722,0.345404,1.06558,0.393995
10-1-126588,-77.4708,177.135,15.5553,14.6526,11.2989,0.636693,1.29682,0.61705
10-1-128014,-60.1514,115.548,9.96326,11.2504,9.08332,0.590032,1.23857,0.740706
10-1-128028,-60.9495,115.805,8.75386,9.52289,7.84343,0.567113,1.21412,0.858266
10-1-128198,-63.7414,120.199,8.07679,8.8366,7.39896,0.54673,1.1943,0.301104
10-1-128199,-64.5725,120.422,9.57085,9.72103,9.5068,0.20878,1.02253,0.775543
10-1-128288,-64.9439,121.227,9.0335,9.16233,8.45942,0.38412,1.08309,0.471582
10-1-129387,-76.5751,160.884,8.51719,8.69178,8.28745,0.301452,1.04879,0.861438
10-1-129615,-76.9525,171.216,15.4281,23.472,13.7016,0.811939,1.71309,0.572342
10-1-129965,-75.5133,-167.361,8.08816,8.72764,6.34279,0.686905,1.37599,0.416648
10-1-129983,-75.6584,-161.051,12.7722,13.8106,11.7687,0.523302,1.17351,0.924677
10-1-130007,-76.1878,-159.697,10.4402,10.7189,9.99609,0.361004,1.07231,0.831854
10-1-130187,-74.6883,-152.977,8.13749,8.68003,7.67136,0.467875,1.13148,0.238145
10-1-130212,-75.0391,-149.438,13.8078,14.1332,13.5998,0.272136,1.03922,0.776158
10-1-130300,-74.2794,-148.811,8.5105,9.50583,8.26373,0.494228,1.15031,0.501132
10-1-130479,-73.1884,-143.873,9.61117,10.1489,8.94997,0.471494,1.13395,0.915066
10-1-130562,-72.2993,-135.581,10.4036,10.2956,8.8549,0.510183,1.1627,0.443578
10-1-130702,-70.4399,-132.383,11.2194,13.5079,10.765,0.604065,1.25481,0.420819
10-1-130838,-68.8273,-130.576,9.38884,9.92072,8.95036,0.431341,1.10842,0.527364
10-1-130852,-68.4769,-127.677,9.35421,9.62499,9.13362,0.31543,1.0538,0.753078
10-1-130894,-68.2793,-127.886,8.07262,8.45683,7.35602,0.493348,1.14965,0.425941
10-1-130899,-67.7859,-126.807,8.10036,8.49579,7.3763,0.496162,1.15177,0.364528
10-1-130989,-66.6302,-123.244,18.3794,19.2723,17.3512,0.435233,1.11072,1
10-1-130999,-65.7365,-122.25,17.8513,18.1746,17.4407,0.281299,1.04208,1
10-1-131464,-60.621,-116.662,17.3176,18.7278,16.023,0.517686,1.16881,0.951645
10-1-131547,-61.0123,-119.435,8.39951,11.1907,8.38848,0.661897,1.33405,0.660203
10-1-131549,-60.9192,-119.045,11.1386,13.3294,10.6719,0.599162,1.24902,0.727051
10-1-131674,-61.3659,-120.546,8.63428,8.79524,8.42591,0.28674,1.04383,0.957011
10-1-131726,-62.652,-120.832,13.0889,13.8589,12.1624,0.47941,1.13948,0.942983
10-1-134864,-68.1071,129.716,8.05337,8.78919,7.82766,0.454786,1.12284,0.358937
10-1-135025,-64.9735,125.291,8.51201,8.59989,8.41531,0.206068,1.02193,1
10-1-135195,-62.7923,122.648,15.9526,17.8794,14.1224,0.613279,1.26604,0.611179
10-1-135258,-61.2958,119.25,8.94789,9.46088,8.75737,0.378405,1.08033,0.764999
10-1-135286,-61.7023,119.117,8.80184,9.05419,7.99368,0.469616,1.13267,0.748299
10-1-135287,-60.6934,118.96,11.2565,11.2606,10.5939,0.338995,1.06294,0.665498
10-1-135427,-62.1461,121.897,13.8118,13.9957,13.7655,0.180639,1.01673,0.705935
