crater_id,lat,lon,diam_km,diam_major_km,diam_minor_km,eccentricity,ellipticity,rim_arc_fraction
02-1-102696,28.7278,-167.608,21.8505,20.8371,17.414,0.549157,1.19657,0.407117
02-1-102756,28.5007,-168.129,12.4414,14.1295,11.2343,0.606479,1.2577,0.631944
02-1-102769,27.7245,-168.38,16.6567,17.326,14.9719,0.503264,1.15723,0.637199
02-1-102930,28.746,-171.507,10.8983,11.4843,10.003,0.491258,1.14809,0.587133
02-1-102945,28.7045,-171.841,8.98241,9.23187,8.18834,0.461838,1.12744,0.499814
02-1-103145,27.8295,-178.251,11.3707,12.26,11.1396,0.417643,1.10058,0.694731
02-1-103206,28.5196,-179.781,9.59513,10.883,8.23403,0.653881,1.32171,0.952646
02-1-103241,29.0589,-179.659,17.3673,20.9337,17.5983,0.541554,1.18953,0.499071
02-1-103243,29.2344,-179.03,14.9999,15.1873,14.8323,0.214959,1.02394,0.792859
02-1-103245,28.7934,-179.275,8.08908,9.50781,7.77003,0.576317,1.22365,0.324532
02-1-103247,28.8065,-179.054,13.4364,13.7446,12.6094,0.397959,1.09003,0.193834
02-1-103248,28.8004,-178.464,12.6977,13.4528,11.8511,0.473226,1.13515,0.475237
02-1-103470,29.9209,-175.979,8.78836,10.2577,8.11736,0.611376,1.26368,0.742012
02-1-103471,29.823,-175.342,12.445,13.0569,11.2532,0.507153,1.16029,0.680386
02-1-103495,29.0893,-175.822,10.8829,11.4657,10.6168,0.377636,1.07997,0.584525
02-1-103498,28.8603,-175.524,9.54026,10.8487,7.95595,0.679848,1.3636,0.558896
02-1-103564,29.5406,-173.978,8.31728,8.93982,7.59178,0.528056,1.17757,0.897964
02-1-103626,29.7607,-172.723,12.7745,14.2563,11.2949,0.610167,1.26219,0.704257
02-1-103658,29.3283,-170.933,19.1053,19.247,16.7091,0.496319,1.15189,0.675463
02-1-103684,29.7483,-170.974,13.6687,14.031,13.4277,0.290079,1.04493,0.74537
02-1-103728,28.8103,-169.054,13.2567,13.8216,12.002,0.495957,1.15161,0.39699
02-1-103802,29.0681,-168.124,8.61847,8.78315,8.39158,0.295255,1.04666,0.881935
02-1-103826,29.2051,-168.459,10.3481,11.3784,8.40952,0.673618,1.35303,0.484102
02-1-103997,29.6823,-165.425,15.6547,17.4231,13.8296,0.608239,1.25984,0.414534
02-1-104197,29.9083,-160.633,11.9176,12.5624,11.5607,0.391309,1.08665,0.466697
02-1-104231,29.0464,-159.328,8.93057,10.0084,8.54654,0.520379,1.17105,0.783398
02-1-104235,29.061,-159.82,8.47316,9.07796,7.98536,0.475634,1.13682,0.552544
02-1-104236,28.8373,-159.676,8.15245,8.87168,7.85767,0.464254,1.12905,0.522822
02-1-104281,29.3475,-159.186,9.95568,16.1779,9.40615,0.813603,1.71992,0.655756
02-1-104352,29.0217,-158.31,10.5293,10.8574,10.2209,0.337347,1.06227,0.893591
02-1-104435,29.0939,-157.674,8.7005,9.79514,8.79574,0.440058,1.11362,0.301958
02-1-104590,29.8053,-151.566,12.768,12.8364,12.6122,0.186091,1.01778,0.707742
02-1-104596,29.5031,-150.998,12.8058,14.1793,11.6777,0.567213,1.21422,0.689629
02-1-104603,29.2215,-152.142,8.56856,10.5218,7.35815,0.714806,1.42995,0.487521
02-1-104654,29.4329,-150.228,8.64645,8.99487,8.32281,0.379276,1.08075,0.778288
02-1-104700,29.3481,-148.995,11.6154,13.2058,9.05647,0.727794,1.45816,0.789719
02-1-104748,29.1318,-148.083,8.61576,8.73967,8.14762,0.361797,1.07267,0.724557
02-1-104768,29.4465,-147.204,11.6667,12.4756,10.9395,0.480724,1.14042,0.721158
02-1-105015,29.6249,-140.272,10.1191,11.2347,9.0148,0.596777,1.24625,0.878129
02-1-105016,29.909,-140.496,9.51112,10.4304,8.63176,0.561384,1.20838,0.848873
02-1-105028,29.3865,-139.547,9.82466,12.2638,8.2664,0.738689,1.48358,0.875106
02-1-105056,29.0068,-139.536,9.73415,10.7538,8.90856,0.560122,1.20713,0.64773
02-1-105088,29.0915,-138.238,8.10924,8.58343,7.80643,0.415755,1.09953,0.669116
02-1-105123,28.9736,-136.838,10.579,10.8525,9.93941,0.401492,1.09187,0.804645
02-1-105216,29.4252,-134.297,9.9387,9.98049,9.79775,0.190487,1.01865,0.648576
02-1-105217,29.5096,-134.582,15.7916,15.9245,14.7915,0.370456,1.0766,0.723065
02-1-105223,29.9664,-134.92,8.68861,9.29661,7.87918,0.530743,1.1799,0.609404
02-1-105401,29.1982,-126.059,10.2124,11.0493,9.39448,0.526407,1.17615,0.939965
02-1-105438,29.571,-125.448,9.99547,10.2984,9.68291,0.340528,1.06356,1
02-1-105480,29.0906,-122.784,11.2772,11.3443,11.2138,0.151219,1.01163,0.876118
02-1-105518,29.8662,-123.783,9.36714,9.72167,9.03206,0.369917,1.07635,0.923358
02-1-105539,29.8029,-121.699,10.0378,10.7581,9.27918,0.506,1.15937,0.53348
02-1-105548,29.927,-121.219,9.88502,11.5256,8.17444,0.704966,1.40996,0.953034
02-1-105553,29.1465,-121.089,8.96319,9.12792,8.43676,0.381712,1.08192,0.75613
02-1-105557,29.412,-120.981,8.03149,8.39009,7.65458,0.409443,1.09609,0.765414
02-1-105625,29.4144,-118.577,11.7079,12.9283,10.4589,0.587814,1.2361,0.956961
02-1-105630,29.8432,-118.479,9.49699,9.66159,9.09951,0.336108,1.06177,0.790495
02-1-105635,29.744,-117.986,10.8272,11.7484,9.48962,0.589546,1.23803,0.774652
02-1-105652,29.2744,-118.291,14.1006,16.6763,14.3956,0.504798,1.15843,0.266419
02-1-105653,28.9868,-118.332,10.6242,11.8689,10.1503,0.5183,1.16932,0.428464
02-1-105703,29.433,-114.992,8.94948,9.56806,8.70037,0.416112,1.09973,0.787674
02-1-105734,28.9671,-115.038,8.09576,8.55823,7.2277,0.535505,1.18409,0.441533
02-1-105745,29.4722,-113.284,12.0821,12.8559,11.7494,0.405881,1.09418,0.535942
02-1-105760,29.9921,-113.192,10.1425,10.1826,10.0534,0.158819,1.01286,0.806141
02-1-105767,29.4714,-112.79,9.96733,10.1045,9.56515,0.32235,1.05639,0.740396
02-1-105801,28.8729,-111.698,9.10138,9.51227,7.93285,0.551825,1.1991,0.545776
02-1-105813,29.4501,-112.275,13.3085,13.8545,12.7058,0.398689,1.09041,0.871152
02-1-105843,29.4205,-110.87,8.43452,8.73757,8.17113,0.354194,1.06932,0.920694
02-1-105871,29.1563,-110.344,12.579,13.2568,11.3156,0.520979,1.17155,0.771115
02-1-105878,28.9399,-109.959,9.20069,9.13246,7.13495,0.624189,1.27996,0.271891
02-1-105881,28.8089,-109.933,10.3084,10.6863,10.1563,0.311038,1.05219,0.775916
02-1-105897,29.3847,-109.986,13.291,13.6316,12.9503,0.312183,1.05261,0.887219
02-1-105905,28.9598,-109.275,17.5714,17.727,17.3315,0.210068,1.02282,0.902284
02-1-105920,29.5372,-108.338,8.45939,8.52559,8.30249,0.227272,1.02687,0.895228
02-1-105945,28.828,-106.846,9.16143,9.84202,7.63341,0.631232,1.28933,0.206261
02-1-105959,29.0839,-105.878,8.9338,9.28131,8.79167,0.320511,1.05569,0.786745
02-1-105965,29.1982,-105.488,8.50349,9.61722,8.42669,0.481933,1.14128,0.318784
02-1-105975,28.9699,-105.676,15.2374,15.8073,14.4446,0.406183,1.09434,0.625319
02-1-105976,29.121,-105.251,8.37793,8.85846,7.79982,0.474059,1.13573,0.73755
02-1-106009,29.2105,-103.986,14.2404,14.7842,14.2163,0.274511,1.03995,0.415534
02-1-106451,29.9657,-92.855,9.99926,10.1849,8.33408,0.574826,1.22208,0.677622
02-1-106554,30.0891,-90.586,9.06116,9.7157,7.81246,0.594485,1.24362,0.795325
02-1-106574,30.153,-89.811,12.7157,13.9362,11.5078,0.564039,1.21102,0.468964
02-1-106643,30.7894,-91.603,10.4428,13.3383,9.06019,0.733898,1.47219,0.599628
02-1-106657,30.1435,-92.55,8.91802,9.48696,8.34904,0.474872,1.13629,0.427781
02-1-106676,30.8416,-92.6,10.5912,11.3664,10.1827,0.444334,1.11624,0.635886
02-1-107106,30.5285,-99.485,14.3218,15.7397,12.4333,0.613199,1.26594,0.467172
02-1-107267,29.9796,-102.092,13.0356,13.7031,11.1576,0.580526,1.22814,0.636261
02-1-107274,30.6553,-102.424,10.8642,11.2151,10.5891,0.329415,1.05911,0.720707
02-1-107277,30.6951,-102.851,12.9041,13.9519,10.8586,0.627904,1.28487,0.351685
02-1-107344,30.8402,-104.765,8.20606,9.43337,6.92554,0.678983,1.36211,1
02-1-107390,30.3696,-105.592,12.4385,13.1957,11.7419,0.456301,1.12382,0.918931
02-1-107420,30.0986,-106.034,9.56712,9.75839,9.34223,0.28892,1.04455,0.909215
02-1-107455,30.3392,-107.058,24.6737,28.2992,20.4665,0.690618,1.3827,0.48621
02-1-107461,29.8877,-107.594,11.7549,12.5281,10.994,0.479489,1.13954,1
02-1-107642,30.1172,-113.638,8.03652,8.92735,7.71552,0.503051,1.15706,0.754116
02-1-107646,30.009,-113.967,8.71569,9.30708,8.25056,0.462763,1.12805,0.884849
02-1-107657,30.4564,-114.521,9.12034,10.0416,8.48654,0.534553,1.18324,0.890646
02-1-107671,30.0408,-114.41,8.29404,8.69946,8.24316,0.319613,1.05536,0.687439
02-1-107712,30.5279,-115.69,9.27988,9.66951,9.02012,0.360287,1.07199,0.710862
02-1-107737,30.1995,-116.129,8.79916,10.4028,8.15672,0.620647,1.27536,0.558216
02-1-107738,30.371,-116.217,9.40404,9.68532,8.13416,0.542828,1.1907,0.395121
02-1-107780,30.6817,-116.991,8.14672,8.93718,7.73613,0.500715,1.15525,0.589242
02-1-107781,30.3929,-117.052,11.4217,12.5616,9.81809,0.623787,1.27944,0.831231
02-1-107834,30.6338,-118.021,9.69842,9.95714,9.3275,0.34996,1.0675,0.858295
02-1-107851,30.6678,-117.339,11.1383,11.5601,10.6358,0.391807,1.0869,0.72643
02-1-107862,30.0977,-118.652,14.1219,14.618,13.6357,0.360386,1.07204,0.584815
02-1-107901,29.8946,-119.463,10.991,11.414,10.7254,0.342076,1.0642,0.822153
02-1-107939,31.1146,-120.199,9.32661,9.75264,8.87767,0.413985,1.09856,0.892979
02-1-108153,30.2723,-125.888,10.2341,10.8544,9.2982,0.515934,1.16737,0.775131
02-1-108160,30.6538,-125.877,10.722,11.6052,8.80756,0.651168,1.31764,0.479292
02-1-108161,30.4412,-125.898,12.4795,12.8858,9.80644,0.648718,1.31401,0.290381
02-1-108162,30.6198,-126.127,8.13421,9.11586,7.57503,0.556314,1.20341,0.592275
02-1-108163,30.9439,-126.082,10.7765,11.027,10.32,0.352316,1.06851,0.504587
02-1-108164,30.5696,-126.451,17.6283,18.0549,15.0878,0.549242,1.19665,0.322688
02-1-108223,30.3844,-132.213,13.7599,14.1811,13.315,0.344119,1.06505,0.890902
02-1-108263,30.4768,-133.921,11.4088,11.6805,11.2586,0.266335,1.03747,0.805898
02-1-108309,29.8724,-134.033,8.16934,8.57524,8.03609,0.348986,1.06709,0.50263
02-1-108360,30.5782,-135.962,9.24034,11.6361,8.91755,0.642403,1.30486,0.342896
02-1-108377,30.7494,-136.914,11.2558,11.6307,10.467,0.435996,1.11117,0.361239
02-1-108379,29.8321,-135.873,13.1357,14.0479,11.5856,0.565532,1.21252,0.283128
02-1-108507,31.064,-140.825,11.0377,11.4373,9.70397,0.529271,1.17862,0.467532
02-1-108510,30.6988,-141.164,8.89082,9.01248,8.24986,0.402587,1.09244,0.397024
02-1-108511,30.6555,-141.35,10.193,10.1908,10.0557,0.16224,1.01343,0.708356
02-1-108512,30.9703,-141.378,8.92709,9.87617,8.52217,0.50537,1.15888,0.689638
02-1-108554,29.8542,-141.107,11.5699,12.3566,9.92738,0.595428,1.2447,0.560646
02-1-108555,30.1735,-141.486,14.9864,15.3273,13.8555,0.427586,1.10623,0.493247
02-1-108562,30.2566,-142.378,11.9245,13.0125,11.3175,0.493519,1.14978,0.759859
02-1-108631,30.6482,-143.664,9.78877,10.4069,9.43975,0.420983,1.10245,0.476216
02-1-108634,30.5891,-143.964,8.09172,8.65403,7.92244,0.402402,1.09234,0.558364
02-1-108635,30.5006,-143.584,9.14763,9.70098,7.2572,0.663597,1.33674,0.279221
02-1-108637,30.3828,-143.532,8.51663,8.84071,7.14397,0.589077,1.23751,0.294874
02-1-108655,30.6615,-144.485,8.35319,8.5442,8.21818,0.273602,1.03967,0.811293
02-1-108656,30.5241,-144.263,8.15751,8.63025,7.82261,0.422382,1.10324,0.400777
02-1-108734,30.1563,-149.034,10.4423,11.3865,9.52854,0.547471,1.19499,0.927854
02-1-108800,30.6074,-151.747,8.33689,9.42212,7.41529,0.616942,1.27063,0.373159
02-1-108801,30.6248,-152.105,11.6049,14.3463,9.35733,0.758006,1.53316,0.610501
02-1-108839,30.453,-152.36,9.03089,9.25616,8.51985,0.390856,1.08642,0.640079
02-1-108904,30.0428,-154.656,15.4382,16.847,14.1622,0.541604,1.18958,0.426194
02-1-108905,30.265,-154.524,9.02681,9.7077,7.99377,0.567395,1.21441,0.251095
02-1-108969,30.0554,-156.463,11.3422,13.4944,8.56644,0.772666,1.57527,0.799007
02-1-108971,30.1884,-155.767,8.93125,10.5035,7.39166,0.710465,1.421,0.527089
02-1-108975,30.3825,-155.816,14.6989,15.4491,12.3787,0.598315,1.24803,0.571529
02-1-109116,30.6665,-160.376,11.8433,14.1894,9.99822,0.709578,1.41919,0.742208
02-1-109117,30.7246,-160.754,13.6515,14.2601,12.7251,0.451327,1.12063,0.559183
02-1-109165,30.1742,-159.955,10.649,11.267,10.2684,0.411576,1.09724,0.607144
02-1-109178,30.2635,-162.022,8.7384,9.23469,8.18601,0.46284,1.12811,0.80814
02-1-109181,30.0008,-160.972,15.6184,18.5677,14.7611,0.60662,1.25787,0.660978
02-1-109183,30.6737,-161.46,10.4113,11.9309,9.41134,0.614624,1.26772,0.818236
02-1-109188,30.3662,-162.189,8.57606,9.1881,7.68027,0.548892,1.19632,0.73107
02-1-109211,29.8315,-162.406,15.8317,17.2414,14.7269,0.520011,1.17074,0.724081
02-1-109240,30.3598,-163.563,8.66565,8.80885,8.25297,0.349611,1.06736,0.733528
02-1-109242,30.3821,-163.771,9.30519,9.47974,8.92533,0.33697,1.06212,0.372132
02-1-109246,30.3536,-164.139,10.2764,10.952,9.49098,0.499003,1.15393,0.854782
02-1-109339,30.5825,-166.835,9.29207,11.9396,8.88234,0.668248,1.3442,0.54491
02-1-109469,30.7485,-169.658,9.82533,9.91,7.27872,0.678627,1.3615,0.612335
02-1-109470,30.7493,-169.421,9.05513,9.26604,8.77914,0.319894,1.05546,0.534571
02-1-109477,29.9761,-170.454,8.19999,8.30239,8.03514,0.251678,1.03326,0.795136
02-1-109522,30.3689,-172.258,8.75874,9.33287,8.13087,0.490914,1.14783,0.802609
02-1-109565,30.1672,-172.866,12.4056,14.0903,12.2376,0.49567,1.1514,0.334223
02-1-109599,30.1798,-174.157,15.8944,22.9456,14.8862,0.760992,1.5414,0.545341
02-1-109603,30.7408,-173.814,13.5455,14.4033,10.9723,0.647823,1.3127,0.352031
02-1-109612,30.7849,-174.5,10.6193,12.3258,9.96138,0.588944,1.23736,0.797445
02-1-109665,30.6987,-175.319,8.22881,8.53704,6.69949,0.619805,1.27428,0.419658
02-1-109669,30.3276,-175.328,12.1648,13.3026,10.6048,0.603725,1.2544,0.647556
02-1-109681,30.7749,-176.232,10.1243,11.1471,8.92282,0.599388,1.24928,0.339255
02-1-109704,30.3485,-177.127,10.2044,11.2811,9.49658,0.539767,1.18791,0.765562
02-1-109756,30.7536,-178.563,8.0254,8.62524,7.48724,0.496456,1.15199,0.315426
02-1-109896,30.9475,-178.333,8.82522,9.853,8.43819,0.516298,1.16767,0.356577
02-1-109945,31.3903,-177.229,10.1437,10.5358,9.44265,0.443563,1.11577,0.695317
02-1-109947,31.5932,-176.855,18.869,20.3124,16.3347,0.594391,1.24351,0.214499
02-1-109972,31.2043,-176,8.94735,9.36365,8.46632,0.427177,1.10599,0.721917
02-1-110135,31.4432,-173.851,9.46868,9.63289,9.06807,0.337389,1.06229,0.592307
02-1-110146,31.2831,-172.51,9.1601,9.69329,8.6446,0.452404,1.12131,0.966323
02-1-110175,31.7226,-172.64,16.1985,16.8139,15.5,0.387533,1.08477,0.726405
02-1-110176,31.2003,-171.289,9.8082,10.2216,9.20936,0.433873,1.10991,0.836519
02-1-110228,31.5898,-171.323,12.9092,16.5784,11.1304,0.741115,1.48947,0.815572
02-1-110358,31.8328,-169.127,21.8003,23.9346,20.0925,0.543399,1.19122,0.629144
02-1-110371,31.23,-169.954,11.4451,14.5923,9.49924,0.759099,1.53616,0.583437
02-1-110427,31.9533,-168.025,9.35741,9.55392,9.12769,0.295357,1.0467,0.760924
02-1-110434,32.1885,-167.571,11.0157,11.4495,10.3947,0.419231,1.10147,0.801991
02-1-110672,31.4055,-160.857,13.0935,13.713,12.4038,0.426415,1.10555,0.41178
02-1-110700,31.0019,-159.561,25.1261,26.2045,21.4615,0.573795,1.221,0.728042
02-1-110701,31.6588,-160.03,12.1575,12.9264,11.8197,0.40486,1.09364,0.777956
02-1-110702,31.5844,-159.819,9.21715,9.2473,9.02676,0.217097,1.02443,0.47823
02-1-110703,31.8872,-160.359,16.3879,16.9939,16.0302,0.331964,1.06012,0.237915
02-1-110759,31.461,-158.099,8.47047,8.56227,7.92301,0.37914,1.08068,0.403697
02-1-110770,31.7483,-157.705,9.03563,12.6527,9.2764,0.680062,1.36397,0.689056
02-1-110798,31.5678,-157.525,11.1904,11.913,7.44352,0.780766,1.60045,0.321596
02-1-110809,31.1414,-157.214,8.24556,10.1049,7.43134,0.677611,1.35977,0.649338
02-1-110945,31.7053,-153.128,10.4545,10.5788,10.319,0.220253,1.02518,0.719148
02-1-111007,31.5599,-151.995,10.9521,11.8994,9.31626,0.622124,1.27727,0.798942
02-1-111010,31.5094,-151.135,8.86228,9.04945,8.22673,0.416609,1.10001,0.72607
02-1-111016,31.8302,-151.358,13.9876,14.0831,11.3168,0.595208,1.24444,0.212793
02-1-111059,31.9523,-150.907,10.6877,10.818,10.4715,0.251069,1.03309,0.841563
02-1-111140,31.6587,-144.621,8.86508,9.06733,8.51622,0.343315,1.06471,0.555398
02-1-111209,31.5972,-142.591,10.3934,11.1507,9.51809,0.520951,1.17153,0.786495
02-1-111219,32.0177,-142.706,9.3851,9.94388,7.70067,0.632681,1.2913,0.467255
02-1-111227,31.3494,-142.115,9.65047,10.1101,9.50558,0.340598,1.06359,0.721935
02-1-111228,31.4634,-142.243,8.09282,8.213,7.97402,0.239477,1.02997,0.565804
02-1-111286,31.6669,-140.671,10.9528,11.7746,10.864,0.385606,1.08382,0.628365
02-1-111290,31.6899,-140.282,15.7714,19.3096,14.5425,0.657883,1.32781,0.525154
02-1-111348,31.7465,-138.936,8.04254,8.15652,7.42119,0.414942,1.09909,0.419126
02-1-111421,31.9099,-138.036,15.2606,15.9084,12.4592,0.621795,1.27684,0.191477
02-1-111442,31.045,-138.081,21.9656,21.3863,15.1166,0.707379,1.41476,0.397636
02-1-111467,31.5645,-136.801,12.6036,12.795,12.0824,0.329077,1.05898,0.439916
02-1-111571,31.4934,-133.385,9.41044,9.8336,7.80223,0.608667,1.26036,0.31547
02-1-111572,31.4499,-132.615,11.1387,11.1827,11.0887,0.129353,1.00847,1
02-1-111578,31.7526,-132.838,10.8701,10.9976,10.3933,0.32693,1.05815,0.742413
02-1-111579,31.438,-132.95,12.1484,12.5453,11.3573,0.424776,1.10461,0.429355
02-1-111663,31.1051,-125.521,12.0199,14.8893,10.6522,0.698685,1.39776,0.737515
02-1-111842,31.8387,-122.009,10.6705,10.9146,9.99789,0.401162,1.09169,0.344727
02-1-111858,31.2271,-121.485,10.8563,11.6139,10.5457,0.418935,1.1013,0.760914
02-1-111866,31.5402,-121.184,8.97095,9.26997,8.61788,0.368431,1.07567,0.727913
02-1-112008,31.3329,-117.715,8.0397,8.19386,7.63874,0.36181,1.07267,0.770894
02-1-112013,31.1886,-117.27,8.11621,8.66607,7.63396,0.473299,1.1352,0.97545
02-1-112040,32.1933,-116.865,8.76014,9.39756,8.12419,0.502634,1.15674,0.682518
02-1-112085,31.2596,-116.724,13.0632,13.2952,11.2027,0.538518,1.18678,0.517358
02-1-112138,31.6701,-114.196,8.6195,9.27371,8.08187,0.490426,1.14747,0.909468
02-1-112139,31.2036,-113.92,12.9309,13.2624,12.0426,0.418908,1.10129,0.597789
02-1-112142,31.0962,-113.512,10.3426,10.6074,9.85367,0.370212,1.07649,0.761729
02-1-112208,32.1563,-113.118,10.1579,10.291,10.0025,0.235114,1.02884,0.881752
02-1-112215,32.0442,-112.355,8.16753,8.37905,7.97911,0.30526,1.05012,0.807683
02-1-112240,31.3556,-111.625,8.5122,9.039,8.19851,0.421098,1.10252,0.707163
02-1-112288,31.5271,-110.665,9.90948,11.2651,9.14231,0.584269,1.23219,0.822818
02-1-112319,31.1675,-110.323,10.4546,11.1118,9.25951,0.552818,1.20005,0.646114
02-1-112334,32.022,-110.106,10.2558,10.4471,9.64461,0.384357,1.08321,0.508624
02-1-112356,31.3725,-108.618,8.35635,9.19537,7.58132,0.565904,1.2129,1
02-1-112362,31.7538,-108.462,8.58567,8.67773,8.4677,0.218678,1.0248,0.831128
02-1-112367,31.889,-108.825,8.38769,8.59015,8.11818,0.326905,1.05814,0.878004
02-1-112537,31.8797,-103.142,9.12283,9.56922,7.19359,0.659457,1.33024,0.373332
02-1-112544,31.9165,-103.72,13.6362,14.4098,10.8303,0.659627,1.33051,0.288455
02-1-112618,30.9316,-101.529,9.72248,9.97065,9.49944,0.303785,1.0496,0.673323
02-1-112808,31.7326,-97.704,8.64521,8.74837,8.5309,0.221582,1.02549,0.537585
02-1-112864,31.0625,-96.023,19.2419,20.0055,17.0666,0.521753,1.1722,0.44475
02-1-112888,31.416,-95.724,10.6852,11.9295,10.5255,0.470669,1.13339,0.405125
02-1-112976,31.7251,-92.344,8.06172,8.467,7.64234,0.430475,1.10791,1
02-1-113029,31.1294,-90.211,8.25374,9.16997,7.91408,0.505132,1.15869,0.757792
02-1-113032,31.776,-90.068,9.22608,10.23,8.26253,0.589622,1.23812,1
02-1-113038,31.076,-90.692,9.68959,10.156,9.03692,0.456328,1.12383,0.698911
02-1-113053,32.1866,-90.514,10.3397,10.6353,9.86043,0.374717,1.07859,0.415332
02-1-113227,32.6681,-96.985,8.14966,8.84498,7.96953,0.43377,1.10985,0.727437
02-1-113494,32.9863,-103.782,10.9764,11.6914,10.2339,0.48351,1.14241,0.764345
02-1-113588,32.9851,-105.989,10.441,10.8566,8.79782,0.585928,1.23401,0.635541
02-1-113589,33.0584,-105.81,13.236,13.5368,11.8603,0.482028,1.14135,0.325745
02-1-113641,32.7113,-107.478,8.30201,8.80411,7.97611,0.423379,1.10381,0.831346
02-1-113694,32.9305,-109.353,10.4167,10.9245,9.86051,0.430471,1.10791,0.914195
02-1-113753,33.047,-111.696,8.25126,8.40114,8.18468,0.225534,1.02645,0.573509
02-1-113787,33.0152,-112.534,9.3518,10.381,8.61088,0.558527,1.20557,0.819205
02-1-113798,32.7275,-112.976,14.0739,14.7045,13.7803,0.348931,1.06707,0.601753
02-1-113800,32.5022,-113.418,8.53261,9.75049,7.93972,0.58046,1.22807,0.758497
02-1-113801,32.8326,-113.401,10.3747,15.458,10.2703,0.747377,1.50512,0.592986
02-1-113849,32.5777,-114.751,9.04295,10.1411,8.29188,0.575717,1.22302,0.847124
02-1-113882,33.2839,-114.963,8.80092,9.19197,8.08113,0.476543,1.13746,0.674696
02-1-113895,32.0633,-116.213,8.80356,8.96783,8.58398,0.289438,1.04472,0.875261
02-1-113905,32.6784,-116.521,8.44738,9.4311,8.25706,0.483192,1.14219,0.705089
02-1-113906,32.7878,-116.63,8.20688,10.4284,8.34729,0.59942,1.24932,0.635551
02-1-113921,32.8889,-116.924,16.7551,17.9192,16.8406,0.341694,1.06404,0.5689
02-1-113935,33.3334,-116.704,9.15283,9.65608,8.71022,0.431641,1.10859,0.721665
02-1-113947,32.519,-117.603,8.18531,9.27296,7.34668,0.610172,1.2622,0.789606
02-1-114134,32.1263,-122.96,8.43087,8.81504,8.36252,0.31628,1.05411,0.519038
02-1-114152,32.2443,-122.723,8.27501,8.55496,7.82343,0.404606,1.0935,0.7241
02-1-114221,32.8996,-123.879,17.3939,22.4901,18.5342,0.566434,1.21343,0.626421
02-1-114392,32.0887,-132.31,8.12205,8.662,7.56921,0.48621,1.14437,0.775046
02-1-114403,32.6182,-133.727,8.23348,8.42671,8.14645,0.255753,1.0344,0.740699
02-1-114408,32.8349,-133.009,8.40153,8.73647,7.98407,0.405989,1.09424,0.734097
02-1-114411,32.7385,-133.325,12.3459,13.7918,12.0487,0.48662,1.14467,0.706574
02-1-114558,32.8848,-137.595,8.9117,8.98906,8.80914,0.199076,1.02042,0.960274
02-1-114561,32.4604,-137.866,9.616,9.99762,8.8869,0.458099,1.12498,0.594363
02-1-114563,32.7131,-137.665,11.2044,12.9283,10.7258,0.558305,1.20535,0.497648
02-1-114618,32.9084,-140.698,9.24348,9.52032,7.88495,0.560399,1.2074,0.687582
02-1-114656,32.6765,-142.394,8.5169,8.96378,7.74331,0.50376,1.15762,0.810535
02-1-114677,32.7674,-142.056,13.1265,13.4515,12.674,0.335059,1.06135,0.45889
02-1-114681,32.9439,-141.709,10.0868,11.8379,9.98772,0.536802,1.18524,0.531841
02-1-114705,32.9473,-144.087,8.97165,10.4946,7.63328,0.686267,1.37485,0.249615
02-1-114706,33.1644,-144.218,9.85001,10.6229,9.00457,0.530546,1.17972,1
02-1-114796,32.9751,-146.514,8.77432,9.29938,7.76705,0.549912,1.19729,0.748735
02-1-114804,33.0655,-146.982,15.6206,16.2544,14.2406,0.482114,1.14141,0.312006
02-1-114825,32.7157,-148.129,10.1075,12.7708,9.69687,0.650739,1.317,0.729417
02-1-114829,32.6927,-147.838,12.7396,13.1174,12.2349,0.360593,1.07213,0.597655
02-1-114845,32.3542,-148.801,12.8764,13.5565,12.2524,0.427945,1.10643,0.778434
02-1-114868,32.5336,-149.867,8.74533,8.90548,8.60947,0.255681,1.03438,0.551033
02-1-114883,32.9518,-149.894,8.33325,10.8645,7.85017,0.691315,1.38398,0.658809
02-1-114921,33.1768,-150.781,22.3604,22.6348,19.1202,0.535196,1.18381,0.279911
02-1-115000,33.1357,-152.539,8.61306,8.82398,8.30516,0.33784,1.06247,0.589854
02-1-115048,32.6298,-154.096,8.91776,9.58781,8.67587,0.425655,1.10511,0.563769
02-1-115118,32.6274,-156.421,10.4967,10.7838,8.62465,0.600297,1.25035,0.628857
02-1-115136,32.7445,-157.384,10.1275,10.1372,9.87276,0.226918,1.02678,0.452446
02-1-115137,32.5988,-157.387,12.1118,12.3994,12.0549,0.234071,1.02857,0.229256
02-1-115139,32.8212,-156.676,8.30039,8.99427,7.987,0.459824,1.12611,0.645603
02-1-115166,32.8283,-157.599,8.24605,8.49356,7.63757,0.437498,1.11208,0.512357
02-1-115188,33.2457,-157.815,10.0258,10.4171,8.64021,0.55862,1.20566,0.44298
02-1-115193,32.8995,-158.396,11.7268,12.3173,11.3815,0.382317,1.08221,0.747445
02-1-115195,32.9794,-158.173,8.39373,8.36888,7.58094,0.423602,1.10394,0.218184
02-1-115206,32.1976,-158.276,11.2437,11.4287,11.1332,0.225922,1.02654,0.448033
02-1-115208,32.517,-158.694,10.0585,10.5857,8.05211,0.649149,1.31465,0.57799
02-1-115291,32.7622,-161.362,11.7578,13.311,10.5109,0.613571,1.2664,0.331515
02-1-115296,32.4741,-161.126,16.9541,17.7438,16.4454,0.375484,1.07895,0.322996
02-1-115423,32.6442,-164.793,8.16346,8.25387,8.07675,0.20605,1.02193,1
