date,distance_km,apparent_diameter_arcsec,phase_angle,illumination_fraction
2024-05-31,369940.1,1937.4260,93.5797,0.4688
2024-06-01,368709.3,1943.8930,106.8029,0.3554
2024-06-02,368108.0,1947.0690,120.1104,0.2491
2024-06-03,368282.8,1946.1450,133.4459,0.1561
2024-06-04,369362.4,1940.4560,146.7246,0.0820
2024-06-05,371419.0,1929.7120,159.7948,0.0308
2024-06-06,374434.8,1914.1690,172.0104,0.0048
2024-06-07,378284.9,1894.6870,172.2970,0.0045
2024-06-08,382740.8,1872.6290,160.6765,0.0282
2024-06-09,387493.7,1849.6600,148.6799,0.0729
2024-06-10,392190.0,1827.5100,136.9091,0.1349
2024-06-11,396472.2,1807.7720,125.4190,0.2102
2024-06-12,400014.9,1791.7610,114.1851,0.2952
2024-06-13,402554.7,1780.4570,103.1523,0.3862
2024-06-14,403910.5,1774.4800,92.2492,0.4804
2024-06-15,403995.4,1774.1070,81.3965,0.5748
2024-06-16,402820.5,1779.2820,70.5134,0.6668
2024-06-17,400492.6,1789.6240,59.5235,0.7536
2024-06-18,397204.7,1804.4380,48.3615,0.8322
2024-06-19,393219.6,1822.7250,36.9833,0.8994
2024-06-20,388846.8,1843.2230,25.3910,0.9517
2024-06-21,384413.1,1864.4820,13.7641,0.9856
2024-06-22,380228.2,1885.0040,4.9339,0.9981
2024-06-23,376552.2,1903.4050,13.0928,0.9870
2024-06-24,373569.1,1918.6050,25.4878,0.9514
2024-06-25,371374.0,1929.9460,38.3756,0.8920
2024-06-26,369977.3,1937.2310,51.4604,0.8116
2024-06-27,369325.5,1940.6500,64.6359,0.7142
2024-06-28,369331.7,1940.6180,77.8370,0.6054
2024-06-29,369907.9,1937.5950,91.0175,0.4911
2024-06-30,370989.2,1931.9470,104.1418,0.3778
2024-07-01,372544.6,1923.8810,117.1781,0.2716
2024-07-02,374571.7,1913.4690,130.0908,0.1780
2024-07-03,377078.5,1900.7490,142.8317,0.1015
2024-07-04,380057.9,1885.8480,155.3146,0.0457
2024-07-05,383463.1,1869.1010,167.2549,0.0123
2024-07-06,387189.9,1851.1110,174.9683,0.0019
2024-07-07,391071.5,1832.7370,166.5758,0.0137
2024-07-08,394886.3,1815.0320,155.3349,0.0456
2024-07-09,398376.9,1799.1290,144.0549,0.0952
2024-07-10,401274.7,1786.1360,132.9197,0.1595
2024-07-11,403327.9,1777.0430,121.9307,0.2356
2024-07-12,404327.7,1772.6490,111.0439,0.3205
2024-07-13,404129.9,1773.5170,100.1949,0.4115
2024-07-14,402672.9,1779.9340,89.3080,0.5060
2024-07-15,399989.6,1791.8740,78.3031,0.6014
2024-07-16,396213.0,1808.9540,67.1017,0.6945
2024-07-17,391574.6,1830.3830,55.6338,0.7822
2024-07-18,386393.3,1854.9270,43.8481,0.8606
2024-07-19,381053.4,1880.9210,31.7299,0.9252
2024-07-20,375969.5,1906.3560,19.3583,0.9717
2024-07-21,371540.6,1929.0800,7.4862,0.9957
2024-07-22,368099.9,1947.1120,8.8338,0.9941
2024-07-23,365868.9,1958.9850,21.4767,0.9653
2024-07-24,364931.4,1964.0170,34.8704,0.9102
2024-07-25,365232.7,1962.3980,48.3838,0.8321
2024-07-26,366607.0,1955.0410,61.8496,0.7359
2024-07-27,368823.3,1943.2930,75.1759,0.6279
2024-07-28,371635.4,1928.5880,88.3093,0.5148
2024-07-29,374822.7,1912.1880,101.2233,0.4027
2024-07-30,378215.2,1895.0360,113.9088,0.2973
2024-07-31,381697.9,1877.7450,126.3646,0.2035
2024-08-01,385201.4,1860.6670,138.5888,0.1250
2024-08-02,388681.0,1844.0090,150.5659,0.0645
2024-08-03,392093.2,1827.9620,162.2244,0.0239
2024-08-04,395375.1,1812.7880,172.9904,0.0037
2024-08-05,398430.2,1798.8880,172.7964,0.0040
2024-08-06,401124.8,1786.8030,162.3579,0.0235
2024-08-07,403293.7,1777.1940,151.4353,0.0609
2024-08-08,404754.0,1770.7820,140.5336,0.1140
2024-08-09,405325.3,1768.2860,129.6818,0.1808
2024-08-10,404852.1,1770.3530,118.8443,0.2588
2024-08-11,403227.6,1777.4860,107.9623,0.3458
2024-08-12,400414.7,1789.9720,96.9639,0.4394
2024-08-13,396465.4,1807.8030,85.7705,0.5369
2024-08-14,391534.0,1830.5720,74.3024,0.6353
2024-08-15,385882.5,1857.3820,62.4868,0.7310
2024-08-16,379875.5,1886.7530,50.2677,0.8196
2024-08-17,373958.3,1916.6080,37.6200,0.8960
2024-08-18,368616.8,1944.3810,24.5732,0.9547
2024-08-19,364318.7,1967.3200,11.3269,0.9903
2024-08-20,361444.3,1982.9660,4.4529,0.9985
2024-08-21,360222.9,1989.6890,17.2811,0.9774
2024-08-22,360695.1,1987.0850,31.1374,0.9280
2024-08-23,362713.9,1976.0250,44.9602,0.8538
2024-08-24,365986.3,1958.3570,58.5725,0.7607
2024-08-25,370138.0,1936.3900,71.8841,0.6555
2024-08-26,374783.3,1912.3890,84.8551,0.5448
2024-08-27,379579.2,1888.2260,97.4821,0.4349
2024-08-28,384258.0,1865.2350,109.7862,0.3307
2024-08-29,388636.7,1844.2190,121.8011,0.2365
2024-08-30,392608.6,1825.5620,133.5641,0.1554
2024-08-31,396123.3,1809.3640,145.1091,0.0899
2024-09-01,399162.2,1795.5890,156.4584,0.0416
2024-09-02,401713.9,1784.1830,167.5932,0.0117
2024-09-03,403754.1,1775.1680,177.4851,0.0005
2024-09-04,405233.3,1768.6880,169.8308,0.0079
2024-09-05,406073.4,1765.0290,159.0369,0.0331
2024-09-06,406172.4,1764.5980,148.1982,0.0751
2024-09-07,405418.3,1767.8810,137.3443,0.1323
2024-09-08,403707.5,1775.3720,126.4388,0.2030
2024-09-09,400968.5,1787.5000,115.4261,0.2853
2024-09-10,397186.0,1804.5230,104.2392,0.3770
2024-09-11,392424.8,1826.4170,92.8037,0.4755
2024-09-12,386849.0,1852.7420,81.0439,0.5778
2024-09-13,380734.2,1882.4980,68.8899,0.6801
2024-09-14,374466.0,1914.0100,56.2891,0.7775
2024-09-15,368519.0,1944.8970,43.2187,0.8643
2024-09-16,363412.6,1972.2260,29.7002,0.9343
2024-09-17,359641.2,1992.9080,15.8126,0.9811
2024-09-18,357592.3,2004.3270,1.9064,0.9997
2024-09-19,357470.3,2005.0110,12.6655,0.9878
2024-09-20,359255.3,1995.0480,26.8134,0.9463
2024-09-21,362711.1,1976.0400,40.7369,0.8789
2024-09-22,367439.6,1950.6110,54.3080,0.7917
2024-09-23,372962.0,1921.7280,67.4588,0.6917
2024-09-24,378799.2,1892.1150,80.1719,0.5854
2024-09-25,384532.8,1863.9020,92.4689,0.4785
2024-09-26,389840.5,1838.5250,104.3969,0.3757
2024-09-27,394505.7,1816.7830,116.0158,0.2807
2024-09-28,398410.2,1798.9780,127.3885,0.1964
2024-09-29,401514.6,1785.0690,138.5745,0.1251
2024-09-30,403833.6,1774.8180,149.6259,0.0686
2024-10-01,405409.7,1767.9180,160.5864,0.0284
2024-10-02,406289.6,1764.0890,171.4903,0.0055
2024-10-03,406505.9,1763.1510,177.5998,0.0004
2024-10-04,406065.5,1765.0630,166.7295,0.0134
2024-10-05,404947.5,1769.9360,155.8114,0.0439
2024-10-06,403109.0,1778.0080,144.8270,0.0913
2024-10-07,400500.0,1789.5910,133.7377,0.1543
2024-10-08,397084.1,1804.9860,122.4959,0.2314
2024-10-09,392863.8,1824.3760,111.0456,0.3205
2024-10-10,387906.9,1847.6890,99.3247,0.4190
2024-10-11,382370.0,1874.4450,87.2699,0.5238
2024-10-12,376513.9,1903.5990,74.8245,0.6309
2024-10-13,370705.7,1933.4250,61.9496,0.7351
2024-10-14,365398.7,1961.5060,48.6379,0.8304
2024-10-15,361086.6,1984.9300,34.9277,0.9099
2024-10-16,358231.7,2000.7490,20.9164,0.9670
2024-10-17,357180.6,2006.6370,6.8327,0.9964
2024-10-18,358088.4,2001.5500,7.7572,0.9954
2024-10-19,360881.4,1986.0590,21.7068,0.9646
2024-10-20,365269.5,1962.2000,35.4279,0.9074
2024-10-21,370805.9,1932.9020,48.7427,0.8297
2024-10-22,376970.2,1901.2950,61.5925,0.7379
2024-10-23,383248.5,1870.1480,73.9746,0.6380
2024-10-24,389194.7,1841.5750,85.9261,0.5355
2024-10-25,394465.1,1816.9700,97.5090,0.4347
2024-10-26,398830.6,1797.0820,108.7976,0.3389
2024-10-27,402172.4,1782.1490,119.8685,0.2510
2024-10-28,404465.6,1772.0450,130.7936,0.1733
2024-10-29,405757.2,1766.4040,141.6346,0.1079
2024-10-30,406141.2,1764.7340,152.4369,0.0567
2024-10-31,405733.5,1766.5070,163.2095,0.0213
2024-11-01,404648.7,1771.2430,173.6996,0.0030
2024-11-02,402983.1,1778.5640,173.8984,0.0028
2024-11-03,400802.7,1788.2400,163.2372,0.0213
2024-11-04,398141.6,1800.1920,152.0814,0.0582
2024-11-05,395009.3,1814.4670,140.7156,0.1130
2024-11-06,391407.0,1831.1660,129.1486,0.1844
2024-11-07,387350.2,1850.3450,117.3563,0.2703
2024-11-08,382896.2,1871.8690,105.3037,0.3680
2024-11-09,378168.6,1895.2700,92.9530,0.4742
2024-11-10,373375.9,1919.5980,80.2718,0.5845
2024-11-11,368815.2,1943.3350,67.2444,0.6934
2024-11-12,364856.0,1964.4230,53.8839,0.7947
2024-11-13,361899.0,1980.4740,40.2467,0.8816
2024-11-14,360313.0,1989.1920,26.4517,0.9476
2024-11-15,360361.8,1988.9230,12.7873,0.9876
2024-11-16,362141.0,1979.1510,4.1806,0.9987
2024-11-17,365547.0,1960.7100,15.8519,0.9810
2024-11-18,370289.1,1935.6000,28.9837,0.9374
2024-11-19,375939.6,1906.5070,41.8309,0.8726
2024-11-20,382003.9,1876.2410,54.2618,0.7921
2024-11-21,387990.9,1847.2890,66.2650,0.7013
2024-11-22,393467.7,1821.5760,77.8780,0.6050
2024-11-23,398095.3,1800.4010,89.1651,0.5073
2024-11-24,401644.7,1784.4910,100.2047,0.4114
2024-11-25,403998.7,1774.0930,111.0788,0.3202
2024-11-26,405142.9,1769.0820,121.8664,0.2360
2024-11-27,405150.4,1769.0500,132.6367,0.1613
2024-11-28,404160.2,1773.3840,143.4422,0.0983
2024-11-29,402354.0,1781.3450,154.3022,0.0494
2024-11-30,399931.0,1792.1370,165.1244,0.0167
2024-12-01,397083.4,1804.9890,174.6063,0.0022
2024-12-02,393975.8,1819.2270,170.2044,0.0073
2024-12-03,390732.1,1834.3290,159.1401,0.0328
2024-12-04,387431.1,1849.9580,147.4381,0.0786
2024-12-05,384114.2,1865.9330,135.4445,0.1437
2024-12-06,380802.9,1882.1580,123.2188,0.2261
2024-12-07,377523.8,1898.5070,110.7754,0.3227
2024-12-08,374334.8,1914.6810,98.1158,0.4294
2024-12-09,371346.9,1930.0860,85.2406,0.5415
2024-12-10,368733.7,1943.7650,72.1590,0.6532
2024-12-11,366722.8,1954.4240,58.8994,0.7582
2024-12-12,365567.5,1960.6000,45.5191,0.8503
2024-12-13,365501.1,1960.9560,32.1197,0.9234
2024-12-14,366683.6,1954.6320,18.9058,0.9730
2024-12-15,369155.3,1941.5450,6.9494,0.9963
2024-12-16,372811.4,1922.5050,9.5915,0.9930
2024-12-17,377406.5,1899.0970,21.5981,0.9649
2024-12-18,382586.0,1873.3860,33.8179,0.9154
2024-12-19,387934.9,1847.5560,45.7620,0.8488
2024-12-20,393030.1,1823.6040,57.3742,0.7696
2024-12-21,397486.7,1803.1580,68.6781,0.6818
2024-12-22,400992.5,1787.3930,79.7311,0.5891
2024-12-23,403329.3,1777.0370,90.6080,0.4947
2024-12-24,404383.2,1772.4060,101.3910,0.4012
2024-12-25,404145.4,1773.4490,112.1633,0.3114
2024-12-26,402705.5,1779.7900,123.0018,0.2276
2024-12-27,400238.5,1790.7600,133.9711,0.1528
2024-12-28,396985.6,1805.4340,145.1128,0.0898
2024-12-29,393228.7,1822.6830,156.4169,0.0417
2024-12-30,389261.7,1841.2580,167.6536,0.0116
2024-12-31,385358.3,1859.9090,174.9908,0.0019
2025-01-01,381744.4,1877.5170,166.0904,0.0147
2025-01-02,378576.8,1893.2260,154.0203,0.0505
2025-01-03,375936.9,1906.5210,141.4855,0.1088
2025-01-04,373838.6,1917.2220,128.7305,0.1872
2025-01-05,372251.3,1925.3970,115.8390,0.2821
2025-01-06,371130.1,1931.2140,102.8587,0.3887
2025-01-07,370445.9,1934.7800,89.8221,0.5016
2025-01-08,370207.1,1936.0290,76.7563,0.6145
2025-01-09,370465.2,1934.6800,63.6904,0.7216
2025-01-10,371304.4,1930.3070,50.6633,0.8169
2025-01-11,372815.2,1922.4850,37.7320,0.8954
2025-01-12,375059.8,1910.9790,24.9920,0.9532
2025-01-13,378038.5,1895.9220,12.7137,0.9877
2025-01-14,381666.9,1877.8980,4.6217,0.9984
2025-01-15,385769.8,1857.9250,13.6182,0.9860
2025-01-16,390092.2,1837.3380,25.1537,0.9526
2025-01-17,394326.0,1817.6110,36.6289,0.9013
2025-01-18,398143.5,1800.1830,47.8904,0.8353
2025-01-19,401232.2,1786.3250,58.9425,0.7580
2025-01-20,403326.1,1777.0510,69.8327,0.6724
2025-01-21,404230.5,1773.0760,80.6292,0.5814
2025-01-22,403839.9,1774.7900,91.4116,0.4877
2025-01-23,402149.2,1782.2520,102.2641,0.3938
2025-01-24,399257.3,1795.1610,113.2698,0.3025
2025-01-25,395363.8,1812.8400,124.5040,0.2167
2025-01-26,390757.4,1834.2100,136.0265,0.1401
2025-01-27,385794.2,1857.8070,147.8682,0.0766
2025-01-28,380864.6,1881.8540,159.9969,0.0301
2025-01-29,376351.6,1904.4200,172.0111,0.0048
2025-01-30,372584.8,1923.6740,172.9291,0.0038
2025-01-31,369798.2,1938.1700,160.4988,0.0287
2025-02-01,368104.0,1947.0900,147.3157,0.0792
2025-02-02,367490.0,1950.3430,133.9799,0.1528
2025-02-03,367841.0,1948.4820,120.6354,0.2452
2025-02-04,368979.7,1942.4690,107.3656,0.3508
2025-02-05,370712.6,1933.3890,94.2225,0.4632
2025-02-06,372869.9,1922.2030,81.2357,0.5762
2025-02-07,375329.2,1909.6070,68.4203,0.6839
2025-02-08,378021.0,1896.0100,55.7845,0.7811
2025-02-09,380916.4,1881.5980,43.3371,0.8636
2025-02-10,384005.0,1866.4630,31.0941,0.9281
2025-02-11,387267.3,1850.7410,19.0957,0.9725
2025-02-12,390650.6,1834.7120,7.5686,0.9956
2025-02-13,394053.7,1818.8670,5.4575,0.9977
2025-02-14,397323.1,1803.9000,16.3390,0.9798
2025-02-15,400261.0,1790.6590,27.4686,0.9437
2025-02-16,402642.6,1780.0680,38.4772,0.8915
2025-02-17,404239.4,1773.0360,49.3644,0.8256
2025-02-18,404845.5,1770.3820,60.1737,0.7487
2025-02-19,404302.7,1772.7590,70.9685,0.6631
2025-02-20,402523.0,1780.5970,81.8241,0.5711
2025-02-21,399508.1,1794.0340,92.8234,0.4754
2025-02-22,395362.6,1812.8450,104.0514,0.3786
2025-02-23,390300.7,1836.3570,115.5887,0.2840
2025-02-24,384642.9,1863.3680,127.5041,0.1956
2025-02-25,378799.6,1892.1120,139.8432,0.1178
2025-02-26,373237.2,1920.3110,152.6171,0.0560
2025-02-27,368427.4,1945.3810,165.7790,0.0153
2025-02-28,364783.7,1964.8130,178.2946,0.0002
2025-03-01,362597.0,1976.6620,166.6909,0.0134
2025-03-02,361989.9,1979.9770,152.8483,0.0551
2025-03-03,362903.5,1974.9930,139.0084,0.1226
2025-03-04,365123.1,1962.9860,125.3184,0.2110
2025-03-05,368333.7,1945.8760,111.8728,0.3137
2025-03-06,372186.2,1925.7340,98.7252,0.4242
2025-03-07,376355.9,1904.3980,85.8938,0.5358
2025-03-08,380580.6,1883.2580,73.3710,0.6431
2025-03-09,384677.0,1863.2030,61.1334,0.7414
2025-03-10,388535.5,1844.7000,49.1512,0.8270
2025-03-11,392102.9,1827.9160,37.3948,0.8972
2025-03-12,395356.7,1812.8730,25.8381,0.9500
2025-03-13,398279.5,1799.5680,14.4601,0.9841
2025-03-14,400838.1,1788.0820,3.2513,0.9992
2025-03-15,402968.8,1778.6270,7.8512,0.9953
2025-03-16,404573.9,1771.5710,18.8099,0.9733
2025-03-17,405526.5,1767.4090,29.6818,0.9344
2025-03-18,405684.0,1766.7230,40.5021,0.8802
2025-03-19,404907.4,1770.1110,51.3190,0.8125
2025-03-20,403084.9,1778.1150,62.1917,0.7333
2025-03-21,400155.9,1791.1300,73.1898,0.6446
2025-03-22,396135.2,1809.3090,84.3905,0.5489
2025-03-23,391133.4,1832.4470,95.8749,0.4488
2025-03-24,385370.7,1859.8490,107.7210,0.3478
2025-03-25,379181.7,1890.2060,119.9950,0.2500
2025-03-26,373002.3,1921.5200,132.7392,0.1606
2025-03-27,367337.4,1951.1540,145.9584,0.0857
2025-03-28,362702.7,1976.0860,159.6061,0.0313
2025-03-29,359548.8,1993.4200,173.5444,0.0032
2025-03-30,358181.6,2001.0290,172.1005,0.0048
2025-03-31,358702.6,1998.1230,157.9216,0.0367
2025-04-01,360992.7,1985.4460,143.8458,0.0963
2025-04-02,364745.3,1965.0190,130.0438,0.1783
2025-04-03,369535.4,1939.5480,116.6141,0.2760
2025-04-04,374901.0,1911.7890,103.6025,0.3824
2025-04-05,380413.5,1884.0850,91.0112,0.4912
2025-04-06,385723.4,1858.1490,78.8106,0.5970
2025-04-07,390580.3,1835.0420,66.9525,0.6957
2025-04-08,394831.4,1815.2840,55.3817,0.7840
2025-04-09,398405.3,1799.0000,44.0440,0.8594
2025-04-10,401288.6,1786.0740,32.8926,0.9198
2025-04-11,403499.5,1776.2880,21.8955,0.9639
2025-04-12,405063.9,1769.4270,11.0744,0.9907
2025-04-13,405996.1,1765.3650,2.2825,0.9996
2025-04-14,406286.2,1764.1040,11.1116,0.9906
2025-04-15,405897.0,1765.7960,21.8259,0.9642
2025-04-16,404768.8,1770.7180,32.6463,0.9210
2025-04-17,402832.3,1779.2300,43.5563,0.8624
2025-04-18,400028.0,1791.7030,54.5938,0.7897
2025-04-19,396329.9,1808.4210,65.8134,0.7049
2025-04-20,391770.8,1829.4660,77.2788,0.6101
2025-04-21,386466.5,1854.5760,89.0583,0.5082
2025-04-22,380634.0,1882.9940,101.2171,0.4027
2025-04-23,374599.6,1913.3270,113.8074,0.2981
2025-04-24,368789.1,1943.4730,126.8546,0.2001
2025-04-25,363694.0,1970.7000,140.3406,0.1150
2025-04-26,359811.9,1991.9620,154.1795,0.0499
2025-04-27,357566.2,2004.4730,168.1073,0.0107
2025-04-28,357222.7,2006.4010,175.5242,0.0015
2025-04-29,358831.3,1997.4060,162.4835,0.0232
2025-04-30,362213.8,1978.7530,148.5947,0.0733
2025-05-01,367002.4,1952.9340,134.9760,0.1466
2025-05-02,372715.4,1923.0000,121.7756,0.2367
2025-05-03,378840.7,1891.9070,109.0389,0.3369
2025-05-04,384907.7,1862.0870,96.7564,0.4412
2025-05-05,390532.4,1835.2670,84.8841,0.5446
2025-05-06,395439.5,1812.4930,73.3593,0.6432
2025-05-07,399462.0,1794.2410,62.1119,0.7339
2025-05-08,402528.6,1780.5720,51.0742,0.8141
2025-05-09,404642.7,1771.2690,40.1878,0.8819
2025-05-10,405858.3,1765.9640,29.4133,0.9355
2025-05-11,406255.6,1764.2370,18.7617,0.9734
2025-05-12,405918.6,1765.7020,8.5530,0.9944
2025-05-13,404918.6,1770.0620,5.4350,0.9978
2025-05-14,403303.1,1777.1530,14.9968,0.9830
2025-05-15,401093.5,1786.9430,25.7989,0.9502
2025-05-16,398291.2,1799.5160,36.8878,0.8999
2025-05-17,394891.4,1815.0080,48.1951,0.8333
2025-05-18,390904.2,1833.5210,59.7360,0.7520
2025-05-19,386378.6,1854.9980,71.5473,0.6583
2025-05-20,381427.2,1879.0780,83.6731,0.5551
2025-05-21,376246.0,1904.9550,96.1549,0.4464
2025-05-22,371122.8,1931.2520,109.0210,0.3370
2025-05-23,366428.1,1955.9950,122.2725,0.2330
2025-05-24,362582.8,1976.7390,135.8681,0.1411
2025-05-25,360000.9,1990.9160,149.6996,0.0683
2025-05-26,359016.8,1996.3740,163.4982,0.0206
2025-05-27,359812.9,1991.9570,174.9437,0.0019
2025-05-28,362373.6,1977.8810,166.7379,0.0133
2025-05-29,366479.7,1955.7200,153.4681,0.0527
2025-05-30,371748.8,1928.0000,140.2809,0.1154
2025-05-31,377702.0,1897.6110,127.4743,0.1958
2025-06-01,383839.4,1867.2690,115.1062,0.2879
2025-06-02,389702.8,1839.1740,103.1635,0.3861
2025-06-03,394917.7,1814.8880,91.5965,0.4861
2025-06-04,399214.6,1795.3530,80.3363,0.5839
2025-06-05,402433.3,1780.9940,69.3060,0.6767
2025-06-06,404514.4,1771.8310,58.4300,0.7617
2025-06-07,405484.1,1767.5940,47.6405,0.8369
2025-06-08,405433.2,1767.8160,36.8853,0.8999
2025-06-09,404495.2,1771.9150,26.1448,0.9488
2025-06-10,402823.1,1779.2700,15.5118,0.9818
2025-06-11,400568.4,1789.2850,6.1361,0.9971
2025-06-12,397864.3,1801.4460,9.1429,0.9937
2025-06-13,394814.9,1815.3600,19.7371,0.9706
2025-06-14,391493.0,1830.7640,31.1186,0.9281
2025-06-15,387946.9,1847.4990,42.8315,0.8667
2025-06-16,384215.7,1865.4400,54.8131,0.7881
2025-06-17,380351.0,1884.3950,67.0584,0.6949
2025-06-18,376440.1,1903.9720,79.5770,0.5905
2025-06-19,372625.9,1923.4620,92.3788,0.4792
2025-06-20,369116.3,1941.7500,105.4636,0.3667
2025-06-21,366177.4,1957.3340,118.8100,0.2590
2025-06-22,364106.4,1968.4680,132.3642,0.1631
2025-06-23,363185.7,1973.4580,146.0251,0.0853
2025-06-24,363626.3,1971.0670,159.5945,0.0314
2025-06-25,365514.5,1960.8840,172.1950,0.0046
2025-06-26,368780.6,1943.5180,171.0636,0.0061
2025-06-27,373198.0,1920.5130,158.7256,0.0341
2025-06-28,378414.3,1894.0390,146.0907,0.0851
2025-06-29,384003.3,1866.4720,133.7505,0.1543
2025-06-30,389522.6,1840.0250,121.7804,0.2367
2025-07-01,394563.8,1816.5150,110.1672,0.3276
2025-07-02,398790.3,1797.2630,98.8600,0.4230
2025-07-03,401958.5,1783.0970,87.7888,0.5193
2025-07-04,403927.2,1774.4070,76.8744,0.6135
2025-07-05,404656.4,1771.2090,66.0369,0.7031
2025-07-06,404198.1,1773.2180,55.2007,0.7853
2025-07-07,402682.4,1779.8920,44.3015,0.8578
2025-07-08,400298.1,1790.4930,33.2943,0.9179
2025-07-09,397270.3,1804.1400,22.1791,0.9630
2025-07-10,393835.7,1819.8740,11.1647,0.9905
2025-07-11,390218.4,1836.7440,4.6599,0.9983
2025-07-12,386609.2,1853.8910,14.1290,0.9849
2025-07-13,383152.1,1870.6190,25.9811,0.9495
2025-07-14,379940.1,1886.4330,38.2568,0.8926
2025-07-15,377023.6,1901.0260,50.7896,0.8161
2025-07-16,374428.2,1914.2030,63.5281,0.7229
2025-07-17,372178.1,1925.7760,76.4443,0.6172
2025-07-18,370319.2,1935.4430,89.5166,0.5042
2025-07-19,368933.8,1942.7100,102.7214,0.3899
2025-07-20,368142.3,1946.8870,116.0261,0.2806
2025-07-21,368087.8,1947.1760,129.3824,0.1827
2025-07-22,368906.4,1942.8550,142.7197,0.1021
2025-07-23,370689.3,1933.5100,155.9308,0.0435
2025-07-24,373447.0,1919.2320,168.7448,0.0096
2025-07-25,377086.2,1900.7100,175.5810,0.0015
2025-07-26,381407.4,1879.1760,164.5658,0.0180
2025-07-27,386122.0,1856.2300,152.4610,0.0567
2025-07-28,390885.6,1833.6090,140.5720,0.1138
2025-07-29,395337.5,1812.9610,128.9751,0.1855
2025-07-30,399138.6,1795.6950,117.6518,0.2680
2025-07-31,402004.1,1782.8950,106.5505,0.3576
2025-08-01,403726.0,1775.2910,95.6015,0.4512
2025-08-02,404187.8,1773.2630,84.7255,0.5460
2025-08-03,403371.2,1776.8520,73.8397,0.6392
2025-08-04,401355.3,1785.7770,62.8633,0.7280
2025-08-05,398309.5,1799.4330,51.7226,0.8097
2025-08-06,394479.4,1816.9040,40.3572,0.8810
2025-08-07,390165.7,1836.9920,28.7288,0.9384
2025-08-08,385695.9,1858.2810,16.8475,0.9785
2025-08-09,381391.2,1879.2550,5.1205,0.9980
2025-08-10,377531.9,1898.4660,8.6661,0.9943
2025-08-11,374327.9,1914.7160,21.2309,0.9661
2025-08-12,371901.0,1927.2110,34.1863,0.9136
2025-08-13,370283.5,1935.6290,47.3120,0.8390
2025-08-14,369435.4,1940.0730,60.5252,0.7460
2025-08-15,369272.6,1940.9280,73.7680,0.6398
2025-08-16,369701.4,1938.6770,86.9969,0.5262
2025-08-17,370645.9,1933.7370,100.1788,0.4116
2025-08-18,372064.2,1926.3650,113.2867,0.3023
2025-08-19,373947.7,1916.6620,126.2938,0.2040
2025-08-20,376306.2,1904.6500,139.1703,0.1216
2025-08-21,379143.2,1890.3980,151.8794,0.0590
2025-08-22,382429.3,1874.1540,164.3705,0.0185
2025-08-23,386081.4,1856.4260,176.3739,0.0010
2025-08-24,389952.4,1837.9970,171.0489,0.0061
2025-08-25,393835.3,1819.8760,159.3493,0.0321
2025-08-26,397478.8,1803.1940,147.8484,0.0767
2025-08-27,400611.6,1789.0920,136.5721,0.1369
2025-08-28,402970.2,1778.6210,125.4873,0.2098
2025-08-29,404325.6,1772.6580,114.5397,0.2924
2025-08-30,404508.5,1771.8570,103.6607,0.3819
2025-08-31,403427.8,1776.6030,92.7721,0.4758
2025-09-01,401085.2,1786.9800,81.7903,0.5714
2025-09-02,397583.2,1802.7200,70.6312,0.6658
2025-09-03,393126.1,1823.1590,59.2159,0.7559
2025-09-04,388012.4,1847.1870,47.4773,0.8379
2025-09-05,382615.6,1873.2410,35.3678,0.9077
2025-09-06,377353.1,1899.3650,22.8674,0.9607
2025-09-07,372641.8,1923.3800,9.9908,0.9924
2025-09-08,368846.5,1943.1700,3.2312,0.9992
2025-09-09,366230.8,1957.0490,16.6755,0.9790
2025-09-10,364921.4,1964.0710,30.2713,0.9318
2025-09-11,364900.0,1964.1870,43.9016,0.8603
2025-09-12,366023.0,1958.1600,57.4666,0.7689
2025-09-13,368065.3,1947.2950,70.8879,0.6637
2025-09-14,370771.8,1933.0800,84.1141,0.5513
2025-09-15,373904.7,1916.8830,97.1185,0.4380
2025-09-16,377274.0,1899.7640,109.8932,0.3299
2025-09-17,380748.6,1882.4270,122.4416,0.2318
2025-09-18,384250.1,1865.2730,134.7712,0.1478
2025-09-19,387733.8,1848.5140,146.8886,0.0812
2025-09-20,391164.1,1832.3030,158.7963,0.0338
2025-09-21,394491.5,1816.8480,170.4822,0.0069
2025-09-22,397635.0,1802.4850,177.7287,0.0004
2025-09-23,400474.2,1789.7060,166.5883,0.0136
2025-09-24,402852.1,1779.1420,155.4504,0.0452
2025-09-25,404586.5,1771.5150,144.4480,0.0932
2025-09-26,405489.3,1767.5710,133.5488,0.1555
2025-09-27,405388.8,1768.0090,122.7027,0.2299
2025-09-28,404154.0,1773.4110,111.8462,0.3140
2025-09-29,401717.6,1784.1670,100.9054,0.4054
2025-09-30,398096.7,1800.3950,89.7997,0.5017
2025-10-01,393409.0,1821.8480,78.4457,0.6001
2025-10-02,387882.2,1847.8070,66.7640,0.6972
2025-10-03,381852.7,1876.9840,54.6879,0.7890
2025-10-04,375750.7,1907.4660,42.1752,0.8705
2025-10-05,370065.2,1936.7710,29.2224,0.9363
2025-10-06,365290.3,1962.0880,15.8972,0.9809
2025-10-07,361855.4,1980.7130,3.0253,0.9993
2025-10-08,360054.6,1990.6200,12.1746,0.9888
2025-10-09,359995.9,1990.9440,26.0812,0.9491
2025-10-10,361588.1,1982.1770,39.9847,0.8831
