date,distance_km,apparent_diameter_arcsec,phase_angle,illumination_fraction
2023-01-19,364314.5,1967.3430,139.3570,0.1206
2023-01-20,360013.4,1990.8480,153.0217,0.0544
2023-01-21,357334.2,2005.7740,166.6633,0.0135
2023-01-22,356586.8,2009.9790,174.6771,0.0022
2023-01-23,357860.3,2002.8250,163.0592,0.0217
2023-01-24,361003.3,1985.3880,149.3272,0.0700
2023-01-25,365658.1,1960.1140,135.7317,0.1420
2023-01-26,371336.9,1930.1380,122.5203,0.2312
2023-01-27,377511.3,1898.5690,109.7658,0.3309
2023-01-28,383689.8,1867.9970,97.4707,0.4350
2023-01-29,389468.6,1840.2800,85.5963,0.5384
2023-01-30,394556.0,1816.5510,74.0817,0.6371
2023-01-31,398774.4,1797.3350,62.8577,0.7281
2023-02-01,402046.4,1782.7080,51.8571,0.8088
2023-02-02,404373.8,1772.4470,41.0228,0.8772
2023-02-03,405811.4,1766.1680,30.3197,0.9316
2023-02-04,406441.0,1763.4320,19.7704,0.9705
2023-02-05,406348.0,1763.8360,9.7158,0.9928
2023-02-06,405602.5,1767.0780,5.4756,0.9977
2023-02-07,404247.8,1773.0000,14.1569,0.9848
2023-02-08,402296.6,1781.5990,24.7171,0.9542
2023-02-09,399737.5,1793.0050,35.6290,0.9064
2023-02-10,396548.4,1807.4250,46.7659,0.8425
2023-02-11,392718.5,1825.0510,58.1304,0.7640
2023-02-12,388274.0,1845.9420,69.7573,0.6730
2023-02-13,383304.5,1869.8750,81.6934,0.5722
2023-02-14,377986.3,1896.1840,93.9864,0.4652
2023-02-15,372595.0,1923.6210,106.6745,0.3565
2023-02-16,367501.6,1950.2810,119.7720,0.2517
2023-02-17,363145.2,1973.6780,133.2533,0.1574
2023-02-18,359978.2,1991.0420,147.0314,0.0805
2023-02-19,358390.8,1999.8610,160.8969,0.0275
2023-02-20,358630.4,1998.5250,173.6756,0.0030
2023-02-21,360741.6,1986.8290,169.2570,0.0088
2023-02-22,364548.3,1966.0820,156.0070,0.0432
2023-02-23,369685.6,1938.7600,142.7148,0.1022
2023-02-24,375668.4,1907.8830,129.7954,0.1800
2023-02-25,381972.0,1876.3980,117.3276,0.2705
2023-02-26,388103.5,1846.7530,105.3070,0.3680
2023-02-27,393652.0,1820.7230,93.6872,0.4678
2023-02-28,398314.7,1799.4100,82.3987,0.5661
2023-03-01,401904.1,1783.3390,71.3623,0.6598
2023-03-02,404341.2,1772.5900,60.4980,0.7462
2023-03-03,405639.5,1766.9160,49.7317,0.8232
2023-03-04,405884.0,1765.8520,39.0016,0.8885
2023-03-05,405207.3,1768.8010,28.2664,0.9404
2023-03-06,403765.5,1775.1180,17.5375,0.9767
2023-03-07,401715.1,1784.1780,7.1984,0.9961
2023-03-08,399194.3,1795.4450,6.3085,0.9970
2023-03-09,396309.6,1808.5140,16.7860,0.9787
2023-03-10,393132.2,1823.1310,28.1016,0.9411
2023-03-11,389703.0,1839.1730,39.7134,0.8846
2023-03-12,386047.6,1856.5880,51.5717,0.8108
2023-03-13,382198.6,1875.2850,63.6796,0.7217
2023-03-14,378221.0,1895.0070,76.0540,0.6205
2023-03-15,374235.7,1915.1880,88.7138,0.5112
2023-03-16,370434.6,1934.8400,101.6708,0.3988
2023-03-17,367080.0,1952.5210,114.9193,0.2893
2023-03-18,364483.3,1966.4320,128.4258,0.1892
2023-03-19,362962.2,1974.6730,142.1199,0.1053
2023-03-20,362781.8,1975.6550,155.8824,0.0436
2023-03-21,364093.6,1968.5370,169.4596,0.0084
2023-03-22,366891.0,1953.5270,175.4717,0.0016
2023-03-23,370995.9,1931.9120,162.8782,0.0222
2023-03-24,376081.7,1905.7860,149.9756,0.0671
2023-03-25,381723.2,1877.6210,137.4278,0.1318
2023-03-26,387458.1,1849.8290,125.2896,0.2112
2023-03-27,392844.8,1824.4640,113.5449,0.3003
2023-03-28,397506.3,1803.0690,102.1426,0.3948
2023-03-29,401158.1,1786.6550,91.0113,0.4912
2023-03-30,403620.9,1775.7530,80.0691,0.5862
2023-03-31,404822.1,1770.4840,69.2311,0.6773
2023-04-01,404787.8,1770.6340,58.4151,0.7619
2023-04-02,403629.6,1775.7150,47.5466,0.8375
2023-04-03,401525.5,1785.0200,36.5619,0.9016
2023-04-04,398697.3,1797.6820,25.4136,0.9516
2023-04-05,395385.6,1812.7400,14.0830,0.9850
2023-04-06,391823.8,1829.2180,2.8795,0.9994
2023-04-07,388215.6,1846.2200,9.5823,0.9930
2023-04-08,384718.1,1863.0040,21.5750,0.9650
2023-04-09,381435.0,1879.0400,33.8403,0.9153
2023-04-10,378421.3,1894.0040,46.3193,0.8453
2023-04-11,375700.5,1907.7210,58.9890,0.7576
2023-04-12,373287.3,1920.0530,71.8333,0.6559
2023-04-13,371214.3,1930.7760,84.8387,0.5450
2023-04-14,369550.9,1939.4670,97.9903,0.4305
2023-04-15,368410.9,1945.4680,111.2656,0.3186
2023-04-16,367942.9,1947.9420,124.6289,0.2158
2023-04-17,368303.5,1946.0350,138.0276,0.1282
2023-04-18,369619.3,1939.1080,151.3922,0.0610
2023-04-19,371946.2,1926.9770,164.6407,0.0178
2023-04-20,375238.3,1910.0700,177.6668,0.0004
2023-04-21,379336.7,1889.4330,169.5117,0.0084
2023-04-22,383979.2,1866.5890,157.0560,0.0396
2023-04-23,388830.6,1843.3000,144.9459,0.0907
2023-04-24,393522.0,1821.3250,133.1796,0.1579
2023-04-25,397692.6,1802.2240,121.7265,0.2371
2023-04-26,401025.8,1787.2450,110.5333,0.3246
2023-04-27,403276.2,1777.2710,99.5305,0.4172
2023-04-28,404287.8,1772.8240,88.6383,0.5119
2023-04-29,404002.9,1774.0740,77.7720,0.6059
2023-04-30,402463.9,1780.8580,66.8472,0.6966
2023-05-01,399808.4,1792.6870,55.7846,0.7811
2023-05-02,396256.9,1808.7540,44.5147,0.8565
2023-05-03,392093.9,1827.9580,32.9834,0.9194
2023-05-04,387642.1,1848.9510,21.1573,0.9663
2023-05-05,383230.3,1870.2370,9.0418,0.9938
2023-05-06,379158.7,1890.3200,3.6010,0.9990
2023-05-07,375666.6,1907.8930,16.2097,0.9801
2023-05-08,372909.8,1921.9970,29.1328,0.9368
2023-05-09,370953.2,1932.1350,42.2233,0.8703
2023-05-10,369781.1,1938.2590,55.4153,0.7838
2023-05-11,369322.8,1940.6640,68.6529,0.6820
2023-05-12,369486.1,1939.8070,81.8916,0.5705
2023-05-13,370188.0,1936.1290,95.0964,0.4556
2023-05-14,371375.9,1929.9350,108.2394,0.3435
2023-05-15,373033.1,1921.3620,121.2941,0.2403
2023-05-16,375168.0,1910.4280,134.2312,0.1512
2023-05-17,377792.5,1897.1570,147.0143,0.0806
2023-05-18,380894.4,1881.7070,159.5926,0.0314
2023-05-19,384413.4,1864.4810,171.8226,0.0051
2023-05-20,388226.8,1846.1670,175.2067,0.0018
2023-05-21,392147.7,1827.7070,163.6807,0.0202
2023-05-22,395937.8,1810.2120,152.1077,0.0581
2023-05-23,399328.5,1794.8410,140.7490,0.1128
2023-05-24,402048.6,1782.6980,129.5953,0.1813
2023-05-25,403852.1,1774.7370,118.6020,0.2607
2023-05-26,404543.7,1771.7020,107.7067,0.3479
2023-05-27,404000.1,1774.0860,96.8353,0.4405
2023-05-28,402185.6,1782.0910,85.9068,0.5357
2023-05-29,399162.1,1795.5890,74.8379,0.6308
2023-05-30,395093.3,1814.0810,63.5487,0.7227
2023-05-31,390239.7,1836.6440,51.9697,0.8080
2023-06-01,384944.1,1861.9100,40.0510,0.8827
2023-06-02,379606.3,1888.0910,27.7776,0.9424
2023-06-03,374643.5,1913.1030,15.2235,0.9824
2023-06-04,370442.5,1934.7980,3.7470,0.9989
2023-06-05,367309.2,1951.3030,12.0154,0.9891
2023-06-06,365427.4,1961.3520,25.3109,0.9520
2023-06-07,364839.7,1964.5110,38.8571,0.8894
2023-06-08,365455.5,1961.2010,52.4200,0.8050
2023-06-09,367085.0,1952.4950,65.8880,0.7043
2023-06-10,369488.7,1939.7930,79.1904,0.5938
2023-06-11,372425.1,1924.4980,92.2857,0.4801
2023-06-12,375687.7,1907.7860,105.1547,0.3693
2023-06-13,379123.3,1890.4970,117.7920,0.2668
2023-06-14,382632.2,1873.1600,130.1973,0.1773
2023-06-15,386153.8,1856.0780,142.3664,0.1040
2023-06-16,389644.7,1839.4490,154.2753,0.0495
2023-06-17,393055.4,1823.4870,165.8050,0.0153
2023-06-18,396311.6,1808.5040,175.4304,0.0016
2023-06-19,399303.2,1794.9550,169.7064,0.0081
2023-06-20,401884.0,1783.4280,158.9294,0.0334
2023-06-21,403880.3,1774.6130,147.9959,0.0760
2023-06-22,405107.0,1769.2390,137.1113,0.1337
2023-06-23,405388.9,1768.0090,126.2726,0.2042
2023-06-24,404583.5,1771.5280,115.4344,0.2853
2023-06-25,402603.6,1780.2400,104.5330,0.3745
2023-06-26,399438.6,1794.3460,93.4939,0.4695
2023-06-27,395170.9,1813.7250,82.2381,0.5675
2023-06-28,389987.4,1837.8320,70.6882,0.6653
2023-06-29,384181.9,1865.6040,58.7774,0.7592
2023-06-30,378145.1,1895.3880,46.4617,0.8444
2023-07-01,372337.8,1924.9500,33.7400,0.9158
2023-07-02,367245.5,1951.6420,20.7093,0.9677
2023-07-03,363315.3,1972.7540,8.0722,0.9950
2023-07-04,360887.8,1986.0240,8.7050,0.9942
2023-07-05,360139.8,1990.1490,21.8339,0.9641
2023-07-06,361056.8,1985.0940,35.6095,0.9065
2023-07-07,363447.2,1972.0380,49.3411,0.8258
2023-07-08,366991.5,1952.9920,62.8497,0.7282
2023-07-09,371309.9,1930.2780,76.0503,0.6205
2023-07-10,376028.0,1906.0590,88.9087,0.5095
2023-07-11,380824.4,1882.0520,101.4258,0.4009
2023-07-12,385455.8,1859.4390,113.6230,0.2996
2023-07-13,389760.7,1838.9010,125.5307,0.2094
2023-07-14,393647.0,1820.7460,137.1774,0.1332
2023-07-15,397070.8,1805.0460,148.5755,0.0733
2023-07-16,400011.8,1791.7750,159.6840,0.0311
2023-07-17,402450.6,1780.9170,170.1378,0.0074
2023-07-18,404351.7,1772.5440,174.3995,0.0024
2023-07-19,405654.2,1766.8520,165.5911,0.0157
2023-07-20,406271.2,1764.1690,155.0802,0.0466
2023-07-21,406097.6,1764.9230,144.3704,0.0936
2023-07-22,405025.5,1769.5950,133.5800,0.1553
2023-07-23,402963.7,1778.6490,122.6963,0.2299
2023-07-24,399861.3,1792.4500,111.6716,0.3154
2023-07-25,395731.1,1811.1570,100.4420,0.4094
2023-07-26,390671.8,1834.6120,88.9364,0.5093
2023-07-27,384885.1,1862.1960,77.0841,0.6118
2023-07-28,378682.7,1892.6970,64.8248,0.7127
2023-07-29,372479.8,1924.2160,52.1225,0.8070
2023-07-30,366766.9,1954.1890,38.9849,0.8886
2023-07-31,362057.3,1979.6080,25.5036,0.9513
2023-08-01,358813.8,1997.5030,12.0790,0.9889
2023-08-02,357367.1,2005.5900,5.8395,0.9974
2023-08-03,357850.3,2002.8820,18.0741,0.9753
2023-08-04,360173.1,1989.9650,31.8765,0.9246
2023-08-05,364045.4,1968.7970,45.5850,0.8500
2023-08-06,369042.0,1942.1410,58.9692,0.7578
2023-08-07,374683.8,1912.8970,71.9473,0.6550
2023-08-08,380512.2,1883.5970,84.5031,0.5479
2023-08-09,386140.7,1856.1400,96.6605,0.4420
2023-08-10,391281.4,1831.7540,108.4661,0.3416
2023-08-11,395748.4,1811.0780,119.9764,0.2502
2023-08-12,399446.2,1794.3120,131.2470,0.1703
2023-08-13,402348.7,1781.3680,142.3235,0.1042
2023-08-14,404474.5,1772.0060,153.2276,0.0536
2023-08-15,405861.8,1765.9490,163.8995,0.0196
2023-08-16,406547.7,1762.9700,173.5731,0.0031
2023-08-17,406552.4,1762.9490,172.2284,0.0046
2023-08-18,405871.7,1765.9060,162.2088,0.0239
2023-08-19,404477.7,1771.9920,151.4978,0.0606
2023-08-20,402327.4,1781.4620,140.5822,0.1138
2023-08-21,399379.8,1794.6110,129.4984,0.1820
2023-08-22,395617.1,1811.6790,118.2182,0.2636
2023-08-23,391070.5,1832.7420,106.6926,0.3564
2023-08-24,385844.3,1857.5660,94.8637,0.4576
2023-08-25,380136.8,1885.4570,82.6738,0.5638
2023-08-26,374250.3,1915.1130,70.0754,0.6704
2023-08-27,368585.7,1944.5460,57.0449,0.7720
2023-08-28,363613.2,1971.1380,43.5985,0.8621
2023-08-29,359817.0,1991.9340,29.8147,0.9338
2023-08-30,357618.4,2004.1800,15.9038,0.9808
2023-08-31,357293.6,2006.0020,4.0026,0.9988
2023-09-01,358911.5,1996.9590,13.5561,0.9861
2023-09-02,362314.8,1978.2010,27.2480,0.9445
2023-09-03,367151.7,1952.1400,40.7749,0.8787
2023-09-04,372945.6,1921.8120,53.9083,0.7946
2023-09-05,379178.3,1890.2230,66.5891,0.6987
2023-09-06,385362.3,1859.8890,78.8227,0.5969
2023-09-07,391091.6,1832.6430,90.6524,0.4943
2023-09-08,396066.6,1809.6230,102.1430,0.3948
2023-09-09,400099.6,1791.3820,113.3682,0.3017
2023-09-10,403105.4,1778.0240,124.4016,0.2175
2023-09-11,405082.7,1769.3450,135.3108,0.1445
2023-09-12,406091.3,1764.9510,146.1513,0.0847
2023-09-13,406227.9,1764.3570,156.9585,0.0399
2023-09-14,405601.8,1767.0810,167.7006,0.0115
2023-09-15,404315.4,1772.7030,176.9870,0.0007
2023-09-16,402449.3,1780.9230,169.5424,0.0083
2023-09-17,400055.5,1791.5790,158.5652,0.0346
2023-09-18,397158.9,1804.6460,147.3061,0.0792
2023-09-19,393768.4,1820.1850,135.8433,0.1413
2023-09-20,389895.5,1838.2650,124.1646,0.2192
2023-09-21,385578.7,1858.8460,112.2389,0.3108
2023-09-22,380909.0,1881.6350,100.0284,0.4129
2023-09-23,376051.8,1905.9380,87.4962,0.5218
2023-09-24,371259.4,1930.5410,74.6150,0.6326
2023-09-25,366866.0,1953.6600,61.3788,0.7395
2023-09-26,363261.1,1973.0480,47.8143,0.8357
2023-09-27,360838.0,1986.2980,33.9903,0.9145
2023-09-28,359925.4,1991.3340,20.0258,0.9698
2023-09-29,360716.6,1986.9670,6.1786,0.9971
2023-09-30,363219.1,1973.2760,8.1163,0.9950
2023-10-01,367243.1,1951.6540,21.6098,0.9649
2023-10-02,372431.4,1924.4660,34.8112,0.9105
2023-10-03,378320.8,1894.5070,47.5872,0.8373
2023-10-04,384414.0,1864.4780,59.9153,0.7507
2023-10-05,390243.3,1836.6270,71.8197,0.6560
2023-10-06,395416.8,1812.5970,83.3554,0.5579
2023-10-07,399644.3,1793.4230,94.5962,0.4599
2023-10-08,402746.6,1779.6080,105.6242,0.3653
2023-10-09,404651.2,1771.2320,116.5224,0.2767
2023-10-10,405380.6,1768.0450,127.3692,0.1965
2023-10-11,405033.6,1769.5600,138.2346,0.1270
2023-10-12,403763.4,1775.1270,149.1772,0.0706
2023-10-13,401753.3,1784.0080,160.2429,0.0294
2023-10-14,399192.9,1795.4510,171.4627,0.0055
2023-10-15,396255.7,1808.7600,177.1076,0.0006
2023-10-16,393082.8,1823.3600,165.5323,0.0159
2023-10-17,389774.3,1838.8370,153.7470,0.0516
2023-10-18,386391.2,1854.9370,141.7629,0.1073
2023-10-19,382967.9,1871.5180,129.5772,0.1815
2023-10-20,379533.1,1888.4560,117.1841,0.2716
2023-10-21,376135.4,1905.5150,104.5751,0.3742
2023-10-22,372867.4,1922.2150,91.7421,0.4848
2023-10-23,369881.4,1937.7330,78.6839,0.5981
2023-10-24,367389.6,1950.8760,65.4129,0.7080
2023-10-25,365645.4,1960.1830,51.9638,0.8081
2023-10-26,364905.0,1964.1590,38.3981,0.8918
2023-10-27,365376.2,1961.6270,24.8051,0.9539
2023-10-28,367165.2,1952.0690,11.3018,0.9903
2023-10-29,370240.2,1935.8560,2.2765,0.9996
2023-10-30,374420.4,1914.2430,15.1611,0.9826
2023-10-31,379396.3,1889.1370,27.8498,0.9421
2023-11-01,384771.7,1862.7450,40.1561,0.8822
2023-11-02,390117.4,1837.2200,52.0739,0.8073
2023-11-03,395021.9,1814.4090,63.6340,0.7221
2023-11-04,399131.7,1795.7260,74.8932,0.6303
2023-11-05,402179.3,1782.1180,85.9248,0.5355
2023-11-06,403997.7,1774.0970,96.8120,0.4407
2023-11-07,404525.1,1771.7840,107.6406,0.3485
2023-11-08,403801.3,1774.9600,118.4938,0.2614
2023-11-09,401956.9,1783.1050,129.4471,0.1823
2023-11-10,399196.7,1795.4340,140.5638,0.1138
2023-11-11,395777.6,1810.9450,151.8877,0.0590
2023-11-12,391981.1,1828.4840,163.4258,0.0208
2023-11-13,388084.1,1846.8460,174.9115,0.0020
2023-11-14,384329.3,1864.8890,172.0784,0.0048
2023-11-15,380902.0,1881.6690,159.9143,0.0304
2023-11-16,377917.9,1896.5270,147.3867,0.0789
2023-11-17,375424.2,1909.1240,134.6617,0.1486
2023-11-18,373416.3,1919.3900,121.7937,0.2366
2023-11-19,371864.3,1927.4010,108.8193,0.3387
2023-11-20,370743.4,1933.2280,95.7667,0.4498
2023-11-21,370058.7,1936.8050,82.6591,0.5639
2023-11-22,369857.7,1937.8580,69.5215,0.6749
2023-11-23,370226.3,1935.9290,56.3860,0.7768
2023-11-24,371267.4,1930.4990,43.2981,0.8639
2023-11-25,373068.9,1921.1770,30.3233,0.9316
2023-11-26,375666.8,1907.8910,17.5759,0.9766
2023-11-27,379016.6,1891.0290,5.6677,0.9976
2023-11-28,382979.0,1871.4640,8.5131,0.9945
2023-11-29,387324.9,1850.4650,20.2249,0.9692
2023-11-30,391757.3,1829.5290,31.9258,0.9244
2023-12-01,395943.5,1810.1860,43.3797,0.8634
2023-12-02,399551.7,1793.8380,54.5839,0.7898
2023-12-03,402285.1,1781.6500,65.5811,0.7067
2023-12-04,403909.3,1774.4850,76.4361,0.6173
2023-12-05,404273.4,1772.8870,87.2262,0.5242
2023-12-06,403323.3,1777.0640,98.0354,0.4301
2023-12-07,401108.1,1786.8780,108.9483,0.3376
2023-12-08,397779.5,1801.8310,120.0442,0.2496
2023-12-09,393583.0,1821.0420,131.3900,0.1694
2023-12-10,388841.0,1843.2500,143.0295,0.1005
2023-12-11,383925.0,1866.8530,154.9597,0.0470
2023-12-12,379218.3,1890.0230,167.0091,0.0128
2023-12-13,375072.6,1910.9140,175.6944,0.0014
2023-12-14,371764.1,1927.9200,165.8536,0.0152
2023-12-15,369461.5,1939.9360,152.9637,0.0547
2023-12-16,368211.5,1946.5210,139.7527,0.1184
2023-12-17,367950.7,1947.9010,126.4596,0.2029
2023-12-18,368537.1,1944.8020,113.1904,0.3031
2023-12-19,369793.9,1938.1920,100.0108,0.4131
2023-12-20,371552.0,1929.0210,86.9615,0.5265
2023-12-21,373680.1,1918.0350,74.0662,0.6373
2023-12-22,376098.1,1905.7030,61.3403,0.7398
2023-12-23,378771.3,1892.2540,48.7994,0.8293
2023-12-24,381691.1,1877.7790,36.4693,0.9021
2023-12-25,384848.8,1862.3710,24.4095,0.9553
2023-12-26,388208.8,1846.2520,12.8483,0.9875
2023-12-27,391688.6,1829.8500,4.7818,0.9983
2023-12-28,395150.8,1813.8170,12.3868,0.9884
2023-12-29,398406.5,1798.9950,23.2631,0.9594
2023-12-30,401230.3,1786.3340,34.2350,0.9134
2023-12-31,403382.3,1776.8040,45.1131,0.8529
2024-01-01,404634.3,1771.3060,55.8978,0.7804
2024-01-02,404796.0,1770.5990,66.6352,0.6983
2024-01-03,403738.8,1775.2350,77.3915,0.6092
2024-01-04,401416.9,1785.5030,88.2446,0.5153
2024-01-05,397882.9,1801.3620,99.2774,0.4194
2024-01-06,393297.4,1822.3650,110.5715,0.3243
2024-01-07,387930.3,1847.5780,122.1983,0.2336
2024-01-08,382150.7,1875.5200,134.2077,0.1513
2024-01-09,376401.8,1904.1660,146.6075,0.0825
2024-01-10,371158.4,1931.0670,159.3050,0.0322
2024-01-11,366868.6,1953.6470,171.5865,0.0054
2024-01-12,363889.3,1969.6420,171.5061,0.0055
2024-01-13,362429.6,1977.5750,158.7525,0.0340
2024-01-14,362520.4,1977.0790,145.1638,0.0896
2024-01-15,364022.2,1968.9230,131.5357,0.1685
2024-01-16,366666.7,1954.7220,118.0628,0.2648
2024-01-17,370120.4,1936.4820,104.8406,0.3719
2024-01-18,374047.5,1916.1510,91.9136,0.4833
2024-01-19,378159.2,1895.3170,79.2917,0.5929
2024-01-20,382240.2,1875.0810,66.9640,0.6956
2024-01-21,386152.6,1856.0830,54.9099,0.7874
2024-01-22,389823.6,1838.6040,43.1106,0.8650
2024-01-23,393222.7,1822.7110,31.5618,0.9260
2024-01-24,396334.9,1808.3980,20.3097,0.9689
2024-01-25,399136.2,1795.7060,9.7109,0.9928
2024-01-26,401576.1,1784.7960,5.4888,0.9977
2024-01-27,403568.0,1775.9860,14.4961,0.9841
2024-01-28,404991.1,1769.7450,25.0298,0.9531
2024-01-29,405700.0,1766.6530,35.6944,0.9061
2024-01-30,405542.6,1767.3390,46.3854,0.8449
2024-01-31,404381.7,1772.4120,57.1203,0.7715
2024-02-01,402120.3,1782.3800,67.9504,0.6877
2024-02-02,398726.0,1797.5530,78.9442,0.5959
2024-02-03,394253.4,1817.9460,90.1787,0.4984
2024-02-04,388862.5,1843.1480,101.7332,0.3983
2024-02-05,382828.8,1872.1980,113.6799,0.2992
2024-02-06,376540.0,1903.4670,126.0720,0.2056
2024-02-07,370475.0,1934.6290,138.9273,0.1230
2024-02-08,365159.0,1962.7940,152.1993,0.0577
2024-02-09,361094.8,1984.8850,165.6637,0.0156
2024-02-10,358681.8,1998.2380,175.7356,0.0014
2024-02-11,358140.9,2001.2560,164.8261,0.0174
2024-02-12,359472.2,1993.8450,150.9745,0.0628
2024-02-13,362461.7,1977.4000,137.1369,0.1335
2024-02-14,366734.6,1954.3600,123.5771,0.2235
2024-02-15,371834.9,1927.5530,110.3974,0.3258
2024-02-16,377305.2,1899.6070,97.6318,0.4336
2024-02-17,382747.7,1872.5950,85.2702,0.5412
2024-02-18,387857.9,1847.9220,73.2750,0.6439
2024-02-19,392434.2,1826.3730,61.5951,0.7378
2024-02-20,396367.5,1808.2490,50.1768,0.8202
2024-02-21,399621.3,1793.5260,38.9722,0.8887
2024-02-22,402204.5,1782.0070,27.9480,0.9417
2024-02-23,404145.5,1773.4480,17.1122,0.9779
2024-02-24,405469.1,1767.6590,6.7847,0.9965
2024-02-25,406179.7,1764.5670,5.9626,0.9973
2024-02-26,406252.3,1764.2510,16.0855,0.9804
2024-02-27,405633.5,1766.9430,26.7493,0.9465
2024-02-28,404250.4,1772.9880,37.5354,0.8965
2024-02-29,402026.6,1782.7950,48.4339,0.8318
2024-03-01,398905.5,1796.7440,59.4840,0.7539
2024-03-02,394874.9,1815.0840,70.7426,0.6649
2024-03-03,389993.6,1837.8030,82.2766,0.5672
2024-03-04,384414.1,1864.4770,94.1554,0.4638
2024-03-05,378398.5,1894.1180,106.4429,0.3585
2024-03-06,372320.3,1925.0400,119.1856,0.2562
2024-03-07,366645.5,1954.8360,132.3983,0.1628
2024-03-08,361888.3,1980.5330,146.0475,0.0852
2024-03-09,358539.4,1999.0320,160.0301,0.0300
2024-03-10,356979.4,2007.7680,173.9846,0.0027
2024-03-11,357399.7,2005.4070,170.9709,0.0062
2024-03-12,359758.0,1992.2610,156.9508,0.0399
2024-03-13,363787.9,1970.1910,143.0853,0.1003
2024-03-14,369056.6,1942.0640,129.6019,0.1813
2024-03-15,375050.0,1911.0290,116.5773,0.2763
2024-03-16,381255.8,1879.9230,104.0256,0.3788
2024-03-17,387227.1,1850.9330,91.9174,0.4833
2024-03-18,392619.2,1825.5130,80.1961,0.5851
2024-03-19,397200.8,1804.4560,68.7917,0.6809
2024-03-20,400848.1,1788.0370,57.6302,0.7677
2024-03-21,403527.3,1776.1650,46.6413,0.8433
2024-03-22,405271.1,1768.5230,35.7626,0.9057
2024-03-23,406152.8,1764.6830,24.9418,0.9533
2024-03-24,406261.8,1764.2100,14.1404,0.9848
2024-03-25,405682.2,1766.7300,3.4042,0.9991
2024-03-26,404478.0,1771.9900,7.6874,0.9955
2024-03-27,402684.5,1779.8830,18.6315,0.9738
2024-03-28,400309.5,1790.4420,29.7132,0.9343
2024-03-29,397343.0,1803.8100,40.9439,0.8777
2024-03-30,393774.3,1820.1570,52.3587,0.8054
2024-03-31,389616.4,1839.5820,64.0016,0.7192
2024-04-01,384930.9,1861.9740,75.9220,0.6216
2024-04-02,379853.7,1886.8620,88.1706,0.5160
2024-04-03,374611.6,1913.2660,100.7914,0.4064
2024-04-04,369526.6,1939.5940,113.8116,0.2981
2024-04-05,364999.1,1963.6530,127.2292,0.1975
2024-04-06,361465.8,1982.8480,141.0017,0.1114
2024-04-07,359334.0,1994.6120,155.0390,0.0467
2024-04-08,358903.8,1997.0020,169.2061,0.0088
2024-04-09,360299.9,1989.2640,176.6285,0.0009
2024-04-10,363435.7,1972.1000,162.6931,0.0227
2024-04-11,368025.3,1947.5060,149.0751,0.0711
2024-04-12,373636.1,1918.2610,135.8815,0.1411
2024-04-13,379764.1,1887.3070,123.1567,0.2266
2024-04-14,385908.6,1857.2570,110.8973,0.3217
2024-04-15,391629.4,1830.1270,99.0627,0.4212
2024-04-16,396583.0,1807.2670,87.5881,0.5210
2024-04-17,400536.7,1789.4270,76.3954,0.6176
2024-04-18,403368.1,1776.8660,65.4030,0.7081
2024-04-19,405052.9,1769.4750,54.5319,0.7901
2024-04-20,405646.7,1766.8850,43.7105,0.8614
2024-04-21,405263.2,1768.5570,32.8783,0.9199
2024-04-22,404050.0,1773.8670,21.9899,0.9636
2024-04-23,402166.1,1782.1770,11.0371,0.9907
2024-04-24,399760.4,1792.9020,1.6930,0.9998
2024-04-25,396957.3,1805.5620,11.6792,0.9897
2024-04-26,393847.5,1819.8190,23.1091,0.9599
2024-04-27,390489.7,1835.4680,34.7697,0.9107
2024-04-28,386920.5,1852.4000,46.6473,0.8433
2024-04-29,383173.5,1870.5140,58.7545,0.7594
2024-04-30,379302.9,1889.6020,71.1101,0.6619
2024-05-01,375407.2,1909.2110,83.7339,0.5546
2024-05-02,371647.5,1928.5250,96.6400,0.4422
2024-05-03,368252.8,1946.3030,109.8282,0.3304
2024-05-04,365507.0,1960.9250,123.2750,0.2256
2024-05-05,363714.9,1970.5860,136.9241,0.1348
2024-05-06,363150.7,1973.6480,150.6786,0.0640
2024-05-07,363998.7,1969.0500,164.3707,0.0185
2024-05-08,366304.0,1956.6580,176.7260,0.0008
2024-05-09,369948.4,1937.3830,167.8780,0.0112
2024-05-10,374660.3,1913.0170,154.9197,0.0472
2024-05-11,380055.0,1885.8630,142.2400,0.1047
2024-05-12,385690.1,1858.3090,129.9538,0.1789
2024-05-13,391124.3,1832.4900,118.0637,0.2648
2024-05-14,395964.4,1810.0900,106.5303,0.3578
2024-05-15,399898.3,1792.2830,95.2901,0.4539
2024-05-16,402713.1,1779.7560,84.2660,0.5500
2024-05-17,404299.6,1772.7720,73.3758,0.6430
2024-05-18,404649.1,1771.2410,62.5385,0.7306
2024-05-19,403841.9,1774.7820,51.6797,0.8100
2024-05-20,402030.7,1782.7770,40.7373,0.8788
2024-05-21,399420.5,1794.4280,29.6707,0.9344
2024-05-22,396244.4,1808.8110,18.4924,0.9742
2024-05-23,392738.7,1824.9570,7.5713,0.9956
2024-05-24,389119.1,1841.9330,6.4786,0.9968
2024-05-25,385561.8,1858.9270,17.6772,0.9764
2024-05-26,382192.8,1875.3140,29.7509,0.9341
2024-05-27,379087.7,1890.6740,42.1301,0.8708
2024-05-28,376284.3,1904.7600,54.7318,0.7887
2024-05-29,373802.6,1917.4060,67.5217,0.6912
2024-05-30,371669.5,1928.4110,80.4777,0.5827
