crater_id,lat,lon,diameter_km,depth_km,depth_diameter_ratio
96465,9.0446,-155.1708,55.609,2.574,0.0463
96544,-14.3529,-155.1539,18.315,1.8871,0.103
96660,12.5039,-155.124,13.791,0.951,0.069
96665,9.6629,-155.122,11.894,0.9333,0.0785
96690,33.057,-155.117,15.568,1.2649,0.0813
96731,30.838,-155.1051,30.279,2.0673,0.0683
96744,-10.3709,-155.102,14.016,2.187,0.156
96874,-21.05,-155.0701,64.33,3.8921,0.0605
96934,-53.1027,-155.054,11.822,0.5403,0.0457
96943,-28.1549,-155.0522,21.74,0.711,0.0327
97029,50.0568,-155.0347,27.675,2.2093,0.0798
97067,-51.914,-155.028,12.25,0.9048,0.0739
97105,-20.6118,-155.0179,31.397,3.1791,0.1013
97265,15.6335,-154.975,12.297,2.5494,0.2073
97272,2.0553,-154.973,13.464,1.4513,0.1078
97414,19.6036,-154.94,13.646,1.1963,0.0877
97421,11.3374,-154.939,11.456,0.446,0.0389
97510,-70.3062,-154.918,14.768,2.4395,0.1652
97519,34.31,-154.915,11.53,1.8315,0.1588
97533,36.6204,-154.9105,31.425,2.2021,0.0701
97543,31.5988,-154.909,14.285,0.9378,0.0656
97601,28.6169,-154.896,13.858,1.1693,0.0844
97611,14.7736,-154.8934,19.735,1.6721,0.0847
97688,-78.3793,-154.873,14.584,0.7095,0.0486
97764,21.1278,-154.854,11.567,2.2544,0.1949
97833,-24.5857,-154.8366,75.974,3.876,0.051
97834,18.183,-154.8361,16.75,0.4073,0.0243
97994,10.0932,-154.7945,19.942,0.671,0.0336
98051,24.0425,-154.7804,26.171,2.0578,0.0786
98122,35.7931,-154.7661,17.515,2.0573,0.1175
98130,17.5087,-154.764,16.178,2.1605,0.1335
98139,10.0499,-154.763,10.69,0.5679,0.0531
98154,17.853,-154.7596,98.218,6.0299,0.0614
98160,-1.1188,-154.7587,22.945,3.216,0.1402
98174,7.7477,-154.756,11.497,0.5838,0.0508
98181,-13.973,-154.753,10.908,2.1926,0.201
98200,10.3781,-154.747,14.256,0.5645,0.0396
98201,4.865,-154.7467,15.917,0.6905,0.0434
98274,-12.8339,-154.7322,36.287,3.1113,0.0857
98299,-22.152,-154.724,10.17,1.8628,0.1832
98424,46.9735,-154.691,11.65,0.7336,0.063
98497,11.9164,-154.675,10.007,0.5124,0.0512
98502,26.2384,-154.674,12.779,0.6269,0.0491
98539,-26.3676,-154.6643,38.693,2.3068,0.0596
98631,30.0635,-154.6458,15.797,1.1143,0.0705
98649,19.0753,-154.6404,15.088,1.5823,0.1049
98709,-60.3485,-154.627,13.064,0.403,0.0308
98742,51.8064,-154.6172,14.603,1.8348,0.1256
98782,21.4072,-154.608,10.856,0.6783,0.0625
98815,-39.053,-154.5966,51.075,3.5626,0.0698
98822,-14.9538,-154.5948,124.053,4.8231,0.0389
98825,5.4442,-154.594,10.17,0.492,0.0484
98849,41.9782,-154.5876,60.409,3.9423,0.0653
98850,-52.7896,-154.5872,17.499,0.8994,0.0514
98866,-10.8987,-154.584,13.634,0.9239,0.0678
98929,70.4086,-154.57,10.396,0.3946,0.038
98986,64.0359,-154.5531,18.255,0.7178,0.0393
99003,11.5628,-154.55,13.722,1.6759,0.1221
99081,-49.2215,-154.53,10.46,0.6411,0.0613
99178,12.6886,-154.507,11.994,0.8113,0.0676
99214,33.5245,-154.4954,20.903,1.6483,0.0789
99277,-0.3108,-154.482,10.067,0.8083,0.0803
99318,-0.7703,-154.4735,14.743,2.2658,0.1537
99320,-55.3012,-154.473,10.527,1.1973,0.1137
99348,15.7847,-154.4662,24.112,1.7055,0.0707
99352,23.2011,-154.466,12.977,1.4614,0.1126
99397,42.8633,-154.4557,19.674,2.4605,0.1251
99519,35.8898,-154.4239,16.756,0.8409,0.0502
99526,67.4408,-154.423,12.406,0.7448,0.06
99535,35.4366,-154.422,14.11,2.2843,0.1619
99570,18.1075,-154.415,13.915,0.7903,0.0568
99587,77.1539,-154.41,10.136,1.1288,0.1114
99625,14.1071,-154.3984,24.531,2.7969,0.114
99754,-48.9085,-154.369,10.594,0.8866,0.0837
99811,72.8488,-154.355,12.313,1.7855,0.145
100063,29.5068,-154.2917,20.454,3.1869,0.1558
100075,31.7098,-154.29,13.405,0.9953,0.0742
100076,80.1921,-154.29,29.336,1.6486,0.0562
100090,35.3807,-154.287,14.38,2.7988,0.1946
100143,7.8311,-154.274,10.892,1.3985,0.1284
100156,47.9215,-154.272,14.815,2.1699,0.1465
100169,-32.3044,-154.268,10.271,1.9141,0.1864
100220,28.6702,-154.255,12.002,2.268,0.189
100232,38.4762,-154.252,13.942,0.8008,0.0574
100308,-9.5002,-154.2353,14.404,1.1515,0.0799
100352,37.462,-154.2255,15.741,2.7741,0.1762
100367,-28.5613,-154.2233,19.805,0.902,0.0455
100378,-6.9539,-154.22,10.934,0.452,0.0413
100437,16.3754,-154.207,10.796,1.1105,0.1029
100494,55.0102,-154.192,11.032,1.1788,0.1069
100538,33.5472,-154.182,10.561,1.9081,0.1807
100544,20.62,-154.181,46.097,3.5914,0.0779
100557,-36.5532,-154.178,12.442,0.8916,0.0717
100602,10.0606,-154.169,11.387,0.6268,0.055
100607,-35.8492,-154.1671,15.35,1.415,0.0922
100624,5.2955,-154.164,14.697,0.4929,0.0335
100643,1.0705,-154.158,11.897,1.586,0.1333
100667,35.6038,-154.1492,27.038,1.7575,0.065
100716,24.2307,-154.139,13.209,1.688,0.1278
100741,-1.8694,-154.1319,21.607,2.6243,0.1215
100758,8.2319,-154.129,13.499,0.9425,0.0698
100792,-27.1982,-154.12,14.448,1.2655,0.0876
100856,-23.3185,-154.104,11.391,0.5618,0.0493
100901,50.7402,-154.0942,56.312,2.4293,0.0431
100926,19.5931,-154.0885,16.012,1.3373,0.0835
101012,-30.7698,-154.067,11.36,1.3416,0.1181
101049,45.9713,-154.0584,23.676,2.5554,0.1079
101055,-32.0619,-154.058,10.582,0.85,0.0803
101098,-84.9007,-154.049,12.474,0.5058,0.0405
101102,31.1532,-154.0484,22.063,1.505,0.0682
101141,22.2469,-154.037,15.459,1.9395,0.1255
101155,7.4492,-154.0326,35.381,4.167,0.1178
101190,2.1045,-154.025,10.685,1.4555,0.1362
101239,12.254,-154.015,13.554,1.3999,0.1033
101356,-10.2798,-153.9836,16.537,1.7361,0.105
101414,65.0788,-153.967,10.137,0.4058,0.04
101424,10.3773,-153.965,13.819,0.5103,0.0369
101461,28.9809,-153.955,12.325,0.6726,0.0546
101581,-55.9182,-153.926,10.144,0.5808,0.0573
101606,8.9009,-153.919,13.701,0.9068,0.0662
101642,45.1764,-153.908,14.013,3.2293,0.2304
101741,-28.877,-153.883,12.412,0.4673,0.0376
101776,8.5101,-153.874,11.229,0.7065,0.0629
101843,-10.7371,-153.855,13.121,1.1838,0.0902
101886,12.0255,-153.8464,25.233,2.556,0.1013
101921,-8.1421,-153.838,10.01,1.6484,0.1647
101970,11.9275,-153.828,12.072,1.2313,0.102
101998,-5.7145,-153.82,10.694,1.0258,0.0959
102091,-63.3816,-153.7952,23.298,2.0398,0.0876
102129,27.2012,-153.787,14.357,0.3344,0.0233
102212,41.9585,-153.767,10.806,0.9354,0.0866
102248,31.5414,-153.7615,23.014,3.112,0.1352
102267,19.1632,-153.758,12.789,1.4698,0.1149
102281,43.4926,-153.752,14.587,0.9909,0.0679
102287,-52.853,-153.75,13.49,0.3763,0.0279
102308,-25.6411,-153.744,14.272,0.6931,0.0486
102340,14.2386,-153.738,11.844,0.7138,0.0603
102354,2.0631,-153.734,13.462,1.8198,0.1352
102483,38.4926,-153.702,13.313,0.2563,0.0193
102529,-22.9661,-153.693,19.222,0.9243,0.0481
102549,-18.2934,-153.69,12.673,1.3706,0.1082
102617,40.422,-153.6728,30.567,2.9599,0.0968
102655,-65.618,-153.6595,23.008,1.868,0.0812
102675,-8.2832,-153.656,11.042,2.0056,0.1816
102705,-43.6841,-153.65,12.249,1.7469,0.1426
102815,2.9364,-153.624,13.792,0.8021,0.0582
102832,3.9029,-153.6181,16.181,0.4761,0.0294
102838,13.6319,-153.6176,49.63,2.8529,0.0575
103000,3.5538,-153.5841,19.95,1.0079,0.0505
103014,24.4564,-153.58,14.259,1.0985,0.077
103027,-22.508,-153.577,11.194,0.5328,0.0476
103061,-7.0031,-153.57,10.981,0.5279,0.0481
103094,-24.3905,-153.5603,19.949,3.6375,0.1823
103191,-15.1842,-153.5391,16.526,2.806,0.1698
103209,-9.83,-153.5334,15.013,1.0968,0.0731
103216,-56.6289,-153.533,10.087,0.9058,0.0898
103234,-6.6407,-153.526,10.26,0.4385,0.0427
103268,28.5185,-153.519,12.414,0.5025,0.0405
103272,9.2636,-153.518,10.882,0.8193,0.0753
103341,47.4736,-153.5,10.339,0.5583,0.054
103417,11.5783,-153.482,14.552,1.9736,0.1356
103439,30.055,-153.4747,21.738,2.2781,0.1048
103453,21.35,-153.471,12.06,0.5525,0.0458
103474,-10.3869,-153.465,17.9,2.6243,0.1466
103509,-5.6742,-153.459,11.542,2.6538,0.2299
103564,-21.1868,-153.447,12.658,0.8355,0.066
103693,39.7031,-153.4149,17.211,1.1855,0.0689
103709,36.7125,-153.412,12.481,0.5763,0.0462
103723,57.2732,-153.4097,23.614,2.3625,0.1
103740,24.6898,-153.407,11.88,1.7651,0.1486
103780,26.1531,-153.3932,38.072,2.3236,0.061
103860,-3.4387,-153.3757,37.918,2.8794,0.0759
103868,6.1437,-153.3731,17.668,3.2733,0.1853
103929,37.3694,-153.3571,16.947,3.0748,0.1814
103958,-40.7583,-153.348,13.2,0.1298,0.0098
103994,-0.741,-153.341,63.486,2.9868,0.047
104021,27.8885,-153.338,14.667,2.2715,0.1549
104051,10.0628,-153.331,12.91,0.7784,0.0603
104056,49.0256,-153.33,10.429,0.6483,0.0622
104138,-48.3616,-153.309,10.565,1.352,0.128
104145,-16.7508,-153.308,12.373,1.2063,0.0975
104149,32.9231,-153.307,13.163,0.762,0.0579
104196,-49.5502,-153.296,10.751,1.1173,0.1039
104226,-8.267,-153.288,11.221,1.7471,0.1557
104273,38.9696,-153.279,11.832,0.2954,0.025
104310,-27.9842,-153.271,10.11,0.1943,0.0192
104393,43.5231,-153.251,10.09,1.2708,0.1259
104513,23.7451,-153.2189,30.84,2.936,0.0952
104519,27.3898,-153.217,14.525,0.9426,0.0649
104686,18.3874,-153.1762,15.304,0.8853,0.0578
104722,-29.4808,-153.1678,19.569,0.6724,0.0344
104785,6.6194,-153.1564,19.724,1.6715,0.0847
104806,53.459,-153.152,11.003,0.4575,0.0416
104815,75.8218,-153.15,19.432,1.6513,0.085
104828,70.7734,-153.146,13.924,1.9435,0.1396
104862,31.7289,-153.138,10.561,0.5348,0.0506
104929,2.3541,-153.123,12.481,1.2638,0.1013
104940,-9.2156,-153.12,12.871,1.328,0.1032
104942,77.5323,-153.119,12.955,0.827,0.0638
104951,4.8676,-153.117,10.399,0.3968,0.0382
104974,-71.2993,-153.11,25.795,2.4846,0.0963
105004,23.0717,-153.104,12.418,0.6008,0.0484
105025,15.8998,-153.0963,49.439,2.7883,0.0564
105040,34.6458,-153.0938,48.98,3.1235,0.0638
105089,-24.0903,-153.084,12.797,0.3066,0.024
105132,-56.9186,-153.072,12.931,2.4536,0.1897
105145,4.1801,-153.0689,23.48,1.6066,0.0684
105157,11.5902,-153.066,11.789,0.257,0.0218
105164,8.2645,-153.065,14.254,0.7104,0.0498
105192,5.7799,-153.059,11.42,1.586,0.1389
105209,-39.0149,-153.0565,33.473,1.5845,0.0473
105281,7.0082,-153.039,10.992,0.591,0.0538
105295,-5.1574,-153.034,13.047,1.6879,0.1294
105339,-64.0554,-153.0224,17.924,1.3595,0.0758
105359,32.5262,-153.019,11.684,0.8741,0.0748
105368,27.7791,-153.0142,21.814,1.5735,0.0721
105413,-50.5745,-153.0044,63.093,3.5633,0.0565
105435,25.12,-152.9992,26.703,2.425,0.0908
105437,13.7933,-152.999,10.709,1.0933,0.1021
105444,5.4315,-152.998,13.078,1.0263,0.0785
105454,47.4803,-152.995,10.322,0.4528,0.0439
105480,-38.7156,-152.988,11.988,0.8396,0.07
105589,30.2716,-152.964,10.561,0.657,0.0622
105630,-23.3356,-152.9515,32.109,1.6044,0.05
105688,-34.3806,-152.939,10.105,1.944,0.1924
105694,43.1398,-152.938,10.967,0.762,0.0695
105715,-33.9591,-152.933,14.171,1.8063,0.1275
105720,-20.7291,-152.932,12.132,0.3858,0.0318
105739,-27.7721,-152.927,10.226,0.8935,0.0874
105783,37.084,-152.914,10.044,1.2341,0.1229
105813,-17.3134,-152.9042,16.772,1.7314,0.1032
105832,23.1972,-152.9016,25.422,0.8295,0.0326
105839,-88.4386,-152.9,33.252,2.5,0.0752
105858,48.8791,-152.896,10.22,0.7475,0.0731
105972,-18.5452,-152.8697,33.086,4.1058,0.1241
106040,42.4205,-152.8521,15.602,1.0654,0.0683
106056,75.049,-152.849,11.374,0.4458,0.0392
106057,24.2822,-152.8489,19.494,1.5455,0.0793
106092,26.566,-152.843,13.684,1.0045,0.0734
106098,17.8211,-152.8409,17.991,2.4316,0.1352
106104,-68.0314,-152.838,10.646,0.5611,0.0527
106120,7.5739,-152.8339,17.793,0.6999,0.0393
106194,2.9929,-152.8119,34.541,2.0049,0.058
106282,22.0953,-152.791,11.729,0.645,0.055
106297,-27.5159,-152.788,12.913,0.9458,0.0732
106302,0.166,-152.787,11.64,1.3801,0.1186
106314,19.0348,-152.7839,18.446,2.5228,0.1368
106386,-4.2271,-152.767,30.654,3.3199,0.1083
106397,-9.5576,-152.763,15.958,1.689,0.1058
106404,21.9018,-152.763,11.76,0.4868,0.0414
106406,17.1436,-152.7624,20.604,2.1941,0.1065
106432,7.3251,-152.754,14.318,0.5463,0.0382
106623,44.8016,-152.7044,45.549,3.0486,0.0669
106650,29.1294,-152.6963,18.89,2.3169,0.1227
106700,12.5449,-152.685,11.18,1.9886,0.1779
106704,24.8527,-152.6831,16.953,2.169,0.1279
106824,-14.3039,-152.6472,217.945,7.5298,0.0345
106840,51.3162,-152.644,10.327,1.3551,0.1312
106911,-26.4269,-152.626,10.826,0.7523,0.0695
106934,54.0799,-152.621,10.766,1.2005,0.1115
106982,-76.5731,-152.61,17.467,1.152,0.066
106987,23.775,-152.61,10.155,1.6875,0.1662
107002,40.3176,-152.607,10.223,1.2668,0.1239
107024,32.0266,-152.601,10.332,1.0,0.0968
107025,-51.9097,-152.601,11.277,1.1385,0.101
107077,0.4297,-152.588,11.892,0.6365,0.0535
107132,4.3672,-152.576,12.142,0.684,0.0563
107257,-54.4421,-152.5357,17.718,0.7454,0.0421
107273,48.2467,-152.5327,34.717,2.1385,0.0616
107315,-67.6864,-152.521,10.848,0.9245,0.0852
107316,2.4832,-152.521,13.91,1.6585,0.1192
107350,-8.9202,-152.5128,19.259,2.2351,0.1161
107425,78.633,-152.494,12.335,0.6718,0.0545
107482,-13.5509,-152.4781,55.192,3.9723,0.072
107500,-56.522,-152.4709,23.789,0.9273,0.039
107528,17.9704,-152.463,14.226,0.5463,0.0384
107541,29.7979,-152.4609,18.462,1.131,0.0613
107608,-27.2632,-152.442,31.882,0.5,0.0157
107616,-42.513,-152.44,12.465,0.4543,0.0364
107712,31.5723,-152.418,11.426,0.9774,0.0855
107759,-19.6842,-152.4036,16.46,2.3704,0.144
107776,2.9274,-152.398,14.057,0.7924,0.0564
107796,-45.5926,-152.3923,16.708,3.2838,0.1965
107802,32.3965,-152.391,11.743,0.8636,0.0735
107805,-77.038,-152.39,16.861,1.1048,0.0655
107846,26.6617,-152.381,11.008,1.6071,0.146
107852,-84.4958,-152.38,16.242,1.2941,0.0797
107867,-57.0102,-152.376,13.522,0.3715,0.0275
107917,71.4649,-152.36,17.468,1.9224,0.1101
107969,-15.6493,-152.3485,17.885,2.5195,0.1409
107997,53.2981,-152.3388,23.932,2.7683,0.1157
107999,-24.0588,-152.3377,26.561,0.807,0.0304
108064,0.7509,-152.32,11.201,1.5664,0.1398
108091,36.3773,-152.311,11.7,0.8325,0.0712
108099,-23.0163,-152.3081,15.119,1.0856,0.0718
108179,12.7771,-152.2902,70.44,3.5166,0.0499
108246,15.1887,-152.2709,15.723,1.6986,0.108
108320,-24.6587,-152.253,11.174,0.6353,0.0569
108343,8.0602,-152.2452,23.727,1.4835,0.0625
108445,-32.3641,-152.218,10.26,1.2383,0.1207
108465,33.3132,-152.213,11.709,1.4203,0.1213
108490,-22.5946,-152.207,14.861,1.5339,0.1032
108586,-23.7097,-152.181,11.511,0.4918,0.0427
108662,28.7642,-152.1616,19.272,1.3991,0.0726
108747,-31.6507,-152.141,13.904,2.4011,0.1727
108796,-25.1687,-152.1292,22.862,0.8576,0.0375
108815,30.6551,-152.123,11.199,0.6749,0.0603
108849,33.1094,-152.1123,25.73,1.977,0.0768
108874,50.9181,-152.107,10.085,1.3249,0.1314
108976,34.2944,-152.0776,88.332,3.9921,0.0452
108985,10.5914,-152.0739,44.153,4.1383,0.0937
108992,29.2896,-152.073,13.537,0.305,0.0225
108999,-76.8001,-152.07,28.382,1.5713,0.0554
109011,6.5284,-152.0671,44.7,2.9484,0.066
109072,-2.0138,-152.05,10.271,0.7429,0.0723
109138,-17.7477,-152.0338,17.894,1.6983,0.0949
109199,31.5252,-152.013,10.731,0.3953,0.0368
109252,35.4496,-151.998,10.409,0.4091,0.0393
109418,23.438,-151.952,10.871,0.5835,0.0537
109449,-18.7677,-151.943,13.601,0.7913,0.0582
109452,-15.0937,-151.9423,51.353,2.8884,0.0562
109594,20.0652,-151.9089,22.069,2.6833,0.1216
109612,24.1856,-151.9032,17.903,2.4463,0.1366
109619,-63.4864,-151.903,11.542,0.5523,0.0479
109673,18.7508,-151.8887,17.463,2.0945,0.1199
109678,35.7605,-151.888,13.897,0.924,0.0665
109699,-63.9943,-151.883,10.267,1.7529,0.1707
109708,-53.324,-151.8804,53.755,1.0033,0.0187
109709,-52.6995,-151.8802,16.464,0.767,0.0466
109780,-50.471,-151.863,11.891,1.4024,0.1179
109829,22.0344,-151.848,10.402,1.7619,0.1694
109834,-19.3467,-151.847,12.055,1.6043,0.1331
109841,62.983,-151.845,10.331,0.494,0.0478
109845,14.9506,-151.8434,35.12,2.0114,0.0573
109862,15.3357,-151.836,13.987,1.6733,0.1196
109865,27.217,-151.8349,21.4,1.3695,0.064
109869,59.1806,-151.833,12.675,1.9899,0.157
109900,52.1447,-151.824,10.929,0.3939,0.036
109953,-45.638,-151.809,11.13,1.1845,0.1064
110017,25.8292,-151.7927,52.302,1.737,0.0332
110041,44.5427,-151.786,11.448,2.2208,0.194
110049,-9.7109,-151.784,12.436,0.9328,0.075
110056,-9.0775,-151.783,14.272,1.1703,0.082
110095,-45.2866,-151.774,14.239,1.4739,0.1035
110119,38.8307,-151.756,43.798,2.637,0.0602
110132,40.3425,-151.7637,48.032,3.3378,0.0695
110183,2.5471,-151.75,12.354,0.7623,0.0617
110218,-10.9605,-151.7396,19.253,1.5191,0.0789
110283,-0.4491,-151.7198,24.679,3.2744,0.1327
110303,-19.7146,-151.714,14.286,1.485,0.1039
110389,5.8774,-151.692,12.423,1.3228,0.1065
110401,46.3024,-151.689,13.696,0.6436,0.047
110404,-26.8652,-151.688,12.781,2.5885,0.2025
110460,26.4149,-151.676,10.833,0.74,0.0683
110463,6.257,-151.675,14.051,0.5415,0.0385
110595,25.1612,-151.637,10.023,1.5446,0.1541
110603,29.0423,-151.6352,15.293,1.4601,0.0955
110610,9.2492,-151.635,11.468,0.414,0.0361
110632,-23.8137,-151.629,13.447,0.546,0.0406
110645,42.6056,-151.625,14.705,1.6303,0.1109
110675,-36.0637,-151.6135,486.203,6.7165,0.0138
110706,28.2896,-151.6041,23.732,2.0128,0.0848
110726,29.801,-151.599,12.713,0.6385,0.0502
110738,39.8168,-151.5946,15.634,2.6813,0.1715
110755,69.1633,-151.589,10.542,0.9709,0.0921
110795,-6.4183,-151.5781,16.687,1.8963,0.1136
110948,-48.5202,-151.536,10.086,0.9308,0.0923
110972,2.9785,-151.53,15.007,1.616,0.1077
111074,24.7484,-151.499,16.367,0.8243,0.0504
111117,36.1317,-151.4866,15.613,1.0205,0.0654
111130,17.6692,-151.484,14.756,1.3841,0.0938
111146,30.9642,-151.4786,16.309,1.7813,0.1092
111178,17.5887,-151.469,10.228,1.2839,0.1255
111194,-1.5734,-151.465,11.005,0.5385,0.0489
111207,20.9985,-151.463,11.51,1.9583,0.1701
111208,-56.8199,-151.463,12.03,2.0473,0.1702
111231,32.1874,-151.4567,15.317,2.7191,0.1775
111298,-25.1394,-151.44,14.691,0.5614,0.0382
111321,15.3257,-151.433,14.608,1.9068,0.1305
111334,2.1849,-151.43,12.653,0.1769,0.014
111417,-25.5906,-151.408,13.316,0.9428,0.0708
111424,-12.9528,-151.405,11.809,0.9686,0.082
111433,-37.6134,-151.4017,26.695,2.428,0.091
111475,40.8886,-151.391,11.638,1.5355,0.1319
111535,69.588,-151.375,12.371,1.6325,0.132
111546,31.8212,-151.372,13.702,0.4893,0.0357
111555,-57.5908,-151.3699,22.96,1.4393,0.0627
111602,41.4224,-151.359,10.259,0.5599,0.0546
111655,-24.8644,-151.3432,19.303,0.636,0.0329
111781,-13.7289,-151.314,12.266,2.0389,0.1662
111809,14.0169,-151.306,10.559,0.7664,0.0726
111810,26.1136,-151.306,10.733,1.4384,0.134
111963,26.7926,-151.262,10.757,1.67,0.1552
112116,-25.9121,-151.218,44.952,2.0643,0.0459
112150,29.7121,-151.21,11.536,1.0305,0.0893
112155,27.2568,-151.2088,46.695,3.611,0.0773
112214,30.2312,-151.1954,21.621,0.9495,0.0439
112271,8.2639,-151.182,13.566,0.9358,0.069
112358,-17.318,-151.164,10.337,1.6245,0.1572
112378,9.1243,-151.157,66.185,1.4731,0.0223
112412,5.0914,-151.1512,23.012,1.6984,0.0738
112467,46.9022,-151.1379,23.45,2.2958,0.0979
112521,-16.8484,-151.126,10.818,1.3938,0.1288
112522,-33.9664,-151.126,12.143,2.456,0.2023
112533,-45.9143,-151.123,11.426,0.8781,0.0769
112541,-48.5908,-151.1209,15.403,1.2696,0.0824
112586,13.6365,-151.1075,14.892,2.6808,0.18
112599,38.6041,-151.1037,15.419,1.5603,0.1012
112605,-26.3096,-151.103,11.798,0.6746,0.0572
112654,-9.407,-151.091,13.23,2.1065,0.1592
112694,34.6672,-151.08,16.771,0.9983,0.0595
112698,-71.5295,-151.08,15.962,0.6223,0.039
112736,72.1329,-151.07,16.982,0.535,0.0315
112805,-21.547,-151.056,12.481,0.206,0.0165
112845,56.1656,-151.0449,46.162,3.1298,0.0678
112854,68.8498,-151.042,10.437,0.7635,0.0732
112881,-31.8319,-151.0352,31.442,2.761,0.0878
112905,2.9395,-151.03,12.382,1.1151,0.0901
112925,10.2899,-151.024,14.163,0.9553,0.0675
112943,30.1963,-151.02,14.305,1.62,0.1132
113006,29.4987,-151.004,12.605,1.4845,0.1178
113010,36.3989,-151.003,10.032,0.763,0.0761
113041,0.9517,-150.995,10.137,1.1395,0.1124
113043,-4.1355,-150.994,18.593,1.8641,0.1003
113151,8.7476,-150.97,12.372,0.6383,0.0516
113164,-49.2356,-150.967,11.485,0.4206,0.0366
113193,-17.6396,-150.957,13.237,0.8788,0.0664
113282,52.9973,-150.933,47.086,3.0188,0.0641
113309,-34.7625,-150.924,12.698,0.2415,0.019
113332,24.4402,-150.919,13.175,0.6654,0.0505
113355,31.9571,-150.914,10.943,0.854,0.078
113476,43.0309,-150.883,14.112,2.6715,0.1893
113510,-24.0519,-150.8747,19.72,1.5925,0.0808
113555,-10.1475,-150.8627,32.041,2.4679,0.077
113563,9.0029,-150.861,13.608,0.6483,0.0476
113614,34.9503,-150.851,11.038,0.909,0.0823
113617,44.177,-150.8506,86.594,3.5061,0.0405
113634,-34.1423,-150.8463,21.516,1.4755,0.0686
113655,-19.5014,-150.843,12.402,2.2285,0.1797
113662,23.7593,-150.841,11.0,1.3674,0.1243
113674,-18.5593,-150.8383,24.89,1.0785,0.0433
113688,26.3958,-150.836,10.11,1.7508,0.1732
113755,-3.6281,-150.82,18.776,2.8019,0.1492
113769,36.6717,-150.818,12.598,0.9906,0.0786
113771,-14.7779,-150.8173,17.947,2.8699,0.1599
113856,-45.061,-150.7927,16.454,0.679,0.0413
113973,65.429,-150.761,10.976,0.6399,0.0583
114003,-65.9716,-150.7541,27.766,2.0674,0.0745
114042,33.1927,-150.7469,22.402,1.4658,0.0654
114050,31.1683,-150.744,21.126,1.1863,0.0562
114053,28.1933,-150.7429,22.105,1.074,0.0486
114090,-19.3137,-150.73,10.434,2.1175,0.203
114104,-46.0199,-150.727,10.719,1.646,0.1536
114166,9.4515,-150.712,13.384,0.5288,0.0395
114292,-63.8523,-150.68,10.355,1.3491,0.1303
114335,-49.6606,-150.666,11.974,1.759,0.1469
114396,-56.2228,-150.648,10.936,0.5024,0.0459
114397,33.7256,-150.6475,45.649,3.8104,0.0835
114398,55.9073,-150.6474,26.918,1.9011,0.0706
114480,0.3524,-150.6252,26.844,3.7666,0.1403
114597,-58.0975,-150.598,12.236,0.7045,0.0576
114633,74.4446,-150.589,12.049,0.4575,0.038
114662,-6.435,-150.585,10.112,0.6518,0.0645
114663,45.6747,-150.5844,34.376,3.1218,0.0908
114673,49.0159,-150.58,11.104,0.7011,0.0631
114706,-43.4675,-150.571,10.896,1.7793,0.1633
114747,-1.6247,-150.5594,17.572,0.8598,0.0489
114788,11.1872,-150.549,10.533,1.3733,0.1304
114869,7.4277,-150.5279,16.729,0.764,0.0457
114873,-48.3831,-150.526,10.548,1.2665,0.1201
114900,-45.7804,-150.519,11.166,2.0075,0.1798
114931,-16.5832,-150.5105,25.508,1.9235,0.0754
114963,8.4883,-150.504,11.482,0.49,0.0427
114979,-11.9478,-150.5011,23.373,2.5606,0.1096
114984,34.41,-150.501,14.703,2.5916,0.1763
114992,-55.1305,-150.499,11.33,0.3788,0.0334
115010,-28.2698,-150.4939,64.834,4.4183,0.0681
115046,5.5635,-150.482,11.488,0.9495,0.0827
115059,7.9741,-150.479,10.31,0.703,0.0682
115092,-22.8272,-150.47,13.895,0.6083,0.0438
115097,50.1039,-150.4686,96.968,3.8374,0.0396
115112,64.0501,-150.4657,18.092,1.1758,0.065
115138,25.6003,-150.4598,46.402,2.624,0.0565
115153,-15.6429,-150.455,10.846,1.5038,0.1387
115186,41.7923,-150.444,17.397,2.5533,0.1468
115191,-53.5193,-150.4405,189.709,2.0955,0.011
115209,11.6,-150.437,11.608,0.922,0.0794
115286,31.6115,-150.42,11.749,0.3053,0.026
115298,10.0283,-150.4164,15.601,0.827,0.053
115322,22.7228,-150.411,10.646,1.3513,0.1269
115345,-44.4248,-150.405,10.882,1.1975,0.11
115373,69.7995,-150.398,13.922,0.4478,0.0322
115388,-3.1351,-150.394,13.51,0.723,0.0535
115440,-38.0975,-150.3778,17.366,0.4839,0.0279
115446,11.8641,-150.3769,20.18,1.4468,0.0717
115534,33.5699,-150.355,10.992,1.1828,0.1076
115535,68.3175,-150.355,14.888,1.163,0.0781
115592,-52.3695,-150.339,10.716,0.204,0.019
115593,-49.5752,-150.338,17.841,1.8784,0.1053
115673,-5.0632,-150.3205,17.376,2.4071,0.1385
115703,-23.4789,-150.312,13.057,2.6125,0.2001
115710,-53.3597,-150.3094,18.716,1.5098,0.0807
115767,1.4026,-150.296,14.806,0.5834,0.0394
115807,-1.2751,-150.287,12.5,2.4541,0.1963
115812,-1.947,-150.285,11.972,0.9618,0.0803
115842,70.8264,-150.28,40.84,1.7898,0.0438
115863,24.7638,-150.2736,32.176,1.4868,0.0462
115892,-6.2338,-150.2652,16.522,2.2555,0.1365
116003,-24.7674,-150.2421,20.243,1.674,0.0827
116049,-54.7999,-150.2321,17.468,2.1313,0.122
