crater_id,lat,lon,diameter_km,depth_km,depth_diameter_ratio
505391,-28.3347,-22.7633,15.162,2.8403,0.1873
505397,-47.5042,-22.7603,13.939,0.6075,0.0436
505693,-39.5987,-22.6578,10.306,1.0055,0.0976
505920,75.5402,-22.5701,10.833,0.9766,0.0901
505925,-26.3445,-22.5679,43.58,0.338,0.0078
506591,-54.2227,-22.3297,55.072,2.6004,0.0472
506716,-20.6668,-22.2827,58.238,3.6966,0.0635
506741,-44.651,-22.2723,96.094,3.2693,0.034
506824,85.6816,-22.2445,13.983,0.7178,0.0513
506973,-39.0681,-22.1836,17.359,1.4856,0.0856
507017,-74.3938,-22.163,27.618,2.5714,0.0931
507032,-49.7434,-22.1564,152.355,3.909,0.0257
507037,-45.9766,-22.1543,22.499,1.329,0.0591
507089,-44.6939,-22.1334,19.094,3.179,0.1665
507103,-70.6489,-22.1286,10.11,0.8783,0.0869
507224,-59.2539,-22.0881,11.574,0.5816,0.0503
507275,-37.4346,-22.0677,21.956,1.8038,0.0822
507513,-23.4864,-21.9658,21.335,2.1818,0.1023
507543,-47.2667,-21.9527,14.028,1.2748,0.0909
507740,-33.578,-21.873,10.7,2.1145,0.1976
507847,55.2179,-21.8299,12.526,0.3088,0.0247
507898,-63.7924,-21.8028,103.698,3.9303,0.0379
507909,-68.1936,-21.798,30.684,2.1223,0.0692
507969,-81.1232,-21.7782,12.027,1.9646,0.1634
508041,-44.1734,-21.7483,20.985,1.2738,0.0607
508133,-47.6754,-21.7149,21.228,1.2943,0.061
508213,-66.6918,-21.684,27.833,1.2326,0.0443
508284,4.3025,-21.6556,24.368,0.8636,0.0354
508355,68.9739,-21.6277,11.902,0.6504,0.0546
508370,-38.9889,-21.6239,12.342,0.194,0.0157
508400,64.5833,-21.6118,15.776,0.6559,0.0416
508534,-54.852,-21.5589,12.101,0.783,0.0647
508550,-22.1926,-21.5505,24.85,1.9205,0.0773
508615,-58.7929,-21.525,17.451,2.461,0.141
508645,-34.8349,-21.5154,18.171,1.8269,0.1005
508651,-47.7076,-21.5123,11.519,0.7901,0.0686
508890,-83.9418,-21.414,22.816,2.0415,0.0895
508891,-72.1149,-21.414,33.057,2.068,0.0626
508983,-32.0204,-21.3817,14.098,0.8169,0.0579
509043,70.3907,-21.3596,13.203,0.6166,0.0467
509388,-58.7739,-21.2173,19.232,2.461,0.128
509488,-44.6935,-21.1836,15.948,1.014,0.0636
509493,-55.7068,-21.1819,11.767,0.2678,0.0228
509598,-33.2809,-21.1393,40.392,3.626,0.0898
509662,-89.158,-21.124,15.969,1.0328,0.0647
509756,-56.1405,-21.0877,13.546,0.5095,0.0376
510127,25.7668,-20.9676,28.386,2.7226,0.0959
510269,-47.9487,-20.9209,15.726,1.5594,0.0992
510404,71.4027,-20.869,28.406,1.1994,0.0422
510469,-45.5411,-20.848,83.969,2.2743,0.0271
510603,-80.0985,-20.801,61.756,3.238,0.0524
510669,13.8832,-20.7783,24.882,0.9739,0.0391
510681,-52.9833,-20.7747,46.43,1.9685,0.0424
510748,-43.0108,-20.7507,96.794,2.8464,0.0294
510998,23.8384,-20.662,56.545,0.2179,0.0039
511168,-68.5658,-20.608,14.814,0.6165,0.0416
511170,20.5728,-20.6073,19.534,2.5094,0.1285
511189,40.3402,-20.6031,18.024,2.101,0.1166
511334,-69.4604,-20.5561,10.89,0.6293,0.0578
511484,-40.9712,-20.5031,10.738,0.966,0.09
511641,-13.9996,-20.4457,10.157,0.3653,0.036
511793,13.1887,-20.3794,16.685,2.5361,0.152
512125,-39.0131,-20.2559,17.843,0.4938,0.0277
512189,87.037,-20.2303,66.602,1.4386,0.0216
512196,-66.166,-20.2288,17.17,0.7769,0.0452
512259,-72.7013,-20.2015,14.347,0.8093,0.0564
512451,6.2471,-20.1293,11.744,1.8385,0.1565
512617,9.604,-20.0695,89.938,3.9536,0.044
512717,72.5489,-20.039,46.264,1.529,0.033
512720,-40.8878,-20.0375,11.571,0.8176,0.0707
512774,-66.3629,-20.019,16.034,1.2381,0.0772
512817,81.8931,-20.0041,10.669,0.2455,0.023
512903,-46.4484,-19.9785,11.73,1.1886,0.1013
513260,-60.4838,-19.8593,17.952,2.7688,0.1542
513367,-20.1888,-19.8215,17.257,0.2855,0.0165
513592,-57.0561,-19.7506,10.3,0.6958,0.0676
513879,-41.5961,-19.648,14.952,2.1289,0.1424
513915,-47.7653,-19.634,66.78,2.511,0.0376
514024,-31.8046,-19.5986,63.496,1.2585,0.0198
514064,-54.8063,-19.5881,12.632,0.2789,0.0221
514103,-37.8773,-19.5752,15.988,1.1553,0.0723
514105,-51.2251,-19.5751,10.308,0.896,0.0869
514150,-49.6433,-19.562,10.165,0.2759,0.0271
514727,-33.2033,-19.3738,13.808,2.6524,0.1921
514915,-37.5233,-19.3123,11.862,0.8574,0.0723
514921,-39.5675,-19.3078,23.813,1.0915,0.0458
514936,-74.1078,-19.303,15.727,0.983,0.0625
515167,-31.1131,-19.2267,16.038,1.2885,0.0803
515175,-36.9264,-19.2231,14.105,0.7613,0.054
515550,-53.4493,-19.1045,30.019,2.4834,0.0827
515593,-46.6127,-19.0871,14.944,1.5369,0.1028
516148,63.3841,-18.9123,36.914,1.7009,0.0461
516212,-78.1504,-18.895,63.701,2.214,0.0348
516300,-23.3969,-18.8649,25.882,0.1349,0.0052
516406,73.7167,-18.828,40.097,0.7705,0.0192
516611,69.639,-18.7597,11.44,1.8554,0.1622
516617,0.9592,-18.7584,11.397,2.6824,0.2354
516701,-40.008,-18.727,24.182,2.0871,0.0863
516908,-72.5995,-18.6573,14.75,0.597,0.0405
516987,-34.6323,-18.6311,10.518,1.1609,0.1104
517457,-54.8318,-18.4779,12.562,0.2038,0.0162
517477,-48.6779,-18.4711,14.536,1.8619,0.1281
517547,-31.2592,-18.4442,10.568,0.7153,0.0677
518053,75.0865,-18.2665,10.044,0.8678,0.0864
518381,-58.1712,-18.1599,11.749,2.1424,0.1823
518495,-43.4124,-18.1217,12.037,0.3488,0.029
518604,-75.7382,-18.092,40.814,2.1065,0.0516
518857,-44.2047,-18.0063,13.323,2.569,0.1928
518936,-54.8908,-17.9784,10.444,0.2013,0.0193
518971,-46.4406,-17.9645,33.186,2.7294,0.0822
519063,-50.0504,-17.9336,77.856,2.2523,0.0289
519086,-69.7866,-17.9283,10.16,0.172,0.0169
519125,-84.5257,-17.9213,14.138,0.639,0.0452
519137,-40.6148,-17.918,21.33,2.5419,0.1192
519186,-32.8521,-17.9038,14.56,1.1546,0.0793
519413,-41.8586,-17.8265,31.479,3.2763,0.1041
519415,-39.5162,-17.8258,66.14,3.5974,0.0544
519881,-36.3522,-17.6821,38.68,2.6218,0.0678
520005,-18.3848,-17.6407,16.272,0.55,0.0338
520068,-39.7688,-17.6223,19.458,3.1998,0.1644
520088,-51.7087,-17.6156,10.301,0.9459,0.0918
520137,-46.8703,-17.6032,23.011,2.5258,0.1098
520241,-16.3167,-17.5747,51.142,0.0,0.0
520498,-30.9125,-17.4973,11.246,0.1935,0.0172
520515,-38.5657,-17.4936,10.01,0.6405,0.064
520671,-48.156,-17.4488,15.884,1.8931,0.1192
520818,34.0162,-17.4068,1198.39,0.0,0.0
520968,-4.5398,-17.3576,21.69,0.203,0.0094
520985,-8.3812,-17.3522,63.515,0.6078,0.0096
521127,-81.5018,-17.303,42.403,2.678,0.0632
521138,53.0956,-17.3001,12.35,0.9999,0.081
521145,-28.1533,-17.2991,12.33,0.1583,0.0128
521148,-28.3164,-17.2987,13.936,0.2999,0.0215
521303,-43.1666,-17.2517,15.75,2.9028,0.1843
521306,-35.6995,-17.2502,11.092,1.7693,0.1595
521375,-17.7623,-17.2314,39.612,0.1466,0.0037
521461,-84.2334,-17.2011,14.243,0.772,0.0542
521467,-19.2868,-17.1991,36.686,0.778,0.0212
521714,-80.5481,-17.125,12.704,0.896,0.0705
521754,-76.6816,-17.114,79.78,4.878,0.0611
521862,82.0734,-17.082,16.643,0.2811,0.0169
521916,-30.1297,-17.066,14.021,1.4149,0.1009
521938,-6.0027,-17.0575,96.559,0.6736,0.007
521991,-53.8336,-17.0419,14.83,0.3525,0.0238
522077,-47.5495,-17.0198,12.987,1.8854,0.1452
522247,-52.2125,-16.9626,15.979,0.8538,0.0534
522523,-54.2697,-16.8812,13.866,0.8648,0.0624
522582,-35.7696,-16.8624,10.1,0.1955,0.0194
522798,-22.8805,-16.8038,15.066,0.2904,0.0193
522941,-26.0588,-16.7575,29.024,0.1283,0.0044
523133,-54.5326,-16.706,13.896,0.3385,0.0244
523256,-22.736,-16.6729,28.49,0.3665,0.0129
523322,-63.2076,-16.6555,22.632,1.9363,0.0856
523528,-70.777,-16.5991,11.887,0.6266,0.0527
523920,-57.5647,-16.4943,12.12,1.6171,0.1334
524035,-29.4445,-16.4633,43.286,1.298,0.03
524100,-23.2066,-16.4492,15.608,0.5656,0.0362
524498,-47.0554,-16.3332,18.13,1.9429,0.1072
524521,-41.3599,-16.3243,33.465,0.8885,0.0266
524583,53.1813,-16.3072,10.17,1.8289,0.1798
524661,-46.0825,-16.2867,19.212,2.0275,0.1055
524674,-27.3961,-16.2833,24.735,0.2978,0.012
524781,-66.8993,-16.253,11.209,0.2678,0.0239
525068,-37.7791,-16.1671,32.417,0.9131,0.0282
525085,-48.0389,-16.1613,10.249,1.1408,0.1113
525104,-44.741,-16.155,11.356,1.5393,0.1356
525151,67.6094,-16.142,20.981,2.0916,0.0997
525725,-34.0891,-15.9852,85.063,0.9815,0.0115
525729,-9.522,-15.9846,12.858,1.0285,0.08
525844,-42.4996,-15.9534,22.344,1.8613,0.0833
526054,-44.1287,-15.8952,19.968,1.8409,0.0922
526241,-5.2302,-15.8409,10.494,0.3109,0.0296
526289,-51.8564,-15.8268,32.649,1.1978,0.0367
526523,-7.91,-15.7639,45.927,0.8878,0.0193
526568,-46.7283,-15.7498,14.919,2.1148,0.1418
526587,-30.6211,-15.7424,14.542,0.8034,0.0552
527024,-44.9731,-15.6058,16.101,0.788,0.0489
527048,-33.7915,-15.6,58.615,0.9815,0.0167
527249,-79.5902,-15.5393,13.224,1.626,0.123
527266,-65.9611,-15.5348,10.552,1.5116,0.1432
527360,-46.9845,-15.5046,12.831,0.6033,0.047
527368,-40.3566,-15.503,23.071,0.9555,0.0414
527537,-48.4519,-15.4544,13.344,1.4011,0.105
527674,-35.7721,-15.4161,15.488,2.6381,0.1703
527683,-42.5742,-15.4135,10.657,1.1685,0.1096
527700,-88.722,-15.4089,12.407,2.3,0.1854
527760,46.5206,-15.396,11.079,1.7981,0.1623
527801,-43.2731,-15.384,18.698,1.1526,0.0616
527848,-19.3529,-15.373,827.096,0.0,0.0
527851,-40.9768,-15.3724,13.067,1.0173,0.0779
527982,-12.2775,-15.3341,20.112,0.3501,0.0174
528081,-14.5864,-15.3043,14.244,1.0144,0.0712
528090,-36.829,-15.3006,53.308,1.6908,0.0317
528100,-67.0583,-15.2946,14.718,0.803,0.0546
528138,-43.0859,-15.2831,62.345,2.7478,0.0441
528231,-43.8634,-15.254,12.502,1.178,0.0942
528343,0.9338,-15.2242,24.044,1.1443,0.0476
528516,-38.8906,-15.1674,14.248,1.9773,0.1388
528555,-45.4385,-15.1558,67.435,2.3465,0.0348
528791,-76.0249,-15.077,37.192,3.992,0.1073
528984,-38.8603,-15.0072,11.042,1.0368,0.0939
529171,-32.2391,-14.9462,12.782,1.567,0.1226
529225,-58.7617,-14.9321,217.464,4.5,0.0207
529255,-32.5743,-14.9216,10.754,1.4949,0.139
529580,-40.7661,-14.8189,17.667,1.2795,0.0724
529581,-42.841,-14.8188,18.782,0.7365,0.0392
529783,-41.6895,-14.7545,11.165,0.8343,0.0747
529818,-14.3551,-14.7434,13.682,0.4033,0.0295
530058,73.5142,-14.658,43.053,0.5733,0.0133
530122,-63.285,-14.6309,28.299,0.8473,0.0299
530334,-69.8426,-14.5513,14.132,0.8439,0.0597
530358,-8.8801,-14.5428,29.12,0.68,0.0234
530461,-34.9194,-14.5005,23.71,2.0366,0.0859
530462,-40.1013,-14.5004,41.486,2.5093,0.0605
530520,-47.8503,-14.4817,49.723,1.2601,0.0253
530686,79.8697,-14.4186,12.192,1.084,0.0889
530823,-54.6839,-14.3629,15.16,0.4521,0.0298
530900,80.2095,-14.336,17.152,0.7179,0.0419
531105,-11.7148,-14.2565,57.019,0.6601,0.0116
531126,-35.1173,-14.2522,10.229,1.2324,0.1205
531203,-42.2553,-14.2227,42.024,1.8361,0.0437
531263,-57.7234,-14.1987,20.666,2.6743,0.1294
531310,-53.5816,-14.1769,12.915,0.5358,0.0415
531412,-37.9352,-14.1399,40.907,1.4965,0.0366
531533,-27.3717,-14.0917,12.276,0.2895,0.0236
531574,-45.5992,-14.0747,25.317,1.9704,0.0778
531680,-9.2853,-14.0329,13.452,0.5843,0.0434
531735,-52.0479,-14.0141,16.962,2.6861,0.1584
531858,-74.4596,-13.966,36.644,1.5856,0.0433
531910,-13.4878,-13.948,22.348,0.1296,0.0058
531965,-43.9846,-13.9303,13.956,1.5929,0.1141
532066,-41.1104,-13.8897,18.903,2.2751,0.1204
532095,83.7544,-13.8816,10.857,2.1434,0.1974
532098,-42.6027,-13.8776,26.053,1.4713,0.0565
532111,-60.9509,-13.8728,11.697,1.0038,0.0858
532359,-51.1291,-13.7786,21.388,0.941,0.044
532365,-29.9436,-13.7772,102.637,1.4554,0.0142
532366,-70.4638,-13.777,32.826,1.6325,0.0497
532382,53.0118,-13.769,22.522,2.7949,0.1241
532503,-64.5138,-13.7228,22.321,0.4856,0.0218
532531,-39.43,-13.7106,36.979,1.9494,0.0527
532533,-75.2372,-13.7097,12.47,0.5528,0.0443
532557,10.4334,-13.698,66.119,0.2868,0.0043
532731,-48.2127,-13.627,23.284,0.7153,0.0307
532735,-79.4625,-13.6263,13.736,0.8983,0.0654
532817,-35.6884,-13.5977,35.619,1.0105,0.0284
532848,-42.3141,-13.5879,13.412,1.1246,0.0839
532972,68.7645,-13.5461,10.621,0.2835,0.0267
533287,-48.4457,-13.4309,10.346,0.6665,0.0644
533619,-54.404,-13.3088,11.184,0.6976,0.0624
533803,-48.075,-13.239,10.796,0.6385,0.0591
533808,-1.3988,-13.2374,11.167,2.6751,0.2396
533949,-40.9113,-13.1817,17.388,1.5296,0.088
534001,-84.2607,-13.1619,10.629,0.9393,0.0884
534075,26.6908,-13.1289,32.208,3.1355,0.0974
534237,-31.1163,-13.0575,38.148,0.771,0.0202
534966,-48.9033,-12.7565,10.539,1.1215,0.1064
535058,-51.5223,-12.7234,14.819,2.6364,0.1779
535106,-33.1087,-12.7035,12.232,0.5718,0.0467
535175,-36.0502,-12.6703,53.829,1.0458,0.0194
535224,-69.426,-12.649,32.34,1.8716,0.0579
535318,-41.125,-12.6054,14.088,1.4066,0.0998
535322,-50.6463,-12.6039,11.699,1.047,0.0895
535421,-33.8342,-12.5614,77.118,2.1591,0.028
535527,-46.1193,-12.512,27.019,2.351,0.087
535557,-21.9529,-12.5004,14.358,1.9723,0.1374
535586,-28.4673,-12.4926,11.114,1.2524,0.1127
535635,-62.7747,-12.4722,11.286,0.4615,0.0409
535837,-36.9846,-12.3904,12.561,0.7968,0.0634
535864,-58.8266,-12.3769,27.294,3.9343,0.1441
535870,47.7895,-12.3747,20.164,1.2208,0.0605
535974,-61.1931,-12.3247,47.285,2.6951,0.057
535982,-67.535,-12.323,19.769,2.3206,0.1174
536210,-35.3986,-12.2197,21.185,1.7828,0.0842
536337,-47.0488,-12.1635,12.504,1.7833,0.1426
536363,-48.3655,-12.1516,29.394,1.9469,0.0662
536422,-63.3866,-12.1218,37.706,1.1823,0.0314
536485,-77.7565,-12.099,64.311,1.6105,0.025
536727,-39.9046,-11.9929,28.4,2.4256,0.0854
536729,-62.3099,-11.991,10.361,1.4441,0.1394
536996,-47.4741,-11.8776,12.183,1.8218,0.1495
537038,-40.6086,-11.8634,11.384,0.8756,0.0769
537122,3.3198,-11.8218,11.861,2.3439,0.1976
537177,-50.702,-11.8006,10.469,1.2605,0.1204
537244,-54.8388,-11.7754,43.49,2.145,0.0493
537349,-37.6723,-11.7217,12.737,0.7165,0.0563
537503,-28.5122,-11.6601,18.503,0.788,0.0426
537527,-51.3235,-11.65,20.698,1.5128,0.0731
537572,-31.1909,-11.6321,13.963,1.2233,0.0876
537599,-72.6277,-11.616,16.207,1.4453,0.0892
537664,2.1507,-11.582,11.295,2.3296,0.2063
537691,-11.5688,-11.5686,10.126,2.2773,0.2249
537847,-31.1744,-11.5049,21.278,1.2233,0.0575
537854,-8.7272,-11.5006,10.607,0.1266,0.0119
537951,-35.15,-11.4614,12.576,2.3919,0.1902
538060,-79.0875,-11.414,18.062,0.9888,0.0547
538073,-29.835,-11.4078,15.685,2.0186,0.1287
538090,54.9597,-11.4004,18.58,0.6381,0.0343
538175,-31.8304,-11.3657,10.138,0.5393,0.0532
538212,-81.326,-11.3475,12.466,0.7488,0.0601
538245,14.482,-11.3337,56.232,3.4019,0.0605
538354,-43.3205,-11.2835,81.21,4.7739,0.0588
538435,53.9492,-11.2478,17.997,0.5368,0.0298
538541,-28.0141,-11.2033,13.573,0.2763,0.0204
538628,-47.8922,-11.1662,23.1,0.6683,0.0289
538636,75.2847,-11.164,52.346,1.6379,0.0313
538760,-33.9969,-11.1075,16.74,1.9665,0.1175
538822,-32.1656,-11.0806,14.41,2.0184,0.1401
538933,85.8817,-11.0265,10.175,0.9045,0.0889
538960,-37.4907,-11.0172,13.058,0.8658,0.0663
539029,-30.4439,-10.9847,13.78,1.235,0.0896
539054,-29.093,-10.9746,12.46,0.5095,0.0409
539068,-38.0024,-10.9634,14.522,1.3228,0.0911
539124,-39.2651,-10.9344,11.246,1.5261,0.1357
539159,-30.9357,-10.9193,14.901,1.4358,0.0964
539178,-31.2383,-10.9074,12.857,1.2258,0.0953
539179,-49.8749,-10.9067,17.572,2.0085,0.1143
539180,-62.5432,-10.9064,12.967,1.9384,0.1495
539551,-50.3789,-10.7272,14.265,1.4835,0.104
539613,-38.0459,-10.7033,19.766,2.2978,0.1162
539618,-45.0786,-10.7018,10.126,0.5353,0.0529
539685,-36.8059,-10.6768,11.194,0.4748,0.0424
539808,65.0619,-10.622,97.184,0.978,0.0101
539870,-79.9827,-10.599,38.201,2.4648,0.0645
539914,-46.5919,-10.5831,57.639,2.1909,0.038
540027,-37.3362,-10.5274,13.169,1.1958,0.0908
540048,-32.032,-10.5147,16.476,1.5066,0.0914
540117,-5.7912,-10.4832,20.533,0.2093,0.0102
540124,-28.3179,-10.4794,21.255,0.248,0.0117
540167,-54.8545,-10.4561,11.67,2.2455,0.1924
540203,-32.4855,-10.4409,11.289,1.5465,0.137
540229,-33.6581,-10.4298,10.465,0.6869,0.0656
540242,-35.6015,-10.4237,23.244,1.7523,0.0754
540312,-34.6284,-10.3865,10.717,1.2785,0.1193
540370,-67.1382,-10.359,88.249,4.3498,0.0493
540398,-63.6353,-10.3467,34.832,0.582,0.0167
540465,-80.9463,-10.3187,14.198,1.4093,0.0993
540677,-56.1733,-10.2318,49.183,2.7595,0.0561
540723,-37.7517,-10.2127,25.601,1.3221,0.0516
540741,-50.6808,-10.2033,16.541,1.1173,0.0675
540797,-72.8463,-10.181,14.751,0.7645,0.0518
540862,-33.9325,-10.1497,14.409,2.0228,0.1404
540871,73.5157,-10.146,50.419,3.9661,0.0787
540882,-29.4346,-10.1389,11.545,0.866,0.075
541003,-51.3539,-10.0868,16.412,1.1533,0.0703
541011,-52.4988,-10.0832,14.248,2.4583,0.1725
541104,-50.1788,-10.043,15.352,1.338,0.0872
541140,-36.5712,-10.0232,17.783,1.2468,0.0701
541146,-62.8387,-10.0223,17.685,1.3545,0.0766
541340,-40.4924,-9.9469,14.854,0.6753,0.0455
541342,1.3421,-9.9466,15.147,0.456,0.0301
541410,-81.9861,-9.9157,16.327,0.7485,0.0458
541587,1.0965,-9.848,20.073,0.1913,0.0095
541610,-83.203,-9.8361,17.227,1.7495,0.1016
541675,61.153,-9.8109,37.958,0.6108,0.0161
541689,-6.6322,-9.8061,12.193,2.7021,0.2216
541761,-12.7716,-9.785,26.003,0.085,0.0033
541787,-35.8872,-9.7766,36.308,1.2843,0.0354
542777,-51.7455,-9.4065,49.71,2.3621,0.0475
542862,-34.7511,-9.3716,27.172,2.2724,0.0836
543169,-39.2277,-9.2432,85.568,2.2073,0.0258
543270,51.6685,-9.2019,100.824,2.05,0.0203
543517,-64.5919,-9.1163,28.344,1.3373,0.0472
543615,-46.037,-9.0779,18.634,1.092,0.0586
543650,-4.9828,-9.0626,10.84,0.618,0.057
543673,-48.4842,-9.0514,23.066,2.2398,0.0971
543713,-47.0282,-9.0354,15.961,1.8929,0.1186
543789,-53.7571,-9.0045,11.165,0.4895,0.0438
543843,-49.2665,-8.9805,11.087,2.002,0.1806
543930,-60.2215,-8.9392,13.028,1.2445,0.0955
544046,-31.3782,-8.8926,14.932,0.9196,0.0616
544089,-38.7765,-8.8749,11.981,0.7443,0.0621
544148,-47.7371,-8.8505,13.459,0.8068,0.0599
544194,-39.1378,-8.8321,10.154,0.3858,0.038
544376,-62.1098,-8.7558,13.279,0.4881,0.0368
544436,20.3077,-8.7325,25.367,0.541,0.0213
544449,-45.8118,-8.7242,22.75,1.9635,0.0863
544514,-79.3477,-8.7027,16.565,1.327,0.0801
544528,-37.6987,-8.6955,29.652,2.949,0.0995
544581,-42.3914,-8.674,38.871,1.7228,0.0443
544602,-31.0688,-8.6649,13.183,0.6703,0.0508
544654,-4.464,-8.6449,24.135,2.7281,0.113
544663,-54.4724,-8.6412,11.155,1.5923,0.1427
544707,-47.325,-8.6251,10.382,0.8335,0.0803
544722,-60.5928,-8.6193,10.372,0.2818,0.0272
544823,-22.369,-8.5776,15.436,3.7628,0.2438
545027,-76.015,-8.4965,15.098,1.7793,0.1178
545031,-36.9475,-8.494,11.555,1.3513,0.1169
545186,-33.8969,-8.4356,21.46,1.1124,0.0518
545253,-35.9357,-8.4037,40.847,2.5665,0.0628
545297,-49.5301,-8.3873,13.807,0.176,0.0127
545502,60.5312,-8.315,19.321,0.638,0.033
545572,-49.0441,-8.2862,17.892,2.5218,0.1409
545768,-47.41,-8.2158,10.705,0.9316,0.087
545772,-53.4771,-8.2152,10.252,0.2994,0.0292
545808,-40.0956,-8.1981,12.267,1.3383,0.1091
545919,-11.8239,-8.1544,33.964,0.9338,0.0275
546224,-38.7356,-8.0524,14.435,0.8666,0.06
546330,-88.4183,-8.0078,12.7,1.0,0.0787
546399,-45.9726,-7.9869,29.685,2.3538,0.0793
546539,-45.0165,-7.9357,32.186,2.7159,0.0844
546603,-38.1031,-7.9151,48.193,1.7376,0.0361
546682,-15.4667,-7.8925,22.686,0.8036,0.0354
546685,-60.7545,-7.8912,10.482,0.6683,0.0638
546802,61.714,-7.8528,12.871,0.6883,0.0535
546829,-48.0339,-7.8416,20.236,2.3499,0.1161
547025,75.3902,-7.7683,14.232,2.8095,0.1974
547039,-41.3433,-7.7651,62.762,1.4003,0.0223
547059,-32.4141,-7.7598,32.306,2.313,0.0716
547086,-12.2311,-7.7506,12.728,1.9908,0.1564
547093,-47.4621,-7.7491,12.096,0.8858,0.0732
547321,-8.7282,-7.6761,15.126,0.5354,0.0354
547544,-53.4177,-7.5947,12.442,0.513,0.0412
547587,-49.6987,-7.5824,11.034,0.3201,0.029
547598,-10.2531,-7.5796,25.081,0.4263,0.017
547686,-43.6074,-7.5521,60.005,2.7399,0.0457
547707,-74.5975,-7.543,66.35,3.64,0.0549
547758,-56.9229,-7.5214,11.248,1.3114,0.1166
547810,0.1602,-7.5043,29.302,0.4911,0.0168
547940,-5.9387,-7.4628,15.622,0.2733,0.0175
547973,-83.7149,-7.4524,11.804,1.2263,0.1039
547990,83.5194,-7.445,25.415,0.7845,0.0309
548099,-24.0961,-7.4099,21.54,0.1445,0.0067
548166,-46.2382,-7.3864,11.046,0.655,0.0593
548456,-5.4071,-7.2983,11.158,0.2571,0.023
548544,-9.5197,-7.2758,29.398,0.6903,0.0235
548565,75.0234,-7.2718,11.068,1.6901,0.1527
548793,-64.3368,-7.2048,17.436,0.5115,0.0293
548887,-63.2894,-7.1758,11.58,0.2944,0.0254
548928,-11.0453,-7.1632,65.316,0.8343,0.0128
548950,-24.8438,-7.1571,18.481,0.1155,0.0062
549202,-40.013,-7.083,45.569,1.327,0.0291
549215,-8.3961,-7.0776,16.101,0.6205,0.0385
549258,72.2841,-7.0654,17.603,2.139,0.1215
549275,-37.9768,-7.0616,10.839,1.5693,0.1448
549371,-4.7355,-7.0312,22.858,0.9779,0.0428
549441,2.7273,-7.0114,28.621,0.882,0.0308
549520,-8.1287,-6.9881,10.275,0.4675,0.0455
549807,-25.8411,-6.9057,15.16,0.1378,0.0091
549973,-84.6777,-6.8582,12.498,0.7135,0.0571
550197,-18.02,-6.7997,14.359,0.4088,0.0285
550321,71.5853,-6.7636,10.327,0.6138,0.0594
550325,69.8023,-6.763,19.45,0.5383,0.0277
550573,-55.6113,-6.6916,14.364,0.122,0.0085
550610,-22.5532,-6.6824,213.064,2.9065,0.0136
550638,-54.1611,-6.675,13.403,0.3884,0.029
550665,-6.5838,-6.6678,10.898,0.4721,0.0433
551035,-18.2088,-6.567,12.23,0.758,0.062
551261,-34.1136,-6.5007,13.926,0.8295,0.0596
551274,-35.9761,-6.4959,10.711,1.1518,0.1075
551439,-36.7909,-6.451,10.496,1.1898,0.1134
551518,28.061,-6.4271,12.221,2.4694,0.2021
551818,-52.4396,-6.3394,10.938,1.3408,0.1226
551883,-66.2186,-6.322,46.393,3.4936,0.0753
551999,-54.9183,-6.2938,16.747,0.5374,0.0321
552009,-42.8252,-6.2907,11.271,0.9003,0.0799
552267,-7.0609,-6.2133,10.015,0.3575,0.0357
552315,-39.4216,-6.2025,14.667,2.7238,0.1857
552661,-11.8293,-6.1022,10.469,0.4864,0.0465
552708,-46.1121,-6.0899,12.265,1.333,0.1087
552747,-50.1715,-6.0789,159.847,2.8618,0.0179
552767,-56.7447,-6.0763,11.643,0.5534,0.0475
552856,24.3498,-6.0559,10.75,0.521,0.0485
552941,-51.9926,-6.0316,15.45,1.0003,0.0647
553163,-17.9655,-5.9714,24.182,0.5845,0.0242
553271,-55.5803,-5.9382,10.264,0.6028,0.0587
553278,-9.7979,-5.9375,21.497,0.488,0.0227
553383,70.5327,-5.909,22.755,0.755,0.0332
553610,-0.6913,-5.8442,23.423,2.742,0.1171
553655,-32.2785,-5.8329,10.963,0.1313,0.012
553704,-70.782,-5.82,111.741,4.9911,0.0447
553715,-18.1901,-5.8172,15.196,0.6345,0.0418
553790,-30.0259,-5.7962,19.826,0.7536,0.038
553922,-45.7803,-5.7639,10.45,0.5843,0.0559
554151,-8.3957,-5.7069,17.34,0.5961,0.0344
554227,-25.5305,-5.6883,28.49,1.1381,0.0399
554259,84.0722,-5.68,13.428,0.9085,0.0677
554482,-38.3909,-5.6271,20.158,0.6463,0.0321
554487,39.2706,-5.6263,11.335,1.8784,0.1657
554517,-51.7399,-5.6176,18.048,0.6189,0.0343
554552,-6.5347,-5.6089,14.773,0.6225,0.0421
554708,25.1934,-5.5702,13.197,0.5626,0.0426
554746,23.963,-5.5593,17.198,0.2163,0.0126
554850,-24.0623,-5.5341,79.331,0.5569,0.007
554875,-7.6122,-5.5292,11.91,0.2975,0.025
555332,82.6212,-5.4178,15.763,0.6863,0.0435
555451,-32.6438,-5.385,231.878,2.861,0.0123
555508,-21.4731,-5.3697,10.688,0.8238,0.0771
555802,-66.9601,-5.295,30.624,1.344,0.0439
556052,-3.3186,-5.2299,26.472,2.5415,0.096
556093,-78.5062,-5.2187,14.24,1.3545,0.0951
556157,-3.2151,-5.2002,12.433,2.9025,0.2335
556193,28.3423,-5.1919,10.719,0.5245,0.0489
