Flags_data,ID,Lat,Lon,Diam_km,Age
CE1,2002,-39.4299,160.917,13.28715238,2
CE1,2003,-34.3965,-34.011,13.28643002,3
CE1,2004,27.1734,-173.93,13.28236089,5
CE1,2005,-27.7412,9.46024,13.28181155,5
CE1,2006,-59.7782,-166.273,13.27625659,5
CE1,2007,24.0596,-129.187,13.27526862,5
CE1,2008,-24.2082,98.3722,13.27393723,5
CE1,2009,-14.7342,126.46,13.26618424,5
CE1,2010,-63.6706,59.8888,13.25604315,2
CE1,2011,-45.5552,-122.71,13.24863864,5
CE1,2012,-35.3149,87.5671,13.246303,2
CE1,2013,-54.4747,147.584,13.24122607,5
CE1,2014,-56.554,-167.679,13.23824934,3
CE1,2015,-46.7846,-114.021,13.23640933,2
CE1,2016,43.7181,-110.114,13.23070726,5
CE1,2017,39.0928,-115.267,13.2288959,5
CE1,2018,-59.338,56.3659,13.22720057,1
CE1,2019,-58.4311,-141.881,13.22319013,5
CE1,2020,-9.18798,-172.674,13.2228571,5
CE1,2021,-30.8211,142.874,13.22084205,5
CE1,2022,25.686,85.2222,13.22024328,5
CE1,2023,-4.84521,-94.843,13.21604997,5
CE1,2024,43.656,-127.294,13.20825661,5
CE1,2025,18.1879,176.77,13.20824643,5
CE1,2026,-36.525,150.02,13.20584557,5
CE1,2027,48.284,-160.789,13.20384487,5
CE1,2028,-30.5139,35.8948,13.20299566,5
CE1,2029,28.2507,-85.036,13.20275926,5
CE1,2030,-33.9039,5.70831,13.19501768,5
CE1,2031,5.89648,64.3575,13.19311087,3
CE1,2032,26.9331,-170.663,13.1923351,5
CE1,2033,-62.9908,61.7365,13.18939353,2
CE1,2034,-31.4439,7.69707,13.18847607,5
CE1,2035,29.6901,-151.198,13.18791967,5
CE1,2036,-53.0652,48.1865,13.17771005,5
CE1,2037,-26.174,47.9086,13.17694242,5
CE1,2038,6.68162,-119.405,13.17044099,5
CE1,2039,-26.764,106.684,13.16517133,5
CE1,2040,-59.7089,147.45,13.15749864,1
CE1,2041,45.7149,111.339,13.15563128,5
CE1,2042,-52.4858,138.632,13.15248367,5
CE1,2043,23.713,144.601,13.14822621,5
CE1,2044,-38.014,-147.688,13.14742734,2
CE1,2045,-40.5027,-138.292,13.12838074,5
CE1,2046,-25.6748,-134.098,13.12389167,5
CE1,2047,-49.5712,99.7992,13.11623912,5
CE1,2048,-44.7772,-121.035,13.11615603,5
CE1,2049,30.7107,-165.462,13.11108944,5
CE1,2050,38.6311,-132.381,13.1108444,5
CE1,2051,-35.5088,-24.682,13.1107195,5
CE1,2052,-27.3489,-132.744,13.10613633,5
CE1,2053,-3.16184,89.0733,13.10568514,4
CE1,2054,-37.1242,29.2432,13.09806234,3
CE1,2055,27.2494,50.6611,13.09736233,5
CE1,2056,-37.6547,29.1831,13.08699512,5
CE1,2057,-12.4313,105.07,13.08041267,5
CE1,2058,-17.5757,62.243,13.0741928,4
CE1,2059,-17.0427,7.65893,13.06223839,5
CE1,2060,34.1034,168.552,13.06201147,5
CE1,2061,-29.5121,-123.791,13.06197435,5
CE1,2062,-27.6194,102.918,13.0604305,2
CE1,2063,-45.4125,105.568,13.05972879,5
CE1,2064,61.7002,41.379,13.05545025,2
CE1,2065,17.6933,-159.33,13.05497949,5
CE1,2066,35.1476,-119.456,13.0497425,5
CE1,2067,-48.0589,-165.183,13.04969148,3
CE1,2068,-60.523,-63.675,13.0480323,5
CE1,2069,-44.4237,62.4711,13.04749073,5
CE1,2070,-51.9213,-152.601,13.0354,2
CE1,2071,49.354,150.664,13.03124516,5
CE1,2072,-50.2278,95.4026,13.02343903,5
CE1,2073,-53.7755,-129.7,13.01712388,5
CE1,2074,-61.1752,-89.57,13.00977069,4
CE1,2075,-62.9026,-66.323,13.00726684,2
CE1,2076,0.565904,146.131,13.00495716,5
CE1,2077,14.8442,-127.263,13.0023879,5
CE1,2078,-39.368,-170.963,13.00228255,3
CE1,2079,-49.7326,-171.551,12.99798387,5
CE1,2080,35.1038,-139.501,12.99782004,5
CE1,2081,-31.9786,94.5351,12.99649552,5
CE1,2082,-16.9977,-57.488,12.99627908,2
CE1,2083,44.0011,65.0954,12.99103133,5
CE1,2084,-33.5799,-21.88,12.98464337,5
CE1,2085,-40.2275,-160.009,12.98148862,5
CE1,2086,-35.0011,-92.948,12.97897969,5
CE1,2087,-53.3091,-161.857,12.97824251,4
CE1,2088,-47.9533,34.8932,12.97584818,5
CE1,2089,-43.3579,145.698,12.97251502,5
CE1,2090,-32.9689,-62.709,12.97048232,5
CE1,2091,-46.9143,-120.257,12.96749145,5
CE1,2092,-62.7371,75.2867,12.96748554,5
CE1,2093,-46.4814,143.93,12.95583683,5
CE1,2094,-29.8689,127.741,12.95573424,5
CE1,2095,59.4178,-120.589,12.95386782,2
CE1,2096,34.6746,-132.185,12.95061076,5
CE1,2097,-15.8839,159.633,12.94595926,5
CE1,2098,-60.9192,-119.045,12.94459929,5
CE1,2099,-48.981,-137.709,12.92963218,2
CE1,2100,-44.5912,-160.209,12.92929488,4
CE1,2101,2.57844,-123.777,12.92842094,5
CE1,2102,29.5675,-102.883,12.92818523,5
CE1,2103,-1.79812,127.409,12.92787373,5
CE1,2104,-20.2511,31.0339,12.92752254,5
CE1,2105,17.9087,-90.135,12.92469348,5
CE1,2106,42.1442,-146.589,12.92429431,5
CE1,2107,-42.465,18.8264,12.9215845,5
CE1,2108,-54.838,-121.1,12.91195883,5
CE1,2109,34.3584,171.74,12.91102436,5
CE1,2110,28.4117,-95.737,12.90656535,5
CE1,2111,-28.4791,-12.498,12.90341897,3
CE1,2112,-58.4267,-114.972,12.89713435,5
CE1,2113,-41.1536,51.1848,12.8959779,5
CE1,2114,35.7491,-138.024,12.8908661,5
CE1,2115,-25.1279,-158.843,12.89054234,5
CE1,2116,-52.0944,36.1731,12.8874792,3
CE1,2117,-50.5111,81.8764,12.8817349,4
CE1,2118,-15.9204,68.3166,12.87982019,4
CE1,2119,-15.8985,81.4179,12.87934019,5
CE1,2120,-40.9234,89.9537,12.87907935,2
CE1,2121,-0.458438,119.271,12.87642407,5
CE1,2122,39.4496,135.534,12.87253141,5
CE1,2123,33.5707,-165.141,12.86424333,5
CE1,2124,6.20566,-145.237,12.8630697,5
CE1,2125,-35.7413,-35.061,12.86266448,2
CE1,2126,-51.0866,-178.237,12.86114495,3
CE1,2127,-40.8729,-20.023,12.85832357,5
CE1,2128,-62.3675,-58.689,12.85476961,2
CE1,2129,-58.18,87.23,12.85161515,5
CE1,2130,-7.93007,-62.285,12.85046087,4
CE1,2131,-13.2419,168.115,12.84955339,5
CE1,2132,-50.4823,-151.849,12.84671671,2
CE1,2133,-10.7135,8.32634,12.84606318,5
CE1,2134,-37.6892,52.9911,12.84519724,5
CE1,2135,21.8378,-146.203,12.84376321,5
CE1,2136,-35.8187,0.352054,12.8436148,5
CE1,2137,28.4392,127.946,12.84103927,5
CE1,2138,-51.226,-19.569,12.837299,2
CE1,2139,27.1533,55.8925,12.82724715,5
CE1,2140,39.4133,-158.315,12.8229261,5
CE1,2141,-50.2357,-101.222,12.82084744,5
CE1,2142,-48.2602,-142.19,12.82050469,5
CE1,2143,-40.5581,-28.178,12.81832203,5
CE1,2144,-41.6066,-123.844,12.81775511,5
CE1,2145,-35.3513,-31.674,12.81476652,5
CE1,2146,-20.9186,80.9442,12.81423379,5
CE1,2147,-50.7051,-11.803,12.81254821,3
CE1,2148,-30.9604,39.5934,12.81077518,5
CE1,2149,62.3785,141.698,12.80569786,5
CE1,2150,-36.6412,57.8282,12.80470037,5
CE1,2151,-47.6148,118.387,12.80394857,5
CE1,2152,44.9077,-104.377,12.79821697,5
CE1,2153,-23.095,21.1019,12.7960678,5
CE1,2154,-29.8546,153.333,12.7956292,5
CE1,2155,-63.8501,-150.686,12.79328115,2
CE1,2156,42.3211,-117.841,12.7925975,5
CE1,2157,-28.0393,122.963,12.79114298,5
CE1,2158,-41.9394,12.5467,12.78876603,5
CE1,2159,43.9579,133.18,12.77737408,5
CE1,2160,46.5721,-51.713,12.77546649,3
CE1,2161,44.1986,-104.078,12.77244556,5
CE1,2162,-37.5349,-19.318,12.76636689,5
CE1,2163,-29.1593,25.4024,12.76510774,5
CE1,2164,62.5759,-147.745,12.76501845,2
CE1,2165,59.5926,-79.103,12.76326902,2
CE1,2166,24.6915,166.267,12.74584611,5
CE1,2167,-42.5687,-15.407,12.74382347,5
CE1,2168,-31.5901,-144.503,12.73656302,5
CE1,2169,-47.1862,-37.653,12.73264239,5
CE1,2170,-29.8688,137.756,12.73129889,5
CE1,2171,46.2052,81.6202,12.72818752,5
CE1,2172,-35.3227,23.1792,12.72186403,5
CE1,2173,32.7639,155.809,12.71606768,5
CE1,2174,-54.2796,-112.22,12.71400385,5
CE1,2175,-48.367,-153.301,12.70898156,3
CE1,2176,-43.4875,-150.557,12.70368985,5
CE1,2177,39.6486,-175.467,12.68297723,5
CE1,2178,60.0264,152.704,12.68182675,2
CE1,2179,35.564,135.86,12.66909133,5
CE1,2180,-36.9425,21.9558,12.66475852,5
CE1,2181,-32.4675,145.999,12.66426322,5
CE1,2182,-27.1782,24.0783,12.66399256,5
CE1,2183,-59.3415,-144.156,12.66121805,2
CE1,2184,-2.9959,-156.688,12.65972974,5
CE1,2185,24.4585,-157.103,12.6498476,5
CE1,2186,15.4901,-87.623,12.64895818,5
CE1,2187,9.07156,73.1291,12.64883469,5
CE1,2188,-45.8487,95.6844,12.6447749,5
CE1,2189,-47.5656,5.53669,12.64415694,5
CE1,2190,-31.0436,119.234,12.63877025,5
CE1,2191,-27.8897,11.5749,12.63079692,5
CE1,2192,45.4655,62.2927,12.62846143,5
CE1,2193,5.46582,88.5775,12.62674876,5
CE1,2194,18.7124,46.7971,12.62080923,5
CE1,2195,-0.650898,-164.966,12.61923144,5
CE1,2196,-43.2959,-124.356,12.61035299,2
CE1,2197,-30.8379,10.8574,12.60980356,5
CE1,2198,32.8055,154.053,12.60487252,5
CE1,2199,-49.7949,-75.963,12.59477107,5
CE1,2200,-12.0963,8.39479,12.5921983,4
CE1,2201,-37.372,148.109,12.59100904,5
CE1,2202,-64.3121,84.4136,12.58774474,5
CE1,2203,-46.6548,64.6553,12.58648719,2
CE1,2204,-45.5439,-164.445,12.58495721,4
CE1,2205,60.5429,160.113,12.5826899,2
CE1,2206,-43.6657,-24.391,12.5783163,5
CE1,2207,-50.0494,125.303,12.57796013,5
CE1,2208,50.2885,-24.065,12.57407317,3
CE1,2209,11.0956,-89.006,12.56875109,5
CE1,2210,39.1846,128.333,12.56756578,5
CE1,2211,-7.85728,107.239,12.56549283,5
CE1,2212,-20.351,156.001,12.56058716,5
CE1,2213,44.9726,-131.072,12.55937228,5
CE1,2214,-35.6816,90.5496,12.55785948,2
CE1,2215,19.6022,-84.658,12.54778534,5
CE1,2216,56.5201,63.6225,12.54204596,5
CE1,2217,10.3227,109.467,12.53993756,5
CE1,2218,-44.5026,-40.688,12.53801436,5
CE1,2219,-32.9632,29.1998,12.53800567,5
CE1,2220,43.349,-101.45,12.53324944,5
CE1,2221,-61.3241,166.428,12.53111445,3
CE1,2222,-56.958,-42.395,12.52044786,2
CE1,2223,-52.6189,32.6778,12.51375261,4
CE1,2224,-29.8152,-43.168,12.51100161,4
CE1,2225,41.0711,-93.526,12.50898858,5
CE1,2226,-42.9107,22.3257,12.49958334,5
CE1,2227,-35.6993,-32.462,12.49853397,5
CE1,2228,-37.5855,-166.786,12.49384574,2
CE1,2229,-22.5756,-108.766,12.48819613,5
CE1,2230,-1.2566,153.482,12.48756803,5
CE1,2231,22.4782,-74.298,12.487054,5
CE1,2232,-43.8462,1.87408,12.48677618,5
CE1,2233,-31.7534,-121.794,12.48560918,5
CE1,2234,37.5791,41.0215,12.4822771,5
CE1,2235,29.0906,-122.784,12.48216902,5
CE1,2236,-50.3986,30.9266,12.4781758,5
CE1,2237,47.2694,-25.586,12.47754485,4
CE1,2238,-32.9872,88.4976,12.47673774,5
CE1,2239,-22.0241,-126.418,12.47556871,5
CE1,2240,-6.57835,66.6094,12.47358596,4
CE1,2241,-51.07,47.4267,12.47339512,5
CE1,2242,-42.3824,158.113,12.47307481,2
CE1,2243,61.8512,159.842,12.47032377,5
CE1,2244,-32.3212,-154.269,12.46675174,5
CE1,2245,13.4072,-118.532,12.46170322,5
CE1,2246,-48.4441,110.639,12.45948092,2
CE1,2247,40.0354,111.823,12.4583494,5
CE1,2248,-46.7104,21.6357,12.45207562,5
CE1,2249,62.9183,62.4306,12.44758264,5
CE1,2250,35.6444,133.981,12.44570797,5
CE1,2251,-62.1155,81.6419,12.43883113,5
CE1,2252,59.4505,127.382,12.43544961,5
CE1,2253,-30.4784,137.968,12.43033798,5
CE1,2254,10.0707,75.4047,12.42517189,5
CE1,2255,43.4335,-177.877,12.42387611,5
CE1,2256,40.7717,-116.003,12.42288212,5
CE1,2257,-59.3957,-113.304,12.42221302,2
CE1,2258,-50.1303,12.6894,12.41983712,2
CE1,2259,-23.3545,18.487,12.41742079,5
CE1,2260,-23.9922,45.4789,12.41700531,5
CE1,2261,-39.2545,-10.933,12.41466647,5
CE1,2262,-46.2504,165.611,12.41101115,5
CE1,2263,-24.6578,123.552,12.41027392,5
CE1,2264,-18.4387,-135.886,12.40525065,5
CE1,2265,-48.0133,-137.376,12.39947125,5
CE1,2266,35.9394,-112.358,12.39672308,5
CE1,2267,55.4648,162.07,12.39367516,5
CE1,2268,-50.9635,-116.568,12.37427606,5
CE1,2269,-30.9356,43.9328,12.37393546,5
CE1,2270,41.5906,142.648,12.37261243,5
CE1,2271,57.4011,139.804,12.35357996,4
CE1,2272,-32.3664,-152.222,12.35228952,4
CE1,2273,-25.8386,99.6589,12.34949073,5
CE1,2274,-60.7641,-159.286,12.34571276,5
CE1,2275,6.4712,54.5697,12.34568314,5
CE1,2276,-26.9464,35.5147,12.34078988,5
CE1,2277,-34.6882,77.4585,12.34058884,5
CE1,2278,8.83695,-90.241,12.3404767,5
CE1,2279,49.7415,164.741,12.33918315,5
CE1,2280,-34.3181,116.178,12.33871439,5
CE1,2281,13.3624,129.914,12.33801468,5
CE1,2282,-52.8251,131.948,12.3346851,5
CE1,2283,56.0021,-92.908,12.31826136,5
CE1,2284,-39.2488,-24.481,12.31684908,5
CE1,2285,-36.259,22.3451,12.31326165,5
CE1,2286,-49.6576,-91.581,12.30858242,2
CE1,2287,-31.9242,5.31521,12.30449876,5
CE1,2288,-30.6152,52.6248,12.30382123,5
CE1,2289,27.2065,-111.545,12.30138805,5
CE1,2290,0.79614,127.906,12.29656216,5
CE1,2291,-55.9581,-99.932,12.29599014,2
CE1,2292,56.6419,-163.021,12.29293414,5
CE1,2293,-63.9916,-151.843,12.28465858,2
CE1,2294,42.0867,-144.689,12.2721047,5
CE1,2295,-56.1577,93.0443,12.27182998,5
CE1,2296,-56.6855,-63.614,12.26913194,2
CE1,2297,58.7169,-95.574,12.26793129,2
CE1,2298,33.0858,95.6599,12.26776244,5
CE1,2299,-37.4813,-122.966,12.26730241,5
CE1,2300,60.472,167.605,12.26098542,2
CE1,2301,35.795,-127.686,12.26048445,5
CE1,2302,47.4179,69.8315,12.25945839,5
CE1,2303,41.1647,-146.317,12.25787202,5
CE1,2304,-30.5411,-52.211,12.25351693,5
CE1,2305,47.6908,-168.138,12.25068249,5
CE1,2306,-13.8684,66.4879,12.24394598,5
CE1,2307,-53.3959,121.765,12.24331366,5
CE1,2308,-41.3895,133.936,12.22741852,5
CE1,2309,-30.4031,137.03,12.22050166,5
CE1,2310,49.0778,-173.533,12.21834494,5
CE1,2311,-2.86886,-83.845,12.21796865,5
CE1,2312,-63.5291,-147.47,12.2111382,5
CE1,2313,-50.2028,21.9835,12.20496499,2
CE1,2314,-57.4915,-57.007,12.20139055,5
CE1,2315,40.9311,75.5054,12.20126776,5
CE1,2316,23.019,126.926,12.19923743,5
CE1,2317,45.7916,-126.617,12.19266457,5
CE1,2318,56.4946,-128.148,12.1924667,2
CE1,2319,-41.3604,11.4161,12.18304887,5
CE1,2320,-59.2152,-57.851,12.1810739,2
CE1,2321,-24.6353,-120.32,12.18029096,5
CE1,2322,-47.3736,-152.472,12.16857224,4
CE1,2323,-48.8889,-12.709,12.15883824,5
CE1,2324,-64.0346,-80.76,12.15651284,4
CE1,2325,-60.5227,-23.359,12.15273374,2
CE1,2326,46.8065,152.159,12.15270415,5
CE1,2327,31.7273,60.7422,12.14879162,5
CE1,2328,57.8289,90.0986,12.14030879,5
CE1,2329,40.9908,-45.533,12.13964367,4
CE1,2330,55.582,-45.24,12.13098227,4
CE1,2331,52.495,-113.867,12.12642407,5
CE1,2332,-12.6804,-46.642,12.12189899,2
CE1,2333,57.2872,64.5256,12.12166865,5
CE1,2334,-45.6902,-92.597,12.12135236,2
CE1,2335,-24.015,-52.813,12.11746331,5
CE1,2336,-38.096,-128.624,12.11435286,5
CE1,2337,32.8002,-171.058,12.11288438,5
CE1,2338,-46.6705,-140.632,12.10539218,2
CE1,2339,44.5235,179.654,12.10278787,5
CE1,2340,-32.6377,-131.04,12.09563348,5
CE1,2341,-37.9178,-161.642,12.09272839,2
CE1,2342,-13.3629,64.1434,12.09177573,2
CE1,2343,49.5731,-140.065,12.08407469,5
CE1,2344,-43.805,-119.337,12.0831715,5
CE1,2345,36.6221,161.476,12.08283634,5
CE1,2346,-26.7205,30.5474,12.08052035,5
CE1,2347,-45.8085,-150.533,12.07924264,5
CE1,2348,-35.1045,13.8964,12.07207211,5
CE1,2349,-33.5626,60.9306,12.07156334,5
CE1,2350,-36.7975,93.4634,12.0713321,5
CE1,2351,-29.7771,138.132,12.06975367,5
CE1,2352,-37.4012,131.878,12.06930937,5
CE1,2353,-52.0859,30.555,12.06908152,5
CE1,2354,-32.4015,50.1592,12.06733266,5
CE1,2355,-59.7624,-28.813,12.06193471,5
CE1,2356,-58.6169,18.1208,12.05813686,2
CE1,2357,24.5763,-118.054,12.05776432,5
CE1,2358,-9.91408,2.01755,12.05250737,2
CE1,2359,62.8281,46.401,12.04597664,5
CE1,2360,25.253,-170.114,12.04446985,5
CE1,2361,-45.1995,-24.451,12.02607001,5
CE1,2362,-58.0909,147.447,12.02191362,5
CE1,2363,39.1529,-46.677,12.02082174,4
CE1,2364,-30.4444,24.9232,12.01801099,5
CE1,2365,-26.8447,-142.72,12.01796113,5
CE1,2366,-17.7886,15.3367,12.01744378,5
CE1,2367,-50.7824,22.3685,12.01484147,5
CE1,2368,-18.0129,-130.585,12.00669724,5
CE1,2369,-42.5309,29.0008,12.00668889,5
CE1,2370,-49.5162,-119.261,12.00525953,5
CE1,2371,-53.3489,-34.93,12.00362501,2
CE1,2372,19.973,-31.17,12.00242852,3
CE1,2373,-31.2537,-18.427,12.0003554,5
CE1,2374,-42.614,153.829,11.99607793,5
CE1,2375,-46.8287,144.059,11.99158003,5
CE1,2376,42.3305,148.82,11.99003111,5
CE1,2377,-37.7234,-49.061,11.98404717,5
CE1,2378,63.3773,-155.221,11.98175997,2
CE1,2379,-44.1266,31.0129,11.97140163,5
CE1,2380,-33.6056,-146.935,11.96683784,5
CE1,2381,-45.0245,-62.452,11.96673034,5
CE1,2382,28.6977,-154.268,11.96557527,5
CE1,2383,39.7423,-159.049,11.96444979,5
CE1,2384,-35.4547,22.8269,11.96421248,5
CE1,2385,-19.438,28.635,11.9585745,5
CE1,2386,-36.5179,78.6628,11.95617068,5
CE1,2387,59.769,-109.769,11.95507865,2
CE1,2388,-55.8992,63.7502,11.9468595,1
CE1,2389,44.8911,149.474,11.9447386,5
CE1,2390,48.0968,144.078,11.9427878,5
CE1,2391,61.9458,-170.535,11.94068112,2
CE1,2392,-62.6427,143.845,11.93541999,2
CE1,2393,-42.6607,48.4817,11.93393615,5
CE1,2394,-46.4216,41.7148,11.93026035,5
CE1,2395,-38.2655,50.2577,11.9294371,5
CE1,2396,30.4756,135.067,11.92659307,5
CE1,2397,-42.2588,-137.797,11.92351088,5
CE1,2398,20.6825,81.0514,11.91964511,5
CE1,2399,5.57384,128.794,11.91818687,5
CE1,2400,20.8402,45.0351,11.91336948,5
CE1,2401,17.3432,102.99,11.90967342,5
CE1,2402,33.8103,67.3686,11.89934637,5
CE1,2403,-35.1805,-120.726,11.89778573,5
CE1,2404,-47.4027,-8.197,11.89730858,5
CE1,2405,-29.3992,-51.83,11.89575028,5
CE1,2406,35.7893,-130.76,11.89470955,5
CE1,2407,51.316,-152.65,11.89416866,5
CE1,2408,-63.0481,112.507,11.88516505,2
CE1,2409,-36.0642,35.562,11.87637833,5
CE1,2410,-29.5523,130.036,11.87553632,5
CE1,2411,-32.1949,-37.645,11.87512045,2
CE1,2412,52.3985,-30.292,11.87510158,4
CE1,2413,-42.9488,-129.554,11.87216426,5
CE1,2414,-58.6927,165.853,11.87082207,5
CE1,2415,-34.6354,-18.621,11.86962802,5
CE1,2416,-34.639,-10.387,11.86907289,5
CE1,2417,-38.4075,137.368,11.86774109,5
CE1,2418,-57.4193,4.66836,11.86414903,4
CE1,2419,-55.4857,-47.684,11.86345406,2
CE1,2420,-58.7733,-104.77,11.85957637,2
CE1,2421,43.2136,63.0599,11.85322001,5
CE1,2422,-36.9454,108.781,11.84624768,5
CE1,2423,10.2822,-69.386,11.84158049,4
CE1,2424,-31.1449,15.2388,11.83607425,5
CE1,2425,55.941,-89.88,11.83361102,5
CE1,2426,-41.6958,-135.844,11.83265282,5
CE1,2427,-32.5846,-14.911,11.82893723,5
CE1,2428,-38.3115,-14.617,11.82703661,5
CE1,2429,15.8954,50.6787,11.82613636,5
CE1,2430,-16.9657,58.7557,11.82605654,2
CE1,2431,26.3349,162.32,11.82346696,5
CE1,2432,37.0626,-109.43,11.81178533,5
CE1,2433,-42.6399,-92.765,11.81036035,5
CE1,2434,58.8316,163.769,11.81019898,5
CE1,2435,-21.3662,40.0179,11.80914658,5
CE1,2436,28.5988,-74.581,11.80723277,5
CE1,2437,-52.2327,146.929,11.79871275,5
CE1,2438,45.1579,160.214,11.7973615,5
CE1,2439,36.8222,-144.07,11.79521948,5
CE1,2440,-32.7992,1.10807,11.79495136,5
CE1,2441,-51.78,12.0651,11.79460693,5
CE1,2442,-33.2821,27.3093,11.78316534,5
CE1,2443,-44.8964,37.7951,11.77379739,5
CE1,2444,46.3259,-175.612,11.77102614,5
CE1,2445,-38.6764,59.6359,11.76578822,5
CE1,2446,-37.7622,23.9596,11.7628754,5
CE1,2447,-62.8982,159.18,11.75404471,4
CE1,2448,-24.188,95.2122,11.74930651,5
CE1,2449,57.1018,90.7671,11.74677365,5
CE1,2450,-49.558,-153.297,11.74092054,2
CE1,2451,60.676,-110.078,11.73979301,5
CE1,2452,47.8468,125.177,11.73871076,5
CE1,2453,36.1596,-135.662,11.73445865,5
CE1,2454,-62.7242,56.1018,11.73257865,5
CE1,2455,-62.2199,-67.084,11.73157121,5
CE1,2456,-27.9895,153.038,11.72962398,5
CE1,2457,-6.06377,134.03,11.7174776,5
CE1,2458,27.3802,-94.296,11.71536933,5
CE1,2459,-29.1336,-174.927,11.70557985,5
CE1,2460,-59.3138,18.7352,11.70204052,5
CE1,2461,23.9735,109.389,11.70052956,5
CE1,2462,26.9833,131.761,11.68952462,5
CE1,2463,31.0225,170.974,11.68938924,5
CE1,2464,-40.6649,-2.268,11.6801387,5
CE1,2465,29.1982,-126.059,11.6748494,5
CE1,2466,-51.7258,-17.607,11.673648,2
CE1,2467,17.2456,-138.345,11.67325272,5
CE1,2468,-55.3502,70.4131,11.6670214,5
CE1,2469,-29.0196,128.466,11.65435764,5
CE1,2470,-27.0039,-129.243,11.6529947,5
CE1,2471,-30.5261,135.746,11.65018906,5
CE1,2472,-48.3079,109.802,11.64454964,5
CE1,2473,44.9746,93.051,11.64025166,5
CE1,2474,-64.2211,-61.568,11.63640334,5
CE1,2475,34.0626,-116.229,11.61875479,5
CE1,2476,-46.9108,144.481,11.61189792,5
CE1,2477,47.2868,-125.393,11.60740161,5
CE1,2478,-48.5169,-164.582,11.60306381,3
CE1,2479,58.2075,122.753,11.59573325,5
CE1,2480,-31.0605,144.991,11.58495087,5
CE1,2481,36.8753,95.9027,11.57861191,5
CE1,2482,-47.8501,62.8241,11.57293706,5
CE1,2483,-48.2583,114.619,11.56805309,5
CE1,2484,-56.7922,-103.639,11.56501837,2
CE1,2485,44.9687,-164.324,11.5604002,5
CE1,2486,57.421,157.241,11.55910034,5
CE1,2487,-47.2288,166.076,11.55162215,5
CE1,2488,24.3397,73.3494,11.54871979,5
CE1,2489,30.8492,171.701,11.54606605,5
CE1,2490,-39.7219,-158.683,11.54407064,4
CE1,2491,-34.7181,166.582,11.54099887,5
CE1,2492,-62.396,123.888,11.53995947,5
CE1,2493,63.6398,-123.941,11.53956518,5
CE1,2494,38.4702,-43.507,11.53528944,2
CE1,2495,-38.8992,-144.671,11.53190482,5
CE1,2496,-44.4824,-116.846,11.52893412,5
CE1,2497,55.4292,120.555,11.52103249,5
CE1,2498,34.1316,52.1181,11.50588319,5
CE1,2499,43.7397,73.8071,11.50370285,5
CE1,2500,-35.4981,152.186,11.49044996,5
CE1,2501,-49.6961,55.1376,11.48567021,5
CE1,2502,-38.2983,28.6296,11.47914992,5
CE1,2503,-5.29533,63.8835,11.47694409,5
CE1,2504,-64.6197,-60.458,11.4682663,5
CE1,2505,-33.2942,34.2535,11.46583258,5
CE1,2506,-46.3441,90.0555,11.46062666,5
CE1,2507,-16.0655,154.973,11.45053006,5
CE1,2508,60.3774,170.034,11.44689691,5
CE1,2509,-44.1997,61.8703,11.44138612,5
CE1,2510,34.9699,-152.587,11.44070088,5
CE1,2511,-28.0584,-165.049,11.42961615,5
CE1,2512,-39.6124,-22.65,11.41142912,5
CE1,2513,-26.5484,-171.186,11.41121491,5
CE1,2514,-34.5698,149.91,11.40663099,5
CE1,2515,-42.4365,55.3912,11.40544052,5
CE1,2516,-55.9106,24.1322,11.40229042,5
CE1,2517,39.3308,-88.981,11.39250233,2
CE1,2518,52.3211,74.0787,11.39195978,5
CE1,2519,-39.7746,116.115,11.39100287,5
CE1,2520,-48.8943,-154.366,11.39044647,4
CE1,2521,-58.7394,-137.079,11.38141143,4
CE1,2522,-29.97,85.5879,11.38123669,5
CE1,2523,-50.4122,-115.389,11.37804222,5
CE1,2524,-34.7833,137.067,11.37708334,5
CE1,2525,-57.2191,162.61,11.37274088,5
CE1,2526,30.6293,-95.246,11.37147035,5
CE1,2527,-38.958,27.7873,11.37063109,5
CE1,2528,-62.456,-160.11,11.36572682,2
CE1,2529,-27.0463,-74.065,11.35932378,5
CE1,2530,46.4227,-162.689,11.35537542,5
CE1,2531,-47.5106,-143.485,11.35535311,2
CE1,2532,46.6056,-114.073,11.35233852,5
CE1,2533,-28.1775,71.6049,11.35207023,5
CE1,2534,-46.3206,-174.257,11.34933229,2
CE1,2535,-51.0183,-9.52,11.34559496,5
CE1,2536,-48.7264,-56.729,11.34043973,5
CE1,2537,-49.9035,-162.384,11.33172861,5
CE1,2538,43.0256,-100.173,11.33127157,5
CE1,2539,-47.8078,-119.511,11.32936341,5
CE1,2540,-58.5955,-151.359,11.32430113,2
CE1,2541,-51.1355,176.302,11.31943987,2
CE1,2542,-34.8652,37.6656,11.31289764,5
CE1,2543,33.1723,132.998,11.31066661,5
CE1,2544,24.3112,-85.904,11.30738377,5
CE1,2545,13.1985,96.5634,11.3073108,5
CE1,2546,55.805,-132.348,11.30526158,5
CE1,2547,-48.5091,-10.905,11.30398333,5
CE1,2548,-55.9277,-59.931,11.29479248,5
CE1,2549,-49.3817,161.997,11.2888789,5
CE1,2550,-19.5332,-63.492,11.28885836,5
CE1,2551,49.7513,-133.543,11.28791004,5
CE1,2552,-56.6956,149.639,11.28453555,5
CE1,2553,-48.6285,58.668,11.27818856,5
